ticker,event_date,day_offset,date_utc,count
RENT3.SA,2025-02-28,-2,2025-02-26,
RENT3.SA,2025-02-28,-1,2025-02-27,
RENT3.SA,2025-02-28,0,2025-02-28,
RENT3.SA,2025-02-28,1,2025-03-01,
RENT3.SA,2025-02-28,2,2025-03-02,
RENT3.SA,2025-05-09,-2,2025-05-07,
RENT3.SA,2025-05-09,-1,2025-05-08,
RENT3.SA,2025-05-09,0,2025-05-09,
RENT3.SA,2025-05-09,1,2025-05-10,
RENT3.SA,2025-05-09,2,2025-05-11,
RENT3.SA,2025-08-28,-2,2025-08-26,
RENT3.SA,2025-08-28,-1,2025-08-27,
RENT3.SA,2025-08-28,0,2025-08-28,
RENT3.SA,2025-08-28,1,2025-08-29,
RENT3.SA,2025-08-28,2,2025-08-30,
RENT3.SA,2025-11-14,-2,2025-11-12,
RENT3.SA,2025-11-14,-1,2025-11-13,
RENT3.SA,2025-11-14,0,2025-11-14,
RENT3.SA,2025-11-14,1,2025-11-15,
RENT3.SA,2025-11-14,2,2025-11-16,
SAP.DE,2024-01-23,-2,2024-01-21,1.0
SAP.DE,2024-01-23,-1,2024-01-22,3.0
SAP.DE,2024-01-23,0,2024-01-23,4.0
SAP.DE,2024-01-23,1,2024-01-24,2.0
SAP.DE,2024-01-23,2,2024-01-25,6.0
SAP.DE,2024-04-22,-2,2024-04-20,1.0
SAP.DE,2024-04-22,-1,2024-04-21,1.0
SAP.DE,2024-04-22,0,2024-04-22,3.0
SAP.DE,2024-04-22,1,2024-04-23,7.0
SAP.DE,2024-04-22,2,2024-04-24,6.0
SAP.DE,2024-07-22,-2,2024-07-20,0.0
SAP.DE,2024-07-22,-1,2024-07-21,5.0
SAP.DE,2024-07-22,0,2024-07-22,1.0
SAP.DE,2024-07-22,1,2024-07-23,10.0
SAP.DE,2024-07-22,2,2024-07-24,5.0
SAP.DE,2024-10-21,-2,2024-10-19,
SAP.DE,2024-10-21,-1,2024-10-20,
SAP.DE,2024-10-21,0,2024-10-21,
SAP.DE,2024-10-21,1,2024-10-22,
SAP.DE,2024-10-21,2,2024-10-23,
SAP.DE,2025-01-28,-2,2025-01-26,
SAP.DE,2025-01-28,-1,2025-01-27,
SAP.DE,2025-01-28,0,2025-01-28,
SAP.DE,2025-01-28,1,2025-01-29,
SAP.DE,2025-01-28,2,2025-01-30,
SAP.DE,2025-04-22,-2,2025-04-20,
SAP.DE,2025-04-22,-1,2025-04-21,
SAP.DE,2025-04-22,0,2025-04-22,
SAP.DE,2025-04-22,1,2025-04-23,
SAP.DE,2025-04-22,2,2025-04-24,
SAP.DE,2025-07-22,-2,2025-07-20,
SAP.DE,2025-07-22,-1,2025-07-21,
SAP.DE,2025-07-22,0,2025-07-22,
SAP.DE,2025-07-22,1,2025-07-23,
SAP.DE,2025-07-22,2,2025-07-24,
SAP.DE,2025-10-22,-2,2025-10-20,
SAP.DE,2025-10-22,-1,2025-10-21,
SAP.DE,2025-10-22,0,2025-10-22,
SAP.DE,2025-10-22,1,2025-10-23,
SAP.DE,2025-10-22,2,2025-10-24,
TCS.NS,2024-01-11,-2,2024-01-09,0.0
TCS.NS,2024-01-11,-1,2024-01-10,1.0
TCS.NS,2024-01-11,0,2024-01-11,1.0
TCS.NS,2024-01-11,1,2024-01-12,0.0
TCS.NS,2024-01-11,2,2024-01-13,0.0
TCS.NS,2024-04-12,-2,2024-04-10,0.0
TCS.NS,2024-04-12,-1,2024-04-11,0.0
TCS.NS,2024-04-12,0,2024-04-12,7.0
TCS.NS,2024-04-12,1,2024-04-13,1.0
TCS.NS,2024-04-12,2,2024-04-14,0.0
TCS.NS,2024-07-11,-2,2024-07-09,0.0
TCS.NS,2024-07-11,-1,2024-07-10,3.0
TCS.NS,2024-07-11,0,2024-07-11,2.0
TCS.NS,2024-07-11,1,2024-07-12,3.0
TCS.NS,2024-07-11,2,2024-07-13,0.0
TCS.NS,2024-10-10,-2,2024-10-08,
TCS.NS,2024-10-10,-1,2024-10-09,
TCS.NS,2024-10-10,0,2024-10-10,
TCS.NS,2024-10-10,1,2024-10-11,
TCS.NS,2024-10-10,2,2024-10-12,
TCS.NS,2025-01-09,-2,2025-01-07,
TCS.NS,2025-01-09,-1,2025-01-08,
TCS.NS,2025-01-09,0,2025-01-09,
TCS.NS,2025-01-09,1,2025-01-10,
TCS.NS,2025-01-09,2,2025-01-11,
TCS.NS,2025-04-10,-2,2025-04-08,
TCS.NS,2025-04-10,-1,2025-04-09,
TCS.NS,2025-04-10,0,2025-04-10,
TCS.NS,2025-04-10,1,2025-04-11,
TCS.NS,2025-04-10,2,2025-04-12,
TCS.NS,2025-07-10,-2,2025-07-08,
TCS.NS,2025-07-10,-1,2025-07-09,
TCS.NS,2025-07-10,0,2025-07-10,
TCS.NS,2025-07-10,1,2025-07-11,
TCS.NS,2025-07-10,2,2025-07-12,
TCS.NS,2025-10-09,-2,2025-10-07,
TCS.NS,2025-10-09,-1,2025-10-08,
TCS.NS,2025-10-09,0,2025-10-09,
TCS.NS,2025-10-09,1,2025-10-10,
TCS.NS,2025-10-09,2,2025-10-11,
