DATE,VALUE,RELEASE_DATE,SOURCE_SERIES
2022-01-01,144.33,2022-01-03,WLEMUINDXD
2022-01-02,192.95,2022-01-03,WLEMUINDXD
2022-01-03,102.59,2022-01-04,WLEMUINDXD
2022-01-04,64.49,2022-01-05,WLEMUINDXD
2022-01-05,24.85,2022-01-06,WLEMUINDXD
2022-01-06,23.67,2022-01-07,WLEMUINDXD
2022-01-07,14.16,2022-01-10,WLEMUINDXD
2022-01-08,21.26,2022-01-10,WLEMUINDXD
2022-01-09,145.46,2022-01-10,WLEMUINDXD
2022-01-10,47.95,2022-01-11,WLEMUINDXD
2022-01-11,30.07,2022-01-12,WLEMUINDXD
2022-01-12,23.25,2022-01-13,WLEMUINDXD
2022-01-13,48.57,2022-01-14,WLEMUINDXD
2022-01-14,13.78,2022-01-17,WLEMUINDXD
2022-01-15,41.68,2022-01-17,WLEMUINDXD
2022-01-16,229.27,2022-01-17,WLEMUINDXD
2022-01-17,52.09,2022-01-18,WLEMUINDXD
2022-01-18,34.43,2022-01-19,WLEMUINDXD
2022-01-19,25.04,2022-01-20,WLEMUINDXD
2022-01-20,23.03,2022-01-21,WLEMUINDXD
2022-01-21,27.23,2022-01-24,WLEMUINDXD
2022-01-22,60.45,2022-01-24,WLEMUINDXD
2022-01-23,86.52,2022-01-24,WLEMUINDXD
2022-01-24,47.69,2022-01-25,WLEMUINDXD
2022-01-25,278.04,2022-01-26,WLEMUINDXD
2022-01-26,97.19,2022-01-27,WLEMUINDXD
2022-01-27,257.76,2022-01-28,WLEMUINDXD
2022-01-28,27.05,2022-01-31,WLEMUINDXD
2022-01-29,105.4,2022-01-31,WLEMUINDXD
2022-01-30,172.56,2022-01-31,WLEMUINDXD
2022-01-31,171.3,2022-02-01,WLEMUINDXD
2022-02-01,1370.3,2022-02-02,WLEMUINDXD
2022-02-02,383.66,2022-02-03,WLEMUINDXD
2022-02-03,409.74,2022-02-04,WLEMUINDXD
2022-02-04,230.84,2022-02-07,WLEMUINDXD
2022-02-05,473.38,2022-02-07,WLEMUINDXD
2022-02-06,229.85,2022-02-07,WLEMUINDXD
2022-02-07,126.98,2022-02-08,WLEMUINDXD
2022-02-08,1336.43,2022-02-09,WLEMUINDXD
2022-02-09,512.25,2022-02-10,WLEMUINDXD
2022-02-10,204.56,2022-02-11,WLEMUINDXD
2022-02-11,139.21,2022-02-14,WLEMUINDXD
2022-02-12,696.59,2022-02-14,WLEMUINDXD
2022-02-13,126.51,2022-02-14,WLEMUINDXD
2022-02-14,309.85,2022-02-15,WLEMUINDXD
2022-02-15,1381.26,2022-02-16,WLEMUINDXD
2022-02-16,170.71,2022-02-17,WLEMUINDXD
2022-02-17,484.45,2022-02-18,WLEMUINDXD
2022-02-18,200.36,2022-02-21,WLEMUINDXD
2022-02-19,91.75,2022-03-29,WLEMUINDXD
2022-02-20,122.3,2022-03-29,WLEMUINDXD
2022-02-21,63.24,2022-03-29,WLEMUINDXD
2022-02-22,34.09,2022-03-29,WLEMUINDXD
2022-02-23,73.48,2022-03-29,WLEMUINDXD
2022-02-24,85.22,2022-03-29,WLEMUINDXD
2022-02-25,168.78,2022-03-29,WLEMUINDXD
2022-02-26,216.87,2022-03-29,WLEMUINDXD
2022-02-27,136.23,2022-03-29,WLEMUINDXD
2022-02-28,73.73,2022-03-29,WLEMUINDXD
2022-03-01,85.11,2022-03-29,WLEMUINDXD
2022-03-02,121.75,2022-03-29,WLEMUINDXD
2022-03-03,165.06,2022-03-29,WLEMUINDXD
2022-03-04,58.78,2022-03-29,WLEMUINDXD
2022-03-05,108.34,2022-03-29,WLEMUINDXD
2022-03-06,104.07,2022-03-29,WLEMUINDXD
2022-03-07,57.05,2022-03-29,WLEMUINDXD
2022-03-08,143.5,2022-03-29,WLEMUINDXD
2022-03-09,107.79,2022-03-29,WLEMUINDXD
2022-03-10,143.07,2022-03-29,WLEMUINDXD
2022-03-11,187.59,2022-03-29,WLEMUINDXD
2022-03-12,112.84,2022-03-29,WLEMUINDXD
2022-03-13,228.04,2022-03-29,WLEMUINDXD
2022-03-14,247.35,2022-03-29,WLEMUINDXD
2022-03-15,92.01,2022-03-29,WLEMUINDXD
2022-03-16,94.17,2022-03-29,WLEMUINDXD
2022-03-17,112.52,2022-03-29,WLEMUINDXD
2022-03-18,122.81,2022-03-29,WLEMUINDXD
2022-03-19,85.03,2022-03-29,WLEMUINDXD
2022-03-20,172.81,2022-03-29,WLEMUINDXD
2022-03-21,153.96,2022-03-29,WLEMUINDXD
2022-03-22,69.79,2022-03-29,WLEMUINDXD
2022-03-23,119.35,2022-03-29,WLEMUINDXD
2022-03-24,73.79,2022-03-29,WLEMUINDXD
2022-03-25,106.58,2022-03-29,WLEMUINDXD
2022-03-26,147.81,2022-03-29,WLEMUINDXD
2022-03-27,324.08,2022-03-29,WLEMUINDXD
2022-03-28,85.98,2022-03-29,WLEMUINDXD
2022-03-29,267.29,2022-03-30,WLEMUINDXD
2022-03-30,96.22,2022-03-31,WLEMUINDXD
2022-03-31,35.12,2022-04-01,WLEMUINDXD
2022-04-01,74.03,2022-04-04,WLEMUINDXD
2022-04-02,39.16,2022-04-04,WLEMUINDXD
2022-04-03,83.25,2022-04-04,WLEMUINDXD
2022-04-04,127.93,2022-04-05,WLEMUINDXD
2022-04-05,110.9,2022-04-06,WLEMUINDXD
2022-04-06,35.98,2022-04-07,WLEMUINDXD
2022-04-07,71.41,2022-04-08,WLEMUINDXD
2022-04-08,22.04,2022-04-11,WLEMUINDXD
2022-04-09,56.22,2022-04-11,WLEMUINDXD
2022-04-10,407.81,2022-04-11,WLEMUINDXD
2022-04-11,125.87,2022-04-12,WLEMUINDXD
2022-04-12,29.08,2022-04-13,WLEMUINDXD
2022-04-13,57.32,2022-04-14,WLEMUINDXD
2022-04-14,36.09,2022-04-15,WLEMUINDXD
2022-04-15,44.52,2022-04-18,WLEMUINDXD
2022-04-16,39.92,2022-04-18,WLEMUINDXD
2022-04-17,28.38,2022-04-18,WLEMUINDXD
2022-04-18,89.89,2022-04-19,WLEMUINDXD
2022-04-19,58.15,2022-04-20,WLEMUINDXD
2022-04-20,56.23,2022-04-21,WLEMUINDXD
2022-04-21,36.46,2022-04-22,WLEMUINDXD
2022-04-22,86.08,2022-04-25,WLEMUINDXD
2022-04-23,75.99,2022-04-25,WLEMUINDXD
2022-04-24,52.93,2022-04-25,WLEMUINDXD
2022-04-25,128.25,2022-04-26,WLEMUINDXD
2022-04-26,28.94,2022-04-27,WLEMUINDXD
2022-04-27,37.99,2022-04-28,WLEMUINDXD
2022-04-28,34.9,2022-04-29,WLEMUINDXD
2022-04-29,153.7,2022-05-02,WLEMUINDXD
2022-04-30,324.73,2022-05-02,WLEMUINDXD
2022-05-01,51.15,2022-05-02,WLEMUINDXD
2022-05-02,81.52,2022-05-03,WLEMUINDXD
2022-05-03,110.85,2022-05-04,WLEMUINDXD
2022-05-04,203.68,2022-05-05,WLEMUINDXD
2022-05-05,173.66,2022-05-06,WLEMUINDXD
2022-05-06,262.87,2022-05-09,WLEMUINDXD
2022-05-07,57.95,2022-05-09,WLEMUINDXD
2022-05-08,359.51,2022-05-09,WLEMUINDXD
2022-05-09,122.02,2022-05-10,WLEMUINDXD
2022-05-10,110.09,2022-05-11,WLEMUINDXD
2022-05-11,56.96,2022-05-12,WLEMUINDXD
2022-05-12,17.79,2022-05-13,WLEMUINDXD
2022-05-13,127.25,2022-05-16,WLEMUINDXD
2022-05-14,37.54,2022-05-16,WLEMUINDXD
2022-05-15,133.55,2022-05-16,WLEMUINDXD
2022-05-16,44.28,2022-05-17,WLEMUINDXD
2022-05-17,30.34,2022-05-18,WLEMUINDXD
2022-05-18,55.7,2022-05-19,WLEMUINDXD
2022-05-19,93.13,2022-05-20,WLEMUINDXD
2022-05-20,149.29,2022-05-23,WLEMUINDXD
2022-05-21,155.06,2022-05-23,WLEMUINDXD
2022-05-22,245.21,2022-05-23,WLEMUINDXD
2022-05-23,274.53,2022-05-24,WLEMUINDXD
2022-05-24,93.56,2022-05-25,WLEMUINDXD
2022-05-25,115.04,2022-05-26,WLEMUINDXD
2022-05-26,39.63,2022-05-27,WLEMUINDXD
2022-05-27,253.63,2022-05-30,WLEMUINDXD
2022-05-28,38.29,2022-05-30,WLEMUINDXD
2022-05-29,239.73,2022-05-30,WLEMUINDXD
2022-05-30,63.63,2022-05-31,WLEMUINDXD
2022-05-31,36.57,2022-06-01,WLEMUINDXD
2022-06-01,64.58,2022-06-02,WLEMUINDXD
2022-06-02,78.74,2022-06-03,WLEMUINDXD
2022-06-03,76.53,2022-06-06,WLEMUINDXD
2022-06-04,19.63,2022-06-06,WLEMUINDXD
2022-06-05,82.33,2022-06-06,WLEMUINDXD
2022-06-06,47.56,2022-06-07,WLEMUINDXD
2022-06-07,31.79,2022-06-08,WLEMUINDXD
2022-06-08,61.89,2022-06-09,WLEMUINDXD
2022-06-09,93.81,2022-06-10,WLEMUINDXD
2022-06-10,89.53,2022-06-13,WLEMUINDXD
2022-06-11,40.53,2022-06-13,WLEMUINDXD
2022-06-12,113.6,2022-06-13,WLEMUINDXD
2022-06-13,49.59,2022-06-14,WLEMUINDXD
2022-06-14,31.31,2022-06-15,WLEMUINDXD
2022-06-15,41.53,2022-06-16,WLEMUINDXD
2022-06-16,78.49,2022-06-17,WLEMUINDXD
2022-06-17,67.16,2022-06-20,WLEMUINDXD
2022-06-18,102.75,2022-06-20,WLEMUINDXD
2022-06-19,106.47,2022-06-20,WLEMUINDXD
2022-06-20,50.08,2022-06-21,WLEMUINDXD
2022-06-21,35.63,2022-06-22,WLEMUINDXD
2022-06-22,21.92,2022-06-23,WLEMUINDXD
2022-06-23,39.12,2022-06-24,WLEMUINDXD
2022-06-24,89.94,2022-06-27,WLEMUINDXD
2022-06-25,81.55,2022-06-27,WLEMUINDXD
2022-06-26,400.93,2022-06-27,WLEMUINDXD
2022-06-27,49.13,2022-06-28,WLEMUINDXD
2022-06-28,102.21,2022-06-29,WLEMUINDXD
2022-06-29,20.57,2022-06-30,WLEMUINDXD
2022-06-30,62.53,2022-07-01,WLEMUINDXD
2022-07-01,201.68,2022-07-04,WLEMUINDXD
2022-07-02,40.3,2022-07-04,WLEMUINDXD
2022-07-03,58.18,2022-07-04,WLEMUINDXD
2022-07-04,280.24,2022-07-05,WLEMUINDXD
2022-07-05,40.48,2022-07-06,WLEMUINDXD
2022-07-06,70.1,2022-07-07,WLEMUINDXD
2022-07-07,84.8,2022-07-08,WLEMUINDXD
2022-07-08,81.33,2022-07-11,WLEMUINDXD
2022-07-09,64.8,2022-07-11,WLEMUINDXD
2022-07-10,146.92,2022-07-11,WLEMUINDXD
2022-07-11,48.8,2022-07-12,WLEMUINDXD
2022-07-12,133.67,2022-07-13,WLEMUINDXD
2022-07-13,22.75,2022-07-14,WLEMUINDXD
2022-07-14,145.12,2022-07-15,WLEMUINDXD
2022-07-15,115.91,2022-07-18,WLEMUINDXD
2022-07-16,42.65,2022-07-18,WLEMUINDXD
2022-07-17,62.04,2022-07-18,WLEMUINDXD
2022-07-18,51.54,2022-07-19,WLEMUINDXD
2022-07-19,169.85,2022-07-20,WLEMUINDXD
2022-07-20,41.87,2022-07-21,WLEMUINDXD
2022-07-21,20.16,2022-07-22,WLEMUINDXD
2022-07-22,126.56,2022-07-25,WLEMUINDXD
2022-07-23,127.09,2022-07-25,WLEMUINDXD
2022-07-24,172.75,2022-07-25,WLEMUINDXD
2022-07-25,58.36,2022-07-26,WLEMUINDXD
2022-07-26,40.37,2022-07-27,WLEMUINDXD
2022-07-27,85.93,2022-07-28,WLEMUINDXD
2022-07-28,165.64,2022-07-29,WLEMUINDXD
2022-07-29,94.92,2022-08-01,WLEMUINDXD
2022-07-30,84.3,2022-08-01,WLEMUINDXD
2022-07-31,89.71,2022-08-01,WLEMUINDXD
2022-08-01,246.93,2022-08-02,WLEMUINDXD
2022-08-02,34.88,2022-08-03,WLEMUINDXD
2022-08-03,136.53,2022-08-04,WLEMUINDXD
2022-08-04,48.73,2022-08-05,WLEMUINDXD
2022-08-05,151.61,2022-08-08,WLEMUINDXD
2022-08-06,84.37,2022-08-08,WLEMUINDXD
2022-08-07,154.31,2022-08-08,WLEMUINDXD
2022-08-08,50.98,2022-08-09,WLEMUINDXD
2022-08-09,34.22,2022-08-10,WLEMUINDXD
2022-08-10,22.5,2022-08-11,WLEMUINDXD
2022-08-11,44.47,2022-08-12,WLEMUINDXD
2022-08-12,119.77,2022-08-15,WLEMUINDXD
2022-08-13,71.05,2022-08-15,WLEMUINDXD
2022-08-14,31.85,2022-08-15,WLEMUINDXD
2022-08-15,51.36,2022-08-16,WLEMUINDXD
2022-08-16,67.05,2022-08-17,WLEMUINDXD
2022-08-17,44.91,2022-08-18,WLEMUINDXD
2022-08-18,22.77,2022-08-19,WLEMUINDXD
2022-08-19,117.05,2022-08-22,WLEMUINDXD
2022-08-20,122.58,2022-08-22,WLEMUINDXD
2022-08-21,182.23,2022-08-22,WLEMUINDXD
2022-08-22,153.94,2022-08-23,WLEMUINDXD
2022-08-23,68.98,2022-08-24,WLEMUINDXD
2022-08-24,22.64,2022-08-25,WLEMUINDXD
2022-08-25,135.42,2022-08-26,WLEMUINDXD
2022-08-26,55.77,2022-08-29,WLEMUINDXD
2022-08-27,57.16,2022-08-29,WLEMUINDXD
2022-08-28,93.02,2022-08-29,WLEMUINDXD
2022-08-29,199.97,2022-08-30,WLEMUINDXD
2022-08-30,34.05,2022-08-31,WLEMUINDXD
2022-08-31,54.34,2022-09-01,WLEMUINDXD
2022-09-01,25.22,2022-09-02,WLEMUINDXD
2022-09-02,30.89,2022-09-05,WLEMUINDXD
2022-09-03,17.46,2022-09-05,WLEMUINDXD
2022-09-04,239.09,2022-09-05,WLEMUINDXD
2022-09-05,65.02,2022-09-06,WLEMUINDXD
2022-09-06,119.12,2022-09-07,WLEMUINDXD
2022-09-07,205.78,2022-09-08,WLEMUINDXD
2022-09-08,23.21,2022-09-09,WLEMUINDXD
2022-09-09,61.24,2022-09-12,WLEMUINDXD
2022-09-10,15.01,2022-09-12,WLEMUINDXD
2022-09-11,30.08,2022-09-12,WLEMUINDXD
2022-09-12,201.47,2022-09-21,WLEMUINDXD
2022-09-13,22.27,2022-09-21,WLEMUINDXD
2022-09-14,59.67,2022-09-21,WLEMUINDXD
2022-09-15,198.35,2022-09-21,WLEMUINDXD
2022-09-16,99.61,2022-09-21,WLEMUINDXD
2022-09-17,166.38,2022-09-21,WLEMUINDXD
2022-09-18,168.76,2022-09-21,WLEMUINDXD
2022-09-19,30.92,2022-09-21,WLEMUINDXD
2022-09-20,151.99,2022-09-21,WLEMUINDXD
2022-09-21,55.34,2022-09-22,WLEMUINDXD
2022-09-22,186.55,2022-09-23,WLEMUINDXD
2022-09-23,135.91,2022-09-26,WLEMUINDXD
2022-09-24,52.71,2022-09-26,WLEMUINDXD
2022-09-25,29.25,2022-09-26,WLEMUINDXD
2022-09-26,88.93,2022-09-27,WLEMUINDXD
2022-09-27,61.19,2022-09-28,WLEMUINDXD
2022-09-28,122.69,2022-09-29,WLEMUINDXD
2022-09-29,42.62,2022-09-30,WLEMUINDXD
2022-09-30,114.94,2022-10-03,WLEMUINDXD
2022-10-01,70.94,2022-10-03,WLEMUINDXD
2022-10-02,838.49,2022-10-03,WLEMUINDXD
2022-10-03,90.51,2022-10-04,WLEMUINDXD
2022-10-04,131.33,2022-10-05,WLEMUINDXD
2022-10-05,90.99,2022-10-06,WLEMUINDXD
2022-10-06,56.53,2022-10-07,WLEMUINDXD
2022-10-07,21.06,2022-10-10,WLEMUINDXD
2022-10-08,123.74,2022-10-10,WLEMUINDXD
2022-10-09,343.46,2022-10-10,WLEMUINDXD
2022-10-10,113.3,2022-10-11,WLEMUINDXD
2022-10-11,25.93,2022-10-12,WLEMUINDXD
2022-10-12,17.27,2022-10-13,WLEMUINDXD
2022-10-13,33.51,2022-10-14,WLEMUINDXD
2022-10-14,284.44,2022-10-17,WLEMUINDXD
2022-10-15,69.55,2022-10-17,WLEMUINDXD
2022-10-16,25.77,2022-10-17,WLEMUINDXD
2022-10-17,105.78,2022-10-18,WLEMUINDXD
2022-10-18,97.66,2022-10-19,WLEMUINDXD
2022-10-19,100.67,2022-10-20,WLEMUINDXD
2022-10-20,163.15,2022-10-21,WLEMUINDXD
2022-10-21,10.6,2022-10-24,WLEMUINDXD
2022-10-22,17.69,2022-10-24,WLEMUINDXD
2022-10-23,128.72,2022-10-24,WLEMUINDXD
2022-10-24,252.06,2022-10-25,WLEMUINDXD
2022-10-25,100.25,2022-10-26,WLEMUINDXD
2022-10-26,174.55,2022-10-27,WLEMUINDXD
2022-10-27,70.48,2022-10-28,WLEMUINDXD
2022-10-28,152.9,2022-10-31,WLEMUINDXD
2022-10-29,17.27,2022-10-31,WLEMUINDXD
2022-10-30,130.18,2022-10-31,WLEMUINDXD
2022-10-31,105.9,2022-11-01,WLEMUINDXD
2022-11-01,325.07,2022-11-02,WLEMUINDXD
2022-11-02,18.0,2022-11-03,WLEMUINDXD
2022-11-03,179.64,2022-11-04,WLEMUINDXD
2022-11-04,64.89,2022-11-07,WLEMUINDXD
2022-11-05,34.75,2022-11-07,WLEMUINDXD
2022-11-06,227.71,2022-11-07,WLEMUINDXD
2022-11-07,339.53,2022-11-08,WLEMUINDXD
2022-11-08,74.97,2022-11-09,WLEMUINDXD
2022-11-09,50.07,2022-11-10,WLEMUINDXD
2022-11-10,88.75,2022-11-11,WLEMUINDXD
2022-11-11,45.65,2022-11-14,WLEMUINDXD
2022-11-12,76.59,2022-11-14,WLEMUINDXD
2022-11-13,428.6,2022-11-14,WLEMUINDXD
2022-11-14,218.15,2022-11-15,WLEMUINDXD
2022-11-15,159.41,2022-11-16,WLEMUINDXD
2022-11-16,444.85,2022-11-17,WLEMUINDXD
2022-11-17,229.52,2022-11-18,WLEMUINDXD
2022-11-18,141.91,2022-11-21,WLEMUINDXD
2022-11-19,203.06,2022-11-21,WLEMUINDXD
2022-11-20,292.86,2022-11-21,WLEMUINDXD
2022-11-21,257.46,2022-11-22,WLEMUINDXD
2022-11-22,691.83,2022-11-23,WLEMUINDXD
2022-11-23,88.45,2022-11-24,WLEMUINDXD
2022-11-24,255.41,2022-11-25,WLEMUINDXD
2022-11-25,59.54,2022-11-28,WLEMUINDXD
2022-11-26,90.88,2022-11-28,WLEMUINDXD
2022-11-27,239.38,2022-11-28,WLEMUINDXD
2022-11-28,119.19,2022-11-29,WLEMUINDXD
2022-11-29,23.21,2022-11-30,WLEMUINDXD
2022-11-30,68.8,2022-12-01,WLEMUINDXD
2022-12-01,136.73,2022-12-02,WLEMUINDXD
2022-12-02,11.49,2022-12-05,WLEMUINDXD
2022-12-03,37.59,2022-12-05,WLEMUINDXD
2022-12-04,80.93,2022-12-05,WLEMUINDXD
2022-12-05,390.31,2022-12-06,WLEMUINDXD
2022-12-06,73.11,2022-12-07,WLEMUINDXD
2022-12-07,17.67,2022-12-08,WLEMUINDXD
2022-12-08,91.66,2022-12-13,WLEMUINDXD
2022-12-09,130.94,2022-12-13,WLEMUINDXD
2022-12-10,177.96,2022-12-13,WLEMUINDXD
2022-12-11,105.63,2022-12-13,WLEMUINDXD
2022-12-12,107.8,2022-12-13,WLEMUINDXD
2022-12-13,102.0,2022-12-14,WLEMUINDXD
2022-12-14,177.93,2022-12-15,WLEMUINDXD
2022-12-15,70.89,2022-12-16,WLEMUINDXD
2022-12-16,101.65,2022-12-19,WLEMUINDXD
2022-12-17,59.51,2022-12-19,WLEMUINDXD
2022-12-18,235.9,2022-12-19,WLEMUINDXD
2022-12-19,71.63,2022-12-20,WLEMUINDXD
2022-12-20,177.27,2022-12-21,WLEMUINDXD
2022-12-21,17.65,2022-12-22,WLEMUINDXD
2022-12-22,156.66,2022-12-23,WLEMUINDXD
2022-12-23,27.9,2022-12-26,WLEMUINDXD
2022-12-24,69.88,2022-12-26,WLEMUINDXD
2022-12-25,199.84,2022-12-26,WLEMUINDXD
2022-12-26,56.22,2022-12-27,WLEMUINDXD
2022-12-27,31.65,2022-12-28,WLEMUINDXD
2022-12-28,82.17,2022-12-29,WLEMUINDXD
2022-12-29,42.26,2022-12-30,WLEMUINDXD
2022-12-30,92.8,2023-01-02,WLEMUINDXD
2022-12-31,178.02,2023-01-02,WLEMUINDXD
2023-01-01,178.64,2023-01-02,WLEMUINDXD
2023-01-02,165.17,2023-01-03,WLEMUINDXD
2023-01-03,92.01,2023-01-04,WLEMUINDXD
2023-01-04,76.33,2023-01-05,WLEMUINDXD
2023-01-05,450.5,2023-01-06,WLEMUINDXD
2023-01-06,100.77,2023-01-09,WLEMUINDXD
2023-01-07,178.32,2023-01-09,WLEMUINDXD
2023-01-08,390.97,2023-01-09,WLEMUINDXD
2023-01-09,69.23,2023-01-10,WLEMUINDXD
2023-01-10,453.39,2023-01-11,WLEMUINDXD
2023-01-11,253.64,2023-01-12,WLEMUINDXD
2023-01-12,257.9,2023-01-13,WLEMUINDXD
2023-01-13,113.3,2023-01-16,WLEMUINDXD
2023-01-14,19.25,2023-01-16,WLEMUINDXD
2023-01-15,435.89,2023-01-16,WLEMUINDXD
2023-01-16,35.57,2023-01-17,WLEMUINDXD
2023-01-17,181.99,2023-01-18,WLEMUINDXD
2023-01-18,194.35,2023-01-19,WLEMUINDXD
2023-01-19,17.9,2023-01-20,WLEMUINDXD
2023-01-20,235.28,2023-01-23,WLEMUINDXD
2023-01-21,158.7,2023-01-23,WLEMUINDXD
2023-01-22,81.64,2023-01-23,WLEMUINDXD
2023-01-23,195.26,2023-01-24,WLEMUINDXD
2023-01-24,295.23,2023-01-25,WLEMUINDXD
2023-01-25,462.16,2023-01-26,WLEMUINDXD
2023-01-26,16.83,2023-01-27,WLEMUINDXD
2023-01-27,97.26,2023-01-30,WLEMUINDXD
2023-01-28,55.47,2023-01-30,WLEMUINDXD
2023-01-29,242.29,2023-01-30,WLEMUINDXD
2023-01-30,319.03,2023-01-31,WLEMUINDXD
2023-01-31,291.54,2023-02-01,WLEMUINDXD
2023-02-01,180.82,2023-02-02,WLEMUINDXD
2023-02-02,337.48,2023-02-03,WLEMUINDXD
2023-02-03,33.11,2023-02-06,WLEMUINDXD
2023-02-04,76.29,2023-02-06,WLEMUINDXD
2023-02-05,78.89,2023-02-06,WLEMUINDXD
2023-02-06,783.08,2023-02-07,WLEMUINDXD
2023-02-07,74.15,2023-02-08,WLEMUINDXD
2023-02-08,81.03,2023-02-09,WLEMUINDXD
2023-02-09,203.16,2023-02-10,WLEMUINDXD
2023-02-10,32.4,2023-02-13,WLEMUINDXD
2023-02-11,195.03,2023-02-13,WLEMUINDXD
2023-02-12,27.05,2023-02-13,WLEMUINDXD
2023-02-13,32.75,2023-02-14,WLEMUINDXD
2023-02-14,23.09,2023-02-15,WLEMUINDXD
2023-02-15,215.75,2023-02-16,WLEMUINDXD
2023-02-16,52.06,2023-02-17,WLEMUINDXD
2023-02-17,54.01,2023-02-20,WLEMUINDXD
2023-02-18,213.04,2023-02-20,WLEMUINDXD
2023-02-19,74.28,2023-02-20,WLEMUINDXD
2023-02-20,68.23,2023-02-21,WLEMUINDXD
2023-02-21,23.82,2023-02-22,WLEMUINDXD
2023-02-22,82.16,2023-02-23,WLEMUINDXD
2023-02-23,261.69,2023-02-24,WLEMUINDXD
2023-02-24,93.48,2023-02-27,WLEMUINDXD
2023-02-25,17.74,2023-02-27,WLEMUINDXD
2023-02-26,25.15,2023-02-27,WLEMUINDXD
2023-02-27,32.59,2023-02-28,WLEMUINDXD
2023-02-28,22.43,2023-03-01,WLEMUINDXD
2023-03-01,15.98,2023-03-02,WLEMUINDXD
2023-03-02,207.91,2023-03-03,WLEMUINDXD
2023-03-03,70.69,2023-03-06,WLEMUINDXD
2023-03-04,50.1,2023-03-06,WLEMUINDXD
2023-03-05,171.35,2023-03-06,WLEMUINDXD
2023-03-06,31.97,2023-03-07,WLEMUINDXD
2023-03-07,69.33,2023-03-08,WLEMUINDXD
2023-03-08,32.85,2023-03-09,WLEMUINDXD
2023-03-09,50.76,2023-03-10,WLEMUINDXD
2023-03-10,361.62,2023-03-13,WLEMUINDXD
2023-03-11,302.08,2023-03-13,WLEMUINDXD
2023-03-12,80.33,2023-03-13,WLEMUINDXD
2023-03-13,490.64,2023-03-14,WLEMUINDXD
2023-03-14,88.05,2023-03-15,WLEMUINDXD
2023-03-15,63.05,2023-03-16,WLEMUINDXD
2023-03-16,456.2,2023-03-17,WLEMUINDXD
2023-03-17,83.87,2023-03-20,WLEMUINDXD
2023-03-18,37.51,2023-03-20,WLEMUINDXD
2023-03-19,105.07,2023-03-20,WLEMUINDXD
2023-03-20,247.09,2023-03-21,WLEMUINDXD
2023-03-21,111.26,2023-03-22,WLEMUINDXD
2023-03-22,59.73,2023-03-23,WLEMUINDXD
2023-03-23,537.3,2023-03-24,WLEMUINDXD
2023-03-24,236.79,2023-03-27,WLEMUINDXD
2023-03-25,136.26,2023-03-27,WLEMUINDXD
2023-03-26,220.76,2023-03-27,WLEMUINDXD
2023-03-27,211.46,2023-03-28,WLEMUINDXD
2023-03-28,377.92,2023-03-29,WLEMUINDXD
2023-03-29,261.8,2023-03-30,WLEMUINDXD
2023-03-30,281.82,2023-03-31,WLEMUINDXD
2023-03-31,84.58,2023-04-03,WLEMUINDXD
2023-04-01,148.23,2023-04-03,WLEMUINDXD
2023-04-02,184.23,2023-04-03,WLEMUINDXD
2023-04-03,115.3,2023-04-04,WLEMUINDXD
2023-04-04,241.13,2023-04-05,WLEMUINDXD
2023-04-05,272.6,2023-04-06,WLEMUINDXD
2023-04-06,32.27,2023-04-07,WLEMUINDXD
2023-04-07,57.5,2023-04-10,WLEMUINDXD
2023-04-08,112.43,2023-04-10,WLEMUINDXD
2023-04-09,129.1,2023-04-10,WLEMUINDXD
2023-04-10,132.1,2023-04-11,WLEMUINDXD
2023-04-11,362.78,2023-04-12,WLEMUINDXD
2023-04-12,60.5,2023-04-13,WLEMUINDXD
2023-04-13,279.89,2023-04-14,WLEMUINDXD
2023-04-14,21.54,2023-04-17,WLEMUINDXD
2023-04-15,18.98,2023-04-17,WLEMUINDXD
2023-04-16,132.5,2023-04-17,WLEMUINDXD
2023-04-17,94.13,2023-04-18,WLEMUINDXD
2023-04-18,107.53,2023-04-19,WLEMUINDXD
2023-04-19,301.94,2023-04-20,WLEMUINDXD
2023-04-20,15.74,2023-04-21,WLEMUINDXD
2023-04-21,204.96,2023-04-24,WLEMUINDXD
2023-04-22,89.72,2023-04-24,WLEMUINDXD
2023-04-23,51.55,2023-04-24,WLEMUINDXD
2023-04-24,585.24,2023-04-25,WLEMUINDXD
2023-04-25,87.16,2023-04-26,WLEMUINDXD
2023-04-26,146.83,2023-04-27,WLEMUINDXD
2023-04-27,272.62,2023-04-28,WLEMUINDXD
2023-04-28,19.5,2023-05-01,WLEMUINDXD
2023-04-29,16.26,2023-05-01,WLEMUINDXD
2023-04-30,282.0,2023-05-01,WLEMUINDXD
2023-05-01,29.25,2023-05-02,WLEMUINDXD
2023-05-02,21.12,2023-05-03,WLEMUINDXD
2023-05-03,147.02,2023-05-29,WLEMUINDXD
2023-05-04,146.0,2023-05-29,WLEMUINDXD
2023-05-05,19.64,2023-05-29,WLEMUINDXD
2023-05-06,45.77,2023-05-29,WLEMUINDXD
2023-05-07,112.0,2023-05-29,WLEMUINDXD
2023-05-08,540.39,2023-05-29,WLEMUINDXD
2023-05-09,71.45,2023-05-29,WLEMUINDXD
2023-05-10,7.62,2023-05-29,WLEMUINDXD
2023-05-11,173.05,2023-05-29,WLEMUINDXD
2023-05-12,67.36,2023-05-29,WLEMUINDXD
2023-05-13,62.85,2023-05-29,WLEMUINDXD
