date,put_volume,call_volume,pc_volume_ratio,put_oi,call_oi,pc_oi_ratio
2020-02-18,524546,506021,103.66,509146,408308,124.7
2020-02-19,736411,709911,103.73,255122,138577,184.1
2020-02-20,327977,319024,102.81,332944,204119,163.11
2020-02-21,399906,360692,110.87,384755,240611,159.91
2020-02-24,480336,426986,112.49,413261,299703,137.89
2020-02-25,748678,611861,122.36,459130,327185,140.33
2020-02-26,957387,804123,119.06,333288,193558,172.19
2020-02-27,502340,453435,110.79,407701,284916,143.1
2020-03-02,617210,584567,105.58,454378,353424,128.56
2020-03-03,626842,639462,98.03,506292,373077,135.71
2020-03-04,755226,721664,104.65,405620,233793,173.5
2020-03-05,319367,285088,112.02,485570,277404,175.04
2020-03-06,426069,402544,105.84,524435,351809,149.07
2020-03-09,657375,632264,103.97,525276,431872,121.63
2020-03-10,840932,802124,104.84,573677,461414,124.33
2020-03-11,869115,873068,99.55,443992,297680,149.15
2020-03-12,590228,617151,95.64,466255,387252,120.4
2020-03-13,780049,747912,104.3,485582,441737,109.93
2020-03-16,537485,682482,78.75,512715,489926,104.65
2020-03-17,802966,674037,119.13,552684,514884,107.34
2020-03-18,1003636,950060,105.64,251085,121463,206.72
2020-03-19,162327,304439,53.32,269549,195200,138.09
2020-03-20,281377,352876,79.74,337104,220224,153.07
2020-03-23,345284,366241,94.28,362327,259010,139.89
2020-03-24,532004,457803,116.21,435672,264235,164.88
2020-03-25,816728,691995,118.03,331078,167155,198.07
2020-03-26,288923,295923,97.63,385734,210798,182.99
2020-03-27,308735,281973,109.49,412580,237347,173.83
2020-03-30,406146,320922,126.56,450099,271306,165.9
2020-03-31,405816,362460,111.96,476939,289041,165.01
2020-04-01,495910,430542,115.18,376398,208497,180.53
2020-04-06,382392,312512,122.36,439277,256029,171.57
2020-04-07,437830,346389,126.4,485157,280107,173.2
2020-04-08,702604,680084,103.31,400367,216520,184.91
2020-04-09,284154,257290,110.44,434077,245082,177.12
2020-04-10,216989,180812,120.01,457455,263461,173.63
2020-04-13,223910,207353,107.98,471971,282674,166.97
2020-04-14,493414,391711,125.96,531040,277680,191.24
2020-04-15,560902,576079,97.37,256418,123474,207.67
2020-04-16,223655,206317,108.4,308057,168670,182.64
2020-04-17,397789,401785,99.01,352410,195723,180.06
2020-04-20,229022,248730,92.08,369257,230417,160.26
2020-04-21,520759,519629,100.22,378952,277298,136.66
2020-04-22,644770,602264,107.06,297000,164914,180.09
2020-04-23,261342,271249,96.35,340746,202625,168.17
2020-04-24,208463,185817,112.19,365516,219507,166.52
2020-04-27,407523,265383,153.56,423059,225117,187.93
2020-04-28,336685,280336,120.1,439072,245518,178.83
2020-04-29,566902,491526,115.34,337143,180904,186.37
2020-04-30,283787,265025,107.08,392502,211115,185.92
2020-05-04,383031,361164,106.05,414492,269540,153.78
2020-05-05,386776,342395,112.96,448108,284546,157.48
2020-05-06,562116,499774,112.47,359071,210886,170.27
2020-05-07,232072,214020,108.43,397618,244738,162.47
2020-05-08,223211,209125,106.74,423096,261463,161.82
2020-05-11,302051,246949,122.31,455745,286788,158.91
2020-05-12,400859,401151,99.93,464832,316938,146.66
2020-05-13,524955,438971,119.59,386511,232169,166.48
2020-05-14,293168,284660,102.99,414416,281990,146.96
2020-05-15,351565,365988,96.06,440267,306455,143.66
2020-05-18,349777,329458,106.17,459906,334346,137.55
2020-05-19,452572,489132,92.53,485910,329696,147.38
2020-05-20,488115,524102,93.13,266679,123206,216.45
2020-05-21,244307,238671,102.36,325521,172751,188.43
2020-05-22,311301,333536,93.33,347194,225400,154.03
2020-05-25,393144,356598,110.25,388124,250072,155.2
2020-05-26,393976,385004,102.33,430250,242266,177.59
2020-05-27,473214,442943,106.83,322419,168733,191.08
2020-05-28,299001,297750,100.42,366123,219757,166.6
2020-05-29,270930,258370,104.86,391756,243740,160.73
2020-06-01,329732,287768,114.58,439673,250730,175.36
2020-06-02,338023,287506,117.57,465118,272311,170.8
2020-06-03,557518,545225,102.25,359978,186838,192.67
2020-06-04,275679,289248,95.31,405718,231758,175.06
2020-06-05,264350,224659,117.67,434480,250658,173.34
2020-06-08,435104,430604,101.05,486523,279715,173.94
2020-06-09,346782,318808,108.77,504573,297264,169.74
2020-06-10,519966,497802,104.45,403023,210046,191.87
2020-06-11,344805,341373,101.01,434781,264812,164.18
2020-06-12,422273,364062,115.99,467813,300715,155.57
2020-06-15,431557,444317,97.13,484505,329765,146.92
2020-06-16,538546,469816,114.63,537314,322477,166.62
2020-06-17,617781,630704,97.95,111768,106249,105.19
2020-06-18,244369,225432,108.4,168134,149831,112.22
2020-06-19,205075,208134,98.53,195086,167684,116.34
2020-06-22,331768,276733,119.89,242282,195230,124.1
2020-06-23,422256,362646,116.44,262502,220497,119.05
2020-06-24,470925,421711,111.67,163447,134588,121.44
2020-06-29,341353,331145,103.08,223324,213236,104.73
2020-06-30,342560,289225,118.44,262541,217621,120.64
2020-07-01,512748,452593,113.29,182966,150841,121.3
2020-07-02,266829,249194,107.08,245622,194791,126.1
2020-07-03,323409,324498,99.66,288347,217507,132.57
2020-07-06,425312,390729,108.85,340996,242584,140.57
2020-07-07,498983,508997,98.03,370122,264473,139.95
2020-07-08,565496,512856,110.26,228969,165081,138.7
2020-07-09,228122,242281,94.16,273637,201317,135.92
2020-07-10,327980,336679,97.42,299149,232800,128.5
2020-07-13,353697,293348,120.57,350000,239687,146.02
2020-07-14,468665,431541,108.6,386423,268797,143.76
2020-07-15,671717,678408,99.01,119900,94618,126.72
2020-07-16,244460,270253,90.46,168624,155244,108.62
2020-07-17,285334,261091,109.29,197010,177658,110.89
2020-07-20,315793,293656,107.54,232617,205111,113.41
2020-07-21,564798,482236,117.12,302777,204450,148.09
2020-07-22,579165,598690,96.74,153648,130019,118.17
2020-07-23,247969,247605,100.15,205884,187805,109.63
2020-07-24,391475,409702,95.55,235235,221269,106.31
2020-07-27,492923,462299,106.62,309595,213243,145.18
2020-07-28,854770,881062,97.02,325544,253631,128.35
2020-07-29,768314,720190,106.68,192105,150132,127.96
2020-07-30,263661,292897,90.02,250418,194653,128.65
2020-07-31,309666,273972,113.03,274036,217781,125.83
2020-08-03,333973,367143,90.97,305871,269236,113.61
2020-08-04,450126,388958,115.73,326030,257829,126.45
2020-08-05,525797,515502,102.0,215194,170109,126.5
2020-08-06,329438,324143,101.63,284516,218123,130.44
2020-08-07,262537,261740,100.3,310614,250594,123.95
2020-08-10,317554,281282,112.9,348627,266508,130.81
2020-08-11,368080,364984,100.85,360303,293041,122.95
2020-08-12,587052,620404,94.62,239106,197014,121.36
2020-08-13,237604,252796,93.99,274436,234233,117.16
2020-08-14,256828,252733,101.62,309134,252920,122.23
2020-08-17,341114,280526,121.6,342858,244710,140.11
2020-08-18,394644,416247,94.81,365563,271756,134.52
2020-08-19,539459,578589,93.24,134869,107245,125.76
2020-08-20,407851,444664,91.72,188636,209410,90.08
2020-08-21,328783,336705,97.65,239966,221316,108.43
2020-08-24,309570,270736,114.34,270205,233770,115.59
2020-08-25,415394,376074,110.46,318583,245899,129.56
2020-08-26,424532,400757,105.93,181515,130119,139.5
2020-08-27,272945,281090,97.1,233440,176729,132.09
2020-08-28,287417,294349,97.64,246502,207688,118.69
2020-08-31,400247,397318,100.74,282803,245863,115.02
2020-09-01,447315,406507,110.04,326716,262614,124.41
2020-09-02,518045,519852,99.65,209435,162533,128.86
2020-09-03,291444,306820,94.99,257889,210381,122.58
2020-09-04,364555,328638,110.93,295578,249576,118.43
2020-09-07,403250,402924,100.08,325535,269002,121.02
2020-09-08,327305,271635,120.49,356506,276773,128.81
2020-09-09,690358,675234,102.24,229458,191582,119.77
2020-09-10,230873,220889,104.52,269587,224461,120.1
2020-09-11,263562,280128,94.09,301882,260135,116.05
2020-09-14,319938,270645,118.21,328228,265898,123.44
2020-09-15,317757,280543,113.26,355587,267214,133.07
2020-09-16,538733,608181,88.58,106094,88728,119.57
2020-09-17,245697,234967,104.57,168651,155987,108.12
2020-09-18,216231,204299,105.84,198869,178888,111.17
2020-09-21,324931,338178,96.08,227101,222826,101.92
2020-09-22,541359,515442,105.03,251037,276838,90.68
2020-09-23,563429,564917,99.74,131583,134305,97.97
2020-09-24,338895,379260,89.36,182429,207727,87.82
2020-09-25,361035,367869,98.14,221575,231771,95.6
2020-09-28,334912,283663,118.07,264566,234465,112.84
2020-09-29,370004,386201,95.81,298173,257953,115.59
2020-09-30,538959,448877,120.07,165967,140892,117.8
2020-10-05,284679,263419,108.07,232918,202554,114.99
2020-10-06,376126,327173,114.96,279943,217744,128.57
2020-10-07,506323,470372,107.64,179564,145786,123.17
2020-10-08,252585,277253,91.1,234623,192088,122.14
2020-10-12,387454,353403,109.64,280254,230308,121.69
2020-10-13,374270,349151,107.19,316016,258109,122.44
2020-10-14,426668,434517,98.19,198436,164414,120.69
2020-10-15,266762,293068,91.02,239257,223863,106.88
2020-10-16,278948,294672,94.66,264205,248903,106.15
2020-10-19,306056,267196,114.54,300565,257249,116.84
2020-10-20,298531,272358,109.61,330940,284797,116.2
2020-10-21,440925,420683,104.81,100526,100156,100.37
2020-10-22,216446,220767,98.04,160851,164957,97.51
2020-10-23,235199,214800,109.5,209643,192951,108.65
2020-10-26,248975,214894,115.86,242718,212241,114.36
2020-10-27,287320,280773,102.33,270215,232790,116.08
2020-10-28,378707,355161,106.63,132405,129066,102.59
2020-10-29,296857,260430,113.99,213492,199344,107.1
2020-10-30,236967,268436,88.28,230952,237267,97.34
2020-11-02,251501,248652,101.15,251266,255514,98.34
2020-11-03,290476,259963,111.74,283003,252901,111.9
2020-11-04,623536,623909,99.94,161181,145674,110.65
2020-11-05,263846,244831,107.77,210288,186643,112.67
2020-11-06,271704,241136,112.68,251492,215827,116.52
2020-11-09,418162,366077,114.23,312906,248147,126.1
2020-11-10,543926,578267,94.06,342169,279239,122.54
2020-11-11,673594,614380,109.64,223350,172186,129.71
2020-11-12,243640,240712,101.22,263945,209863,125.77
2020-11-13,275090,223478,123.09,290210,233534,124.27
2020-11-16,481506,413252,116.52,360965,249142,144.88
2020-11-17,513172,552075,92.95,405015,283760,142.73
2020-11-18,702852,655237,107.27,129641,101520,127.7
2020-11-19,268827,279571,96.16,190728,159735,119.4
2020-11-20,254357,264111,96.31,237994,198267,120.04
2020-11-23,439750,375961,116.97,300144,217067,138.27
2020-11-24,350088,403117,86.85,315108,256773,122.72
2020-11-25,627849,696910,90.09,155564,145917,106.61
2020-11-26,317851,280074,113.49,230058,199707,115.2
2020-11-27,287371,238946,120.27,277174,227388,121.89
2020-11-30,469973,481158,97.68,305690,277347,110.22
2020-12-01,440812,418222,105.4,340264,287717,118.26
2020-12-02,652236,672703,96.96,205214,178868,114.73
2020-12-03,284296,274490,103.57,260353,229222,113.58
2020-12-04,350222,311670,112.37,309760,249431,124.19
2020-12-07,465657,414440,112.36,348226,280826,124.0
2020-12-08,494272,428490,115.35,395304,279687,141.34
2020-12-09,598437,573751,104.3,245987,197074,124.82
2020-12-10,370603,354367,104.58,312794,275461,113.55
2020-12-11,480533,505417,95.08,338880,302838,111.9
2020-12-14,361768,369136,98.0,365981,328917,111.27
2020-12-15,480681,561681,85.58,356536,359020,99.31
2020-12-16,667292,630482,105.84,107230,91627,117.03
2020-12-17,243732,274311,88.85,162342,158096,102.69
2020-12-18,194132,195430,99.34,196614,190897,102.99
2020-12-21,440051,367806,119.64,245872,198834,123.66
2020-12-22,656460,539576,121.66,257392,237438,108.4
2020-12-23,644798,598015,107.82,137507,133743,102.81
2020-12-24,240739,221205,108.83,194216,173900,111.68
2020-12-25,274035,246907,110.99,230343,199618,115.39
2020-12-28,301034,208117,144.65,264959,213465,124.12
2020-12-29,342669,328561,104.29,313380,240876,130.1
2020-12-30,522682,495652,105.45,170473,135652,125.67
2020-12-31,252992,242069,104.51,224824,179477,125.27
2021-01-04,409683,362995,112.86,291020,209950,138.61
2021-01-05,521319,434658,119.94,340035,231535,146.86
2021-01-06,1150550,943431,121.95,215027,168662,127.49
2021-01-07,433433,379735,114.14,317416,206419,153.77
2021-01-08,433851,467386,92.82,350448,236988,147.88
2021-01-11,414587,398297,104.09,383837,265502,144.57
2021-01-12,522605,487200,107.27,402205,296298,135.74
2021-01-13,793967,679732,116.81,256637,177664,144.45
2021-01-14,283951,252432,112.49,319138,234448,136.12
2021-01-15,617126,616305,100.13,385256,283160,136.06
2021-01-18,553805,562515,98.45,407732,305657,133.4
2021-01-19,560395,515819,108.64,444489,294527,150.92
2021-01-20,860030,834177,103.1,128261,93177,137.65
2021-01-21,494863,454141,108.97,246034,161893,151.97
2021-01-22,301032,307720,97.83,281333,212212,132.57
2021-01-25,472911,476655,99.21,309024,253842,121.74
2021-01-26,647840,688223,94.13,328158,305439,107.44
2021-01-27,860451,779037,110.45,201712,150560,133.97
2021-01-28,393291,401653,97.92,270372,238170,113.52
2021-01-29,516424,588018,87.82,297698,277392,107.32
2021-02-01,566623,488366,116.02,356384,293264,121.52
2021-02-02,652658,567952,114.91,414301,266005,155.75
2021-02-03,688831,730135,94.34,217424,153493,141.65
2021-02-04,256883,245288,104.73,250485,184353,135.87
2021-02-05,304360,296813,102.54,289803,199044,145.6
2021-02-17,583449,517751,112.69,121320,76249,159.11
2021-02-18,323889,275626,117.51,181074,135380,133.75
2021-02-19,313731,313992,99.92,217481,176557,123.18
2021-02-22,440692,392588,112.25,277179,199576,138.88
2021-02-23,498553,420883,118.45,310441,221148,140.38
2021-02-24,795069,804298,98.85,176362,134606,131.02
2021-02-25,316618,324550,97.56,239761,177368,135.18
2021-02-26,421570,458830,91.88,265144,240473,110.26
2021-03-02,537507,619839,86.72,290812,271561,107.09
2021-03-03,777310,701802,110.76,199865,148560,134.53
2021-03-04,416714,434897,95.82,274281,221488,123.84
2021-03-05,453716,447765,101.33,314330,252434,124.52
2021-03-08,560989,537009,104.47,341855,291385,117.32
2021-03-09,571628,563675,101.41,371244,318167,116.68
2021-03-10,643243,693545,92.75,216534,184970,117.06
2021-03-11,356305,305007,116.82,272208,215665,126.22
2021-03-12,271907,267708,101.57,297644,251097,118.54
2021-03-15,334905,308926,108.41,326384,277300,117.7
2021-03-16,410092,397092,103.27,348940,280911,124.22
2021-03-17,643634,584907,110.04,105918,89180,118.77
2021-03-18,318678,328274,97.08,174029,146853,118.51
2021-03-19,369551,399828,92.43,204342,201660,101.33
2021-03-22,378409,352204,107.44,246796,218669,112.86
2021-03-23,384437,397338,96.75,271371,249400,108.81
2021-03-24,572422,538172,106.36,149872,125593,119.33
2021-03-25,297353,295719,100.55,210868,179805,117.28
2021-03-26,383597,344962,111.2,263742,205837,128.13
2021-03-29,389760,396654,98.26,318945,225292,141.57
2021-03-30,422515,352273,119.94,341427,239788,142.39
2021-03-31,495630,533282,92.94,168107,139503,120.5
2021-04-01,260931,243273,107.26,233998,184188,127.04
2021-04-06,413187,374567,110.31,300087,224473,133.69
2021-04-07,422868,439153,96.29,196528,151059,130.1
2021-04-08,316653,283902,111.54,263495,194892,135.2
2021-04-09,296121,293863,100.77,293517,228535,128.43
2021-04-12,352493,330036,106.8,334263,251427,132.95
2021-04-13,576146,532583,108.18,356300,259904,137.09
2021-04-14,907420,911296,99.57,243117,166907,145.66
2021-04-15,350937,339821,103.27,309323,202957,152.41
2021-04-16,390312,385524,101.24,341705,225880,151.28
2021-04-19,395577,329766,119.96,385613,232253,166.03
2021-04-20,432955,343694,125.97,417672,249950,167.1
2021-04-21,668509,622814,107.34,139160,88744,156.81
2021-04-22,458846,398154,115.24,236649,162262,145.84
2021-04-23,356959,290521,122.87,279371,181951,153.54
2021-04-26,463130,376498,123.01,345139,191065,180.64
2021-04-27,444760,382578,116.25,377659,223585,168.91
2021-04-28,507558,474452,106.98,204178,115344,177.02
2021-04-29,336811,282523,119.22,272291,167358,162.7
2021-05-03,485455,551594,88.01,309358,261190,118.44
2021-05-04,753490,816186,92.32,320618,316102,101.43
2021-05-05,803179,719797,111.58,214497,172543,124.32
2021-05-06,446853,407404,109.68,276731,227149,121.83
2021-05-07,425783,382105,111.43,324352,228155,142.16
2021-05-10,375023,376958,99.49,362278,270978,133.69
2021-05-11,866603,833645,103.95,334903,343857,97.4
2021-05-12,1235797,1139686,108.43,213892,197712,108.18
2021-05-13,372877,388240,96.04,261839,233589,112.09
2021-05-14,408774,397097,102.94,295126,257300,114.7
2021-05-17,517777,450367,114.97,303193,295535,102.59
2021-05-18,626265,529043,118.38,373404,290288,128.63
2021-05-19,695533,716752,97.04,113007,85444,132.26
2021-05-20,211948,236911,89.46,153838,135492,113.54
2021-05-21,290279,305961,94.87,185595,147190,126.09
2021-05-24,316411,254318,124.42,226437,171323,132.17
2021-05-25,452015,363903,124.21,276307,186537,148.12
2021-05-26,520395,524695,99.18,178303,111676,159.66
2021-05-27,249377,212490,117.36,218832,149951,145.94
2021-05-28,285019,255428,111.58,262277,158796,165.17
2021-05-31,411396,355301,115.79,299852,176945,169.46
2021-06-01,366934,307741,119.23,330347,200347,164.89
2021-06-02,578828,584074,99.1,223300,125709,177.63
2021-06-03,232093,216222,107.34,261639,156401,167.29
2021-06-04,230574,211067,109.24,277536,184493,150.43
2021-06-07,481738,477539,100.88,305964,215737,141.82
2021-06-08,331178,353204,93.76,334207,228981,145.95
2021-06-09,558398,584125,95.6,235980,153885,153.35
2021-06-10,281903,267121,105.53,287690,183216,157.02
2021-06-11,256741,250276,102.58,316616,192611,164.38
2021-06-15,329547,273097,120.67,349744,204003,171.44
2021-06-16,494608,424993,116.38,81063,65723,123.34
2021-06-17,246762,214855,114.85,145026,117416,123.51
2021-06-18,192428,203901,94.37,169057,141750,119.26
2021-06-21,456355,404968,112.69,204598,199117,102.75
2021-06-22,384920,340967,112.89,231457,218478,105.94
2021-06-23,640547,589264,108.7,125996,105699,119.2
2021-06-24,216255,175142,123.47,186104,132959,139.97
2021-06-25,264180,235039,112.4,221836,153005,144.99
2021-06-28,247328,206219,119.93,239074,166918,143.23
2021-06-29,346698,335629,103.3,264318,197579,133.78
2021-06-30,516108,434709,118.72,145335,119500,121.62
2021-07-01,290118,246645,117.63,220504,160989,136.97
2021-07-02,201941,205882,98.09,237943,172809,137.69
2021-07-05,352052,275867,127.62,282357,189499,149.0
2021-07-06,271086,278278,97.42,293707,224278,130.96
2021-07-07,581252,568923,102.17,167225,145454,114.97
2021-07-08,258936,250739,103.27,226427,198079,114.31
2021-07-09,350941,392833,89.34,254110,245237,103.62
2021-07-12,375336,373294,100.55,291815,260798,111.89
2021-07-13,473525,412375,114.83,311750,289555,107.67
2021-07-14,618929,593396,104.3,181969,154702,117.63
2021-07-15,290336,281480,103.15,244161,216101,112.98
2021-07-16,320738,372576,86.09,262011,288629,90.78
2021-07-19,355920,411757,86.44,279324,333350,83.79
2021-07-20,612159,660947,92.62,299706,363188,82.52
2021-07-21,887232,800227,110.87,96146,93674,102.64
2021-07-22,365926,262169,139.58,219164,146966,149.13
2021-07-23,254618,224459,113.44,253120,167552,151.07
2021-07-26,317740,330214,96.22,279588,202835,137.84
2021-07-27,465191,386628,120.32,309052,222903,138.65
2021-07-28,891800,759129,117.48,118633,133633,88.78
2021-07-29,270840,240904,112.43,184674,165835,111.36
2021-07-30,263345,243244,108.26,204352,195229,104.67
2021-08-02,338059,305124,110.79,237570,201188,118.08
2021-08-03,320081,272288,117.55,262276,218840,119.85
2021-08-04,490053,398553,122.96,160675,141543,113.52
2021-08-05,158396,113045,140.12,210999,168245,125.41
2021-08-06,243829,228018,106.93,243176,195317,124.5
2021-08-09,271666,298988,90.86,266233,221434,120.23
2021-08-10,318535,373471,85.29,274400,258451,106.17
2021-08-11,671355,607894,110.44,175921,169982,103.49
2021-08-12,193014,206145,93.63,207351,205649,100.83
2021-08-13,283083,340522,83.13,222768,242353,91.92
2021-08-16,415320,418357,99.27,239784,282814,84.79
2021-08-17,407888,462242,88.24,244643,309037,79.16
2021-08-18,917697,839110,109.37,104401,92275,113.14
2021-08-19,379910,426670,89.04,158776,196889,80.64
2021-08-20,452472,439797,102.88,187974,225697,83.29
2021-08-23,468398,390501,119.95,244039,209865,116.28
2021-08-24,374358,346433,108.06,266889,226608,117.78
2021-08-25,573756,526340,109.01,154185,133497,115.5
2021-08-26,276896,324132,85.43,202415,186577,108.49
2021-08-27,296912,282756,105.01,233760,189848,123.13
2021-08-30,352230,303672,115.99,276241,206211,133.96
2021-08-31,437773,470053,93.13,299533,215778,138.82
2021-09-01,512311,522933,97.97,182946,150484,121.57
2021-09-02,290264,285135,101.8,233776,207158,112.85
2021-09-03,287571,276349,104.06,273554,212741,128.59
2021-09-06,356407,344565,103.44,299154,232007,128.94
2021-09-07,375727,398162,94.37,318731,253279,125.84
2021-09-08,672625,701492,95.88,215750,183224,117.75
2021-09-09,322761,292585,110.31,261144,216671,120.53
2021-09-10,321912,266189,120.93,294188,213482,137.8
2021-09-13,286364,239503,119.57,326113,230267,141.62
2021-09-14,353299,294284,120.05,342375,249609,137.16
2021-09-15,568878,586676,96.97,93336,80856,115.43
2021-09-16,194346,211453,91.91,144226,139071,103.71
2021-09-17,279216,261868,106.62,177380,158485,111.92
2021-09-22,491303,565870,86.82,121732,114407,106.4
2021-09-23,209553,197438,106.14,168356,150273,112.03
2021-09-24,239690,223569,107.21,198411,178111,111.4
2021-09-27,254729,219703,115.94,226918,198344,114.41
2021-09-28,272077,353504,76.97,245524,237119,103.54
2021-09-29,652563,661074,98.71,150231,166101,90.45
2021-09-30,260642,288941,90.21,202773,201182,100.79
2021-10-01,350290,433084,80.88,221725,263824,84.04
2021-10-04,406226,471195,86.21,248386,292273,84.98
2021-10-05,493665,536844,91.96,283115,312507,90.59
2021-10-06,585911,603786,97.04,196263,199981,98.14
2021-10-07,325332,309813,105.01,246109,227176,108.33
2021-10-08,261713,259890,100.7,281246,256845,109.5
2021-10-12,354442,425279,83.34,308295,298523,103.27
2021-10-13,590088,652816,90.39,217181,214205,101.39
2021-10-14,232298,234210,99.18,246935,247736,99.68
2021-10-15,363822,328892,110.62,291276,257158,113.27
2021-10-18,275567,292641,94.17,298319,294248,101.38
2021-10-19,342105,334505,102.27,331820,303442,109.35
2021-10-20,491721,451426,108.93,100969,82963,121.7
2021-10-21,268848,244391,110.01,149920,137769,108.82
2021-10-22,185819,219185,84.78,172224,163301,105.46
2021-10-25,261228,272234,95.96,200798,188449,106.55
2021-10-26,329606,307158,107.31,234714,196544,119.42
2021-10-27,403093,468497,86.04,135474,125095,108.3
2021-10-28,173373,172719,100.38,175239,159786,109.67
2021-10-29,226198,255806,88.43,199549,188147,106.06
2021-11-01,267164,262510,101.77,235144,207983,113.06
2021-11-02,397957,397615,100.09,254095,230829,110.08
2021-11-03,399082,375609,106.25,165608,148074,111.84
2021-11-04,224993,249452,90.19,206669,199345,103.67
2021-11-05,264381,283624,93.22,245091,213410,114.85
2021-11-08,337650,293294,115.12,281759,223251,126.21
2021-11-09,378296,395804,95.58,318457,245038,129.96
2021-11-10,462507,497123,93.04,209798,165497,126.77
2021-11-11,240037,252790,94.96,245813,206721,118.91
2021-11-12,275203,267119,103.03,270769,223902,120.93
2021-11-15,300523,308472,97.42,307719,234746,131.09
2021-11-16,295100,247460,119.25,338575,244723,138.35
2021-11-17,393017,387072,101.54,118911,88969,133.65
2021-11-18,198148,173921,113.93,181573,130361,139.28
2021-11-19,210100,251605,83.5,213934,174773,122.41
2021-11-22,236585,245017,96.56,240855,200206,120.3
2021-11-23,339028,454599,74.58,246061,236964,103.84
2021-11-24,500059,482148,103.71,159722,129125,123.7
2021-11-25,161468,159064,101.51,202893,164967,122.99
2021-11-26,319108,369461,86.37,213797,214222,99.8
2021-11-29,476983,424445,112.38,251389,246017,102.18
2021-11-30,448805,410899,109.23,283862,267272,106.21
2021-12-01,797697,687608,116.01,188283,156939,119.97
2021-12-02,277566,277500,100.02,241672,189384,127.61
2021-12-03,255637,237531,107.62,267031,205194,130.14
2021-12-06,307471,281448,109.25,296311,241176,122.86
2021-12-07,397151,377967,105.08,311789,264458,117.9
2021-12-08,536346,580139,92.45,211782,167213,126.65
2021-12-09,236729,221846,106.71,250090,199819,125.16
2021-12-10,200565,237446,84.47,265349,220906,120.12
2021-12-13,281508,316457,88.96,288181,238940,120.61
2021-12-14,406406,442878,91.76,302628,280538,107.87
2021-12-15,561429,526588,106.62,94734,81599,116.1
2021-12-16,227352,230249,98.74,154122,133475,115.47
2021-12-17,250647,249326,100.53,183465,165813,110.65
2021-12-20,317699,352719,90.07,201620,215016,93.77
2021-12-21,459082,403161,113.87,241467,209577,115.22
2021-12-22,363459,350357,103.74,132746,118488,112.03
2021-12-23,198055,200684,98.69,183062,159281,114.93
2021-12-24,155470,165541,93.92,207207,173600,119.36
2021-12-27,214833,172550,124.5,233309,184876,126.2
2021-12-28,298181,239427,124.54,260716,192375,135.52
2021-12-29,403570,409417,98.57,159739,131242,121.71
2021-12-30,144981,155304,93.35,197075,167832,117.42
2022-01-03,285928,295004,96.92,234198,198746,117.84
2022-01-04,457033,460301,99.29,288606,215826,133.72
2022-01-05,521903,518936,100.57,182805,164391,111.2
2022-01-06,347912,369266,94.22,228446,220338,103.68
2022-01-07,420973,454868,92.55,246134,261731,94.04
2022-01-10,403541,388678,103.82,276154,276231,99.97
2022-01-11,530879,535900,99.06,300491,299510,100.33
2022-01-12,579033,572570,101.13,195939,182374,107.44
2022-01-13,238457,247561,96.32,236899,213376,111.02
2022-01-14,531152,592450,89.65,265314,270280,98.16
2022-01-17,465027,415137,112.02,304497,274207,111.05
2022-01-18,483146,445780,108.38,304807,283800,107.4
2022-01-19,720133,690688,104.26,99501,101156,98.36
2022-01-20,304928,273860,111.34,167496,152968,109.5
2022-01-21,391499,459143,85.27,180847,210610,85.87
2022-01-24,456678,444702,102.69,225110,242548,92.81
2022-01-25,628867,695521,90.42,223690,283703,78.85
2022-01-26,698663,627720,111.3,138180,130782,105.66
2022-02-07,539247,524580,102.8,144903,144211,100.48
2022-02-08,371046,286045,129.72,205141,184693,111.07
2022-02-09,512928,425099,120.66,167250,147138,113.67
2022-02-10,312659,262458,119.13,231134,178608,129.41
2022-02-11,383120,322348,118.85,265860,210165,126.5
2022-02-14,484554,450185,107.63,259555,254824,101.86
2022-02-15,505555,465694,108.56,285438,269294,105.99
2022-02-16,685026,642974,106.54,119398,95054,125.61
2022-02-17,331436,276317,119.95,182102,148232,122.85
2022-02-18,310995,250747,124.03,217894,169993,128.18
2022-02-21,356449,299740,118.92,241845,194096,124.6
2022-02-22,552331,545563,101.24,249943,233526,107.03
2022-02-23,587917,531532,110.61,155395,125199,124.12
2022-02-24,455128,416388,109.3,209412,202751,103.29
2022-02-25,447177,426781,104.78,245286,228479,107.36
2022-03-01,471378,401319,117.46,294714,236317,124.71
2022-03-02,614607,588843,104.38,177606,153799,115.48
2022-03-03,273702,230871,118.55,234741,186644,125.77
2022-03-04,310186,309826,100.12,254512,220356,115.5
2022-03-07,465729,528957,88.05,252194,282810,89.17
2022-03-08,606159,620392,97.71,280671,330126,85.02
2022-03-09,738197,714059,103.38,192558,189460,101.64
2022-03-10,315827,291993,108.16,251637,216792,116.07
2022-03-11,334542,340348,98.29,263577,257057,102.54
2022-03-14,366693,357448,102.59,287903,280897,102.49
2022-03-15,532678,553456,96.25,299940,320280,93.65
2022-03-16,937521,891799,105.13,92435,97411,94.89
2022-03-17,349664,307613,113.67,170119,143382,118.65
2022-03-18,255873,259888,98.46,193932,178240,108.8
2022-03-21,319031,269398,118.42,222152,195009,113.92
2022-03-22,294469,246468,119.48,239063,207567,115.17
2022-03-23,558999,518357,107.84,138617,130467,106.25
2022-03-24,206149,208022,99.1,181521,173111,104.86
2022-03-25,213411,216782,98.44,200386,197550,101.44
2022-03-28,386725,393018,98.4,222203,227344,97.74
