auctionDate,term,bidToCoverRatio,z,category,pre_cum_vol,post_cum_vol,vix_at_T
2025-10-08,10-Year,2.48,-0.8551183534610104,other,0.07118387760154185,0.14459091835307442,16.299999237060547
2025-10-09,30-Year,2.38,-0.3197737098677023,benign,0.06454957184435388,0.1089383733374571,16.43000030517578
2025-11-12,10-Year,2.43,-1.2915679236830149,other,0.09392010013165303,0.08946460782853156,17.510000228881836
2025-11-13,30-Year,2.29,-1.3659978557128873,other,0.07435046612457685,0.09004427458260615,20.0
2025-12-09,10-Year,2.55,-0.00797551360970734,benign,0.10093461113550964,0.1251022555371586,16.93000030517578
2025-12-11,30-Year,2.36,-0.19417392533993508,benign,0.12806153284013122,0.13285259156042936,14.850000381469727
2026-01-12,10-Year,2.55,0.11140375843629433,benign,0.08929185970514712,0.19033513425664064,15.119999885559082
2026-01-13,30-Year,2.42,1.1979455526619323,other,0.09406379674779633,0.19229265098157367,15.979999542236328
2026-02-11,10-Year,2.39,-1.6056540723331414,weak,0.10085936491544298,0.11097548530675126,17.649999618530273
2026-02-12,30-Year,2.66,5.601797656672485,other,0.12847521587209834,0.12272394084042737,20.81999969482422
2026-03-11,10-Year,2.45,-0.8095985240787036,other,0.12029385307704692,0.11990653896288003,24.229999542236328
2026-03-12,30-Year,2.45,0.6016430884254317,other,0.2185366802963937,0.2724642989492492,27.290000915527344
2026-04-08,10-Year,2.43,-0.884180782538487,other,0.1127752291153864,0.10332292241828464,21.040000915527344
2026-04-09,30-Year,2.39,-0.06604909272061465,benign,0.11222047477677913,0.10018040439603228,19.489999771118164
2026-05-12,10-Year,2.4,-0.9868722624461959,other,0.12383749379471559,0.16319190747176604,17.989999771118164
2026-05-13,30-Year,2.3,-0.9928856723520619,other,0.093686252980711,0.16449785292055902,17.8700008392334
