"總體統計資料庫XML檔連結清單"
"領域別","資料項目","連結網址","來源機關"
"07交通統計","各國際商港貨櫃裝卸量-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0104A3M.xml","交通部統計處"
"07交通統計","民航機場進出旅客人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0103A2A.xml","交通部統計處"
"07交通統計","民航機場進出旅客人數-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0103A2M.xml","交通部統計處"
"07交通統計","自由貿易港區貿易值-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0103A3A.xml","交通部統計處"
"07交通統計","自由貿易港區貿易值-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0103A3M.xml","交通部統計處"
"07交通統計","機動車輛登記數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0105A1A.xml","交通部統計處"
"07交通統計","機動車輛登記數-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0105A1M.xml","交通部統計處"
"07交通統計","高速公路通行輛次-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0106A1A.xml","交通部統計處"
"07交通統計","高速公路通行輛次-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0106A1M.xml","交通部統計處"
"07交通統計","中華郵政公司營運統計-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0201A1A.xml","交通部統計處"
"07交通統計","中華郵政公司營運統計-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0201A1M.xml","交通部統計處"
"07交通統計","電信業者營運實績-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK1101A1A.xml","國家通訊傳播委員會"
"07交通統計","電信業者營運實績-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK1101A1M.xml","國家通訊傳播委員會"
"07交通統計","觀光旅館概況-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0301A1A.xml","交通部統計處"
"07交通統計","觀光旅館概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0301A1M.xml","交通部統計處"
"07交通統計","來臺旅客人數按居住地分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0302A1A.xml","交通部統計處"
"07交通統計","來臺旅客人數按居住地分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0302A1M.xml","交通部統計處"
"07交通統計","來臺旅客人數按目的分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0302A2A.xml","交通部統計處"
"07交通統計","來臺旅客人數按目的分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0302A2M.xml","交通部統計處"
"07交通統計","國人出國人數按目的地分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0302A3A.xml","交通部統計處"
"07交通統計","國人出國人數按目的地分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Transportation/TK0302A3M.xml","交通部統計處"
"08進出口統計","進出口貿易總值(一般貿易制度)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT1200A1A.xml","財政部統計處"
"08進出口統計","進出口貿易總值(一般貿易制度)-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT1200A1M.xml","財政部統計處"
"08進出口統計","進出口貿易值-主要國家地區別(一般貿易制度)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT1209A1A.xml","財政部統計處"
"08進出口統計","進出口貿易值-主要國家地區別(一般貿易制度)-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT1209A1M.xml","財政部統計處"
"08進出口統計","進出口貿易總值(特殊貿易制度)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT0200A1A.xml","財政部統計處"
"08進出口統計","進出口貿易總值(特殊貿易制度)-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT0200A1M.xml","財政部統計處"
"08進出口統計","進出口貿易值-主要國家地區別(特殊貿易制度)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT0209A1A.xml","財政部統計處"
"08進出口統計","進出口貿易值-主要國家地區別(特殊貿易制度)-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/InternationalTrade/CT0209A1M.xml","財政部統計處"
"09金融統計","各類金融機構家數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0201A1A.xml","中央銀行"
"09金融統計","各類金融機構家數-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0201A1M.xml","中央銀行"
"09金融統計","準備貨幣-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0301A1A.xml","中央銀行"
"09金融統計","準備貨幣-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0301A1M.xml","中央銀行"
"09金融統計","貨幣總計數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0501A1A.xml","中央銀行"
"09金融統計","貨幣總計數-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0501A1M.xml","中央銀行"
"09金融統計","貨幣總計數M1B變動因素-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0601A1A.xml","中央銀行"
"09金融統計","貨幣總計數M1B變動因素-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0601A1M.xml","中央銀行"
"09金融統計","廣義貨幣總計數M2變動因素-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0701A1A.xml","中央銀行"
"09金融統計","廣義貨幣總計數M2變動因素-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM0701A1M.xml","中央銀行"
"09金融統計","全體銀行存款餘額統計-科目別-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1701A1A.xml","中央銀行"
"09金融統計","全體銀行存款餘額統計-科目別-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1701A1M.xml","中央銀行"
"09金融統計","全體銀行存款餘額統計-附 定期存款及定期儲蓄存款-1.期限別-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1704A1M.xml","中央銀行"
"09金融統計","全體銀行存款餘額統計-附 定期存款及定期儲蓄存款-2.存戶別-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1705A1M.xml","中央銀行"
"09金融統計","全體銀行放款餘額統計-科目別-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1801A1A.xml","中央銀行"
"09金融統計","全體銀行放款餘額統計-科目別-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1801A1M.xml","中央銀行"
"09金融統計","消費者貸款及建築貸款餘額-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1901A1A.xml","中央銀行"
"09金融統計","消費者貸款及建築貸款餘額-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM1901A1M.xml","中央銀行"
"09金融統計","全體銀行外幣放款餘額-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2001A1A.xml","中央銀行"
"09金融統計","全體銀行外幣放款餘額-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2001A1M.xml","中央銀行"
"09金融統計","票券市場統計-交易金額工具別-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2701A1A.xml","中央銀行"
"09金融統計","票券市場統計-交易金額工具別-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2701A1M.xml","中央銀行"
"09金融統計","債券市場統計-政府公債之發行、償還及餘額-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2802A1A.xml","中央銀行"
"09金融統計","債券市場統計-政府公債之發行、償還及餘額-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2802A1M.xml","中央銀行"
"09金融統計","債券市場統計-國內公司債及金融債券之發行、償還及餘額-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2803A1A.xml","中央銀行"
"09金融統計","債券市場統計-國內公司債及金融債券之發行、償還及餘額-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM2803A1M.xml","中央銀行"
"09金融統計","利率統計-存放款加權平均利率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3003A1A.xml","中央銀行"
"09金融統計","利率統計-存放款加權平均利率-季","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3003A1Q.xml","中央銀行"
"09金融統計","利率統計-五大銀行新承做放款金額與利率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3004A1A.xml","中央銀行"
"09金融統計","利率統計-五大銀行新承做放款金額與利率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3004A1M.xml","中央銀行"
"09金融統計","利率統計-金融業拆款利率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3005A1A.xml","中央銀行"
"09金融統計","利率統計-金融業拆款利率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3005A1M.xml","中央銀行"
"09金融統計","利率統計-貨幣市場利率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3006A1A.xml","中央銀行"
"09金融統計","利率統計-貨幣市場利率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3006A1M.xml","中央銀行"
"09金融統計","利率統計-資本市場利率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3007A1A.xml","中央銀行"
"09金融統計","利率統計-資本市場利率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3007A1M.xml","中央銀行"
"09金融統計","外匯統計-出進口外匯收支-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3101A1A.xml","中央銀行"
"09金融統計","外匯統計-出進口外匯收支-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3101A1M.xml","中央銀行"
"09金融統計","外匯統計-外匯交易量、淨部位及外匯存底-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3102A1A.xml","中央銀行"
"09金融統計","外匯統計-外匯交易量、淨部位及外匯存底-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3102A1M.xml","中央銀行"
"09金融統計","外匯統計-台北外幣拆放市場交易-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3103A1A.xml","中央銀行"
"09金融統計","外匯統計-台北外幣拆放市場交易-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3103A1M.xml","中央銀行"
"09金融統計","外匯統計-美元即期匯率及遠期信用狀美金利率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3201A1M.xml","中央銀行"
"09金融統計","外匯統計-即期匯率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3202A1A.xml","中央銀行"
"09金融統計","外匯統計-即期匯率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3202A1M.xml","中央銀行"
"09金融統計","外匯統計-美元兌新台幣遠期匯率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3203A1A.xml","中央銀行"
"09金融統計","外匯統計-美元兌新台幣遠期匯率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3203A1M.xml","中央銀行"
"09金融統計","我國與主要貿易對手通貨對美元之匯率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3601A1A.xml","中央銀行"
"09金融統計","我國與主要貿易對手通貨對美元之匯率-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3601A1M.xml","中央銀行"
"09金融統計","國際收支簡表-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3501A1A.xml","中央銀行"
"09金融統計","國際收支簡表-季","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM3501A1Q.xml","中央銀行"
"09金融統計","資金流量表(90年以後)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM8102A1A.xml","中央銀行"
"09金融統計","信用卡流通統計-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM9601A1A.xml","金融監督管理委員會-銀行局統計室"
"09金融統計","信用卡流通統計-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/FinancialStatistics/FM9601A1M.xml","金融監督管理委員會-銀行局統計室"
"10財政統計","營利事業家數及銷售額－按稅務行業別分(第七次修訂102年-106年)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0102A3A.xml","財政部統計處"
"10財政統計","營利事業家數及銷售額－按稅務行業別分(第八次修訂107年-111年)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0102A4A.xml","財政部統計處"
"10財政統計","營利事業家數及銷售額－按稅務行業別分(第九次修訂112年以後)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0102A4A.xml","財政部統計處"
"10財政統計","全國賦稅實徵淨額－按稅目別分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0101A1A.xml","財政部統計處"
"10財政統計","全國賦稅實徵淨額－按稅目別分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0101A1M.xml","財政部統計處"
"10財政統計","各級政府歲入歲出淨額、餘絀及融資-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0201A1A.xml","財政部統計處"
"10財政統計","各級政府歲入淨額－按來源別分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0202A1A.xml","財政部統計處"
"10財政統計","各級政府歲出淨額－按政事別分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0203A1A.xml","財政部統計處"
"10財政統計","各級政府債務累積未償餘額-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicFinance/PF0210A1A.xml","財政部統計處"
"11證券統計","公開發行公司股票發行概況-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0101A1A.xml","金融監督管理委員會-證券期貨局"
"11證券統計","公開發行公司股票發行概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0101A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","集中市場證券總成交值概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0201A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","集中市場股票交易概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0203A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","店頭市場股票交易概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0204A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","集中交易市場成交金額投資人類別比例-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0208A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","集中交易市場投資法人交易概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0210A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","股票市場統計-股票信用交易-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF2901A1M.xml","台灣證券交易所及中華民國證券櫃檯買賣中心；中央銀行整理"
"11證券統計","上市股票平均每股市值及獲利概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0401A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","證券市場股價指數變動概況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0404A1M.xml","金融監督管理委員會-證券期貨局"
"11證券統計","各國證券市場股價指數比較-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Securities/SF0501A1M.xml","金融監督管理委員會-證券期貨局"
"12景氣指標統計","景氣指標統計-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/EconomicStatistics/ES0101A2M.xml","國家發展委員會"
"13人口統計","村里鄰戶數暨人口數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0201A1A.xml","內政部統計處"
"13人口統計","村里鄰戶數暨人口數-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0201A1M.xml","內政部統計處"
"13人口統計","現住原住民人口數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0202A1A.xml","內政部統計處"
"13人口統計","現住原住民人口數-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0202A1M.xml","內政部統計處"
"13人口統計","出生、死亡統計-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0203A1A.xml","內政部統計處"
"13人口統計","出生、死亡統計-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0203A1M.xml","內政部統計處"
"13人口統計","戶籍登記現住人口數-按五歲年齡組分分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0204A1A.xml","內政部統計處"
"13人口統計","戶籍登記現住人口數-按五歲年齡組分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0204A1M.xml","內政部統計處"
"13人口統計","結婚、離婚統計-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0206A1A.xml","內政部統計處"
"13人口統計","結婚、離婚統計-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0206A1M.xml","內政部統計處"
"13人口統計","結婚人數-按雙方國籍分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0206A2A.xml","內政部統計處"
"13人口統計","結婚人數-按雙方國籍分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0206A2M.xml","內政部統計處"
"13人口統計","離婚人數-按雙方國籍分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0206A3A.xml","內政部統計處"
"13人口統計","離婚人數-按雙方國籍分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0206A3M.xml","內政部統計處"
"13人口統計","嬰兒出生數按生母國籍別分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0207A1A.xml","內政部統計處"
"13人口統計","嬰兒出生數按生母國籍別分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0207A1M.xml","內政部統計處"
"13人口統計","15歲以上人口教育程度-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0208A1A.xml","內政部統計處"
"13人口統計","婚姻狀況統計-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0209A1A.xml","內政部統計處"
"13人口統計","平均餘命-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0215A1A.xml","內政部統計處"
"13人口統計","國際、內戶籍遷入、遷出、淨遷入人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0210A1A.xml","內政部統計處"
"13人口統計","國際、內戶籍遷入、遷出、淨遷入人數-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0210A1M.xml","內政部統計處"
"13人口統計","入出境人數統計-按入境地點分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0210A2A.xml","內政部統計處"
"13人口統計","入出境人數統計-按入境地點分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0210A2M.xml","內政部統計處"
"13人口統計","入出境人數統計-按出境地點分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0210A3A.xml","內政部統計處"
"13人口統計","入出境人數統計-按出境地點分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Population/Po0210A3M.xml","內政部統計處"
"14警政與消防統計","警察機關受(處)理刑事案件-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0201A1A.xml","內政部統計處"
"14警政與消防統計","警察機關受(處)理刑事案件-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0201A1M.xml","內政部統計處"
"14警政與消防統計","警察機關處理違反社會秩序維護法案件-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0202A1A.xml","內政部統計處"
"14警政與消防統計","警察機關處理違反社會秩序維護法案件-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0202A1M.xml","內政部統計處"
"14警政與消防統計","機動車輛及道路交通事故-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0203A1A.xml","內政部統計處"
"14警政與消防統計","機動車輛及道路交通事故-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0203A1M.xml","內政部統計處"
"14警政與消防統計","火災次數按起火原因分-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0302A1A.xml","內政部統計處"
"14警政與消防統計","火災次數按起火原因分-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/PublicSafety/PS0302A1M.xml","內政部統計處"
"15社會保險及福利統計","社會保險-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0101A1A.xml","勞動部勞保局、農委會、考試院統計室"
"15社會保險及福利統計","社會保險-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0101A1M.xml","勞動部勞保局、農委會、考試院統計室"
"15社會保險及福利統計","低收入戶戶數及人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0103A1A.xml","衛生福利部統計處"
"15社會保險及福利統計","低收入戶生活扶助-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0104A1A.xml","衛生福利部統計處"
"15社會保險及福利統計","災害及急難救助-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0105A1A.xml","衛生福利部統計處"
"15社會保險及福利統計","醫療補助、看護補助-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0106A1A.xml","衛生福利部統計處"
"15社會保險及福利統計","身心障礙人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0109A1A.xml","衛生福利部統計處"
"15社會保險及福利統計","身心障礙人數(新制ICF八大分類)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0109A2A.xml","衛生福利部統計處"
"15社會保險及福利統計","身心障礙福利機構-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0110A1A.xml","內政部統計處"
"15社會保險及福利統計","中低收入老人生活津貼-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0107A1A.xml","衛生福利部統計處"
"15社會保險及福利統計","中低收入老人生活津貼-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0107A1M.xml","衛生福利部統計處"
"15社會保險及福利統計","老人長期照顧、安養機構概況-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0112A1A.xml","衛生福利部統計處"
"15社會保險及福利統計","托嬰中心所數及收托人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/SocialWelfare/SW0120A1A.xml","衛生福利部統計處"
"16教育統計","各級學校校數、班級數、學生、畢業生及教師人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0101A1A.xml","教育部統計處"
"16教育統計","中等以下教育學齡人口總淨在學率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0102A1A.xml","教育部統計處"
"16教育統計","高等教育淨在學率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0102A2A.xml","教育部統計處"
"16教育統計","各級教育學齡人口粗在學率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0102A3A.xml","教育部統計處"
"16教育統計","各級學校畢業生升學率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0103A1A.xml","教育部統計處"
"16教育統計","學生視力不良率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0109A1A.xml","教育部統計處"
"16教育統計","各級學校生師比-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0105A1A.xml","教育部統計處"
"16教育統計","教育經費統計-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0107A1A.xml","教育部統計處"
"16教育統計","大專校院境外學生在臺留學及研習人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Education/ER0110A1A.xml","教育部統計處"
"17衛生統計","主要死亡原因 (國際死因分類號碼ICD-10, 2008年以後)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0101A2A.xml","衛生福利部"
"17衛生統計","主要癌症死亡原因-男女合計 (國際死因分類號碼ICD-10, 2008年以後)-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0102A2A.xml","衛生福利部"
"17衛生統計","新生兒、嬰兒及孕產婦死亡率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0103A1A.xml","衛生福利部"
"17衛生統計","事故傷害死亡概況-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0104A1A.xml","衛生福利部"
"17衛生統計","蓄意自我傷害（自殺）年齡別死亡率-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0105A1A.xml","衛生福利部"
"17衛生統計","醫療院所病床數及每萬人口病床數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0201A1A.xml","衛生福利部"
"17衛生統計","醫療院所家數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0202A1A.xml","衛生福利部"
"17衛生統計","醫療與其他醫事機構執業醫事人員數及每萬人口執業醫事人員數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0203A1A.xml","衛生福利部"
"17衛生統計","食品中毒事件-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0302A1A.xml","衛生福利部"
"17衛生統計","國民醫療保健支出統計-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS0501A1A.xml","衛生福利部"
