Ticker_Symbol|Security_Name|Listing_Exchange|Effective_Date|Tick_Size_Pilot_Program_Group
CCXI|ChemoCentryx, Inc. Common Stock|Q|20160906|C
CDNA|CareDx, Inc. Common Stock|Q|20160906|G3
CDTX|Cidara Therapeutics, Inc. Common Stock|Q|20160906|G3
CDXS|Codexis, Inc. Common Stock|Q|20160906|G1
CDZI|CADIZ, Inc. Common Stock|Q|20160906|G1
CECE|CECO Environmental Corp. Common Stock|Q|20160906|C
CECO|Career Education Corporation Common Stock|Q|20160906|C
CEMI|Chembio Diagnostics, Inc. Common Stock|Q|20160906|G3
CEMP|Cempra, Inc. Common Stock|Q|20160906|G3
CENT|Central Garden & Pet Company Common Stock|Q|20160906|C
CERC|Cerecor Inc. Common Stock|Q|20160906|C
CETV|Central European Media Enterprises Ltd. Class A Common Stock|Q|20160906|G1
CETX|Cemtrex Inc. Common Stock|Q|20160906|C
CEVA|CEVA, Inc. Common Stock|Q|20160906|G2
CFCB|Centrue Financial Corporation Common Stock|Q|20160906|C
CFFI|C&F Financial Corporation Common Stock|Q|20160906|G3
CFFN|Capitol Federal Financial, Inc. Common Stock|Q|20160906|C
CFMS|ConforMIS, Inc. Common Stock|Q|20160906|C
CFNB|California First National Bancorp Common Stock|Q|20160906|G1
CFNL|Cardinal Financial Corporation Common Stock|Q|20160906|C
CFRX|ContraFect Corporation Common Stock|Q|20160906|G3
CG|The Carlyle Group L.P. Common Units|Q|20160906|G2
CGEN|Compugen Ltd. Ordinary Shares|Q|20160906|G2
CGIX|Cancer Genetics, Inc. Common Stock|Q|20160906|G3
CHCO|City Holding Company Common Stock|Q|20160906|C
CHDN|Churchill Downs, Incorporated Common Stock|Q|20160906|G3
CHEF|The Chefs' Warehouse, Inc. Common Stock|Q|20160906|G1
CHFC|Chemical Financial Corporation Common Stock|Q|20160906|C
CHFN|Charter Financial Corp. Common Stock|Q|20160906|C
CHKE|Cherokee Inc. Common Stock|Q|20160906|G3
CHMA|Chiasma, Inc. Common Stock|Q|20160906|G3
CHMG|Chemung Financial Corp Common Stock|Q|20160906|C
CHRS|Coherus BioSciences, Inc. Common Stock|Q|20160906|G3
CHUY|Chuy's Holdings, Inc. Common Stock|Q|20160906|G3
CIFC|CIFC LLC Common Shares|Q|20160906|G1
CIGI|Colliers International Group Inc. Subordinate Voting Shares|Q|20160906|G2
CIVB|Civista Bancshares, Inc. Common Stock|Q|20160906|C
CIZN|Citizens Holding Company Common Stock|Q|20160906|G2
CKEC|Carmike Cinemas, Inc. Common Stock|Q|20160906|G1
CLAC|Capitol Acquisition Corp. III Common Stock|Q|20160906|G3
CLBH|Carolina Bank Holdings Inc. Common Stock|Q|20160906|C
CLCD|CoLucid Pharmaceuticals, Inc. Common Stock|Q|20160906|G3
CLCT|Collectors Universe, Inc.|Q|20160906|C
CLFD|Clearfield, Inc. Common Stock|Q|20160906|G3
CLIR|ClearSign Combustion Corporation Common Stock|Q|20160906|G2
CLMS|Calamos Asset Management, Inc. Class A Common Stock|Q|20160906|C
CLMT|Calumet Specialty Products Partners, L.P. Common Units|Q|20160906|G2
CLRO|ClearOne, Inc. Common Stock|Q|20160906|G3
CLUB|Town Sports International Holdings, Inc. Common Stock|Q|20160906|G1
CLWT|Euro Tech Holdings Company Limited Common Stock|Q|20160906|G3
CMCO|Columbus McKinnon Corporation Common Stock|Q|20160906|C
CMCT|CIM Commercial Trust Corporation Common stock|Q|20160906|G2
CMFN|CM Finance Inc Common Stock|Q|20160906|G3
CMTL|Comtech Telecommunications Corp. Common Stock|Q|20160906|C
CNBKA|Century Bancorp, Inc. Class A Common Stock|Q|20160906|G2
CNCE|Concert Pharmaceuticals, Inc. Common Stock|Q|20160906|C
CNFR|Conifer Holdings, Inc. Common Stock|Q|20160906|G3
CNMD|CONMED Corporation Common Stock|Q|20160906|C
CNOB|ConnectOne Bancorp, Inc. Common Stock|Q|20160906|G2
CNSL|Consolidated Communications Holdings, Inc. Common Stock|Q|20160906|C
CNTY|Century Casinos, Inc. Common Stock|Q|20160906|C
CNV|Cnova N.V. Ordinary Shares|Q|20160906|C
CNXN|PC Connection, Inc. Common Stock|Q|20160909|C
COB|CommunityOne Bancorp Common Stock|Q|20160906|C
COBZ|CoBiz Financial Inc. Common Stock|Q|20160906|C
COGT|Cogint, Inc. Common Stock|Q|20160926|C
COHR|Coherent, Inc. Common Stock|Q|20160906|C
COHU|Cohu, Inc. Common Stock|Q|20160906|C
COKE|Coca-Cola Bottling Co. Consolidated Common Stock|Q|20160906|C
COLB|Columbia Banking System, Inc. Common Stock|Q|20160906|C
COLL|Collegium Pharmaceutical, Inc. Common Stock|Q|20160906|C
CONN|Conn's, Inc. Common Stock|Q|20160906|G3
CORE|Core Mark Holding Co Inc Common Stock|Q|20160906|C
CORI|Corium International, Inc. Common Stock|Q|20160906|C
CORT|Corcept Therapeutics Incorporated Common Stock|Q|20160906|C
COVS|Covisint Corporation Common Stock|Q|20160906|G3
COWN|Cowen Group, Inc. Class A Common Stock|Q|20160906|G1
CPAH|CounterPath Corporation Common Stock|Q|20160906|C
CPHC|Canterbury Park Holding Corporation 'New' Common Stock|Q|20160906|G2
CPHD|CEPHEID Common Stock|Q|20160906|G3
CPHR|Cipher Pharmaceuticals Inc Common Shares|Q|20160906|C
CPIX|Cumberland Pharmaceuticals Inc. Common Stock|Q|20160906|C
CPLA|Capella Education Company Common Stock|Q|20160906|G3
CPLP|Capital Product Partners L.P. Common Units|Q|20160906|C
CPSI|Computer Programs and Systems, Inc. Common Stock|Q|20160906|G3
CPSS|Consumer Portfolio Services, Inc. Common Stock|Q|20160906|C
CPTA|Capitala Finance Corp. Common Stock|Q|20160906|C
CRAI|CRA International, Inc. Common Stock|Q|20160906|C
CRAY|Cray Inc. Common Stock|Q|20160906|G3
CRBP|Corbus Pharmaceuticals Holdings, Inc. Common Stock|Q|20160906|G1
CRME|Cardiome Pharma Corporation Ordinary Shares (Canada)|Q|20160906|C
CRMT|America's Car-Mart Inc Common Stock|Q|20160906|G1
CROX|Crocs, Inc. Common Stock|Q|20160906|C
CRVL|CorVel Corp. Common Stock|Q|20160906|G3
CRWS|Crown Crafts Inc Common Stock|Q|20160906|G3
CSBK|Clifton Bancorp Inc. Common Stock|Q|20160906|C
CSFL|Centerstate Banks, Inc. Common Stock|Q|20160906|C
CSGS|CSG Systems International, Inc. Common Stock|Q|20160906|C
CSII|Cardiovascular Systems, Inc. Common Stock|Q|20160906|C
CSOD|Cornerstone OnDemand, Inc. Common Stock|Q|20160906|C
CSPI|CSP Inc. Common Stock|Q|20160906|C
CSTE|Caesarstone Ltd. Ordinary Shares|Q|20160906|G1
CSWC|Capital Southwest Corporation Common Stock|Q|20160906|C
CSWI|CSW Industrials, Inc. Common Stock|Q|20160906|G2
CTBI|Community Trust Bancorp, Inc. Common Stock|Q|20160906|G3
CTG|Computer Task Group, Inc. Common Stock|Q|20160906|C
CTIB|CTI Industries Corporation Common Stock|Q|20160906|C
CTMX|CytomX Therapeutics, Inc. Common Stock|Q|20160906|C
CTRE|CareTrust REIT, Inc. Common Stock|Q|20160906|C
CTRL|Control4 Corporation Common Stock|Q|20160906|C
CTRN|Citi Trends, Inc. Common Stock|Q|20160906|C
CTSO|Cytosorbents Corporation Common Stock|Q|20160906|G1
CTWS|Connecticut Water Service, Inc. Common Stock|Q|20160906|C
CUBN|Commerce Union Bancshares, Inc. Common Stock|Q|20160906|C
CUI|CUI Global, Inc. Common Stock|Q|20160906|C
CUNB|CU Bancorp Common Stock|Q|20160906|G3
CUTR|Cutera, Inc. Common Stock|Q|20160906|G2
CVBF|CVB Financial Corporation Common Stock|Q|20160906|C
CVCO|Cavco Industries, Inc. Common Stock When Issued|Q|20160906|G1
CVCY|Central Valley Community Bancorp Common Stock|Q|20160906|C
CVGI|Commercial Vehicle Group, Inc. Common Stock|Q|20160906|C
CVGW|Calavo Growers, Inc. Common Stock|Q|20160906|G2
CVLT|CommVault Systems, Inc. Common Stock|Q|20160906|G3
CVLY|Codorus Valley Bancorp, Inc Common Stock|Q|20160906|C
CVTI|Covenant Transportation Group, Inc. Class A Common Stock|Q|20160906|C
CVV|CVD Equipment Corporation Common Stock|Q|20160906|C
CWAY|Coastway Bancorp, Inc. Common Stock|Q|20160906|G3
CWBC|Community West Bancshares Common Stock|Q|20160906|G3
CWCO|Consolidated Water Co. Ltd. Ordinary Shares|Q|20160906|G3
CWST|Casella Waste Systems, Inc. Class A Common Stock|Q|20160906|C
CXDC|China XD Plastics Company Limited Common Stock|Q|20160906|G2
CXRX|Concordia International Corp. Common Stock|Q|20160906|C
CYAN|Cyanotech Corporation Common Stock|Q|20160906|G3
CYBE|CyberOptics Corporation Common Stock|Q|20160906|G1
CYBR|CyberArk Software Ltd. Ordinary Shares|Q|20160906|C
CYNO|Cynosure, Inc. Class A Common Stock|Q|20160906|G3
CYRN|CYREN Ltd. Ordinary Shares|Q|20160906|G3
CYTK|Cytokinetics, Incorporated Common Stock|Q|20160906|G3
CZFC|Citizens First Corp Common Stock|Q|20160906|C
CZNC|Citizens & Northern Corp Common Stock|Q|20160906|C
CZR|Caesars Entertainment Corporation Common Stock|Q|20160906|G1
CZWI|Citizens Community Bancorp, Inc. Common Stock|Q|20160906|C
DAIO|Data I/O Corporation Common Stock|Q|20160906|C
DAKT|Daktronics, Inc. Common Stock|Q|20160906|C
DAVE|Famous Dave's of America, Inc. Common Stock|Q|20160906|G1
DCOM|Dime Community Bancshares, Inc. Common Stock|Q|20160906|G1
DENN|Denny's Corporation Common Stock|Q|20160906|C
DERM|Dermira, Inc. Common Stock|Q|20160906|C
DEST|Destination Maternity Corporation Common Stock|Q|20160906|C
DFBG|Differential Brands Group Inc. Common Stock|Q|20160906|G2
DFRG|Del Frisco's Restaurant Group, Inc. Common Stock|Q|20160906|G1
DGAS|Delta Natural Gas Company, Inc. Common Stock|Q|20160906|C
DGICA|Donegal Group, Inc. Class A Common Stock|Q|20160906|C
DGICB|Donegal Group, Inc. Class B Common Stock|Q|20160906|G3
DGII|Digi International Inc. Common Stock|Q|20160906|G3
DGLY|Digital Ally, Inc. Common Stock|Q|20160906|G1
DHIL|Diamond Hill Investment Group, Inc. Class A Common Stock|Q|20160906|C
DHXM|DHX Media Ltd. Variable Voting Shares|Q|20160906|G1
DIOD|Diodes Incorporated Common Stock|Q|20160906|C
DISCB|Discovery Communications Inc Series B Common Stock|Q|20160906|G2
DJCO|Daily Journal Corp. (S.C.) Common Stock|Q|20160906|C
DLHC|DLH Holdings Corp.|Q|20160906|C
DLTH|Duluth Holdings Inc. Class B Common Stock|Q|20160906|C
DMLP|Dorchester Minerals, L.P. Common Units Representing Limited Partnership Interests|Q|20160906|G1
DMRC|Digimarc Corporation Common Stock|Q|20160906|G3
DMTX|Dimension Therapeutics, Inc. Common Stock|Q|20160906|G3
DNBF|DNB Financial Corp Common Stock|Q|20160906|G2
DORM|Dorman Products, Inc. Common Stock|Q|20160906|C
DPRX|Dipexium Pharmaceuticals, Inc. Common Stock|Q|20160906|G1
DRAD|Digirad Corporation Common Stock|Q|20160906|G2
DRNA|Dicerna Pharmaceuticals, Inc. Common Stock|Q|20160906|C
DRWI|DragonWave Inc|Q|20160906|G3
DSCI|Derma Sciences, Inc. Common Stock (DE)|Q|20160906|G1
DSGX|Descartes Systems Group Inc. (The) Common Stock|Q|20160906|G1
DSPG|DSP Group, Inc. Common Stock|Q|20160906|G2
DTEA|DAVIDsTEA Inc. Common Stock|Q|20160906|G1
DTLK|Datalink Corporation Common Stock|Q|20160906|C
DTSI|DTS, Inc. Common Stock|Q|20160906|C
DVAX|Dynavax Technologies Corporation Common Stock|Q|20160906|G2
DVCR|Diversicare Healthcare Services Inc.|Q|20160906|C
DWCH|Datawatch Corporation Common Stock|Q|20160906|G1
DWSN|Dawson Geophysical Company Common Stock|Q|20160906|C
DXLG|Destination XL Group, Inc. Common Stock|Q|20160906|G2
DXPE|DXP Enterprises, Inc. Common Stock|Q|20160906|C
DXYN|Dixie Group, Inc. (The) Common Stock|Q|20160906|G3
DYNT|Dynatronics Corporation Common Stock|Q|20160906|G1
EACQ|Easterly Acquisition Corp. Common Stock|Q|20160906|G3
EAGL|Double Eagle Acquisition Corp. Class A Ordinary Shares|Q|20160906|G3
EBIX|Ebix, Inc. Common Stock|Q|20160906|G1
EBMT|Eagle Bancorp Montana, Inc. Common Stock|Q|20160906|G2
EBSB|Meridian Bancorp, Inc. Common Stock|Q|20160906|G3
EBTC|Enterprise Bancorp Inc Common Stock|Q|20160906|C
ECAC|E-compass Acquisition Corp. Ordinary Shares|Q|20160906|C
ECHO|Echo Global Logistics, Inc. Common Stock|Q|20160906|G1
ECOL|US Ecology, Inc Common Stock|Q|20160906|G1
ECPG|Encore Capital Group Inc Common Stock|Q|20160906|G2
ECYT|Endocyte, Inc.|Q|20160906|C
EDGE|Edge Therapeutics, Inc. Common Stock|Q|20160906|C
EDGW|Edgewater Technology, Inc. Common Stock|Q|20160906|C
EDUC|Educational Development Corporation Common Stock|Q|20160906|G2
EEI|Ecology and Environment, Inc. Common Stock|Q|20160906|G1
EFII|Electronics for Imaging, Inc. Common Stock|Q|20160906|C
EFOI|Energy Focus, Inc. Common Stock|Q|20160906|C
EFSC|Enterprise Financial Services Corporation Common Stock|Q|20160906|G2
EFUT|eFuture Holding Inc. Ordinary Shares|Q|20160906|C
EGAN|eGain Corporation Common Stock|Q|20160906|G1
EGBN|Eagle Bancorp, Inc. Common Stock|Q|20160906|G3
EGHT|8x8 Inc Common Stock|Q|20160906|G3
EGOV|NIC Inc Common Stock|Q|20160906|G2
EGRX|Eagle Pharmaceuticals, Inc. Common Stock|Q|20160906|C
EHTH|eHealth, Inc. Common Stock|Q|20160906|C
EIGI|Endurance International Group Holdings, Inc. Common Stock|Q|20160906|G2
EIGR|Eiger BioPharmaceuticals, Inc. Common Stock|Q|20160906|G3
ELEC|Electrum Special Acquisition Corporation Ordinary Shares|Q|20160906|C
ELNK|EarthLink Holdings Corp. Common Stock|Q|20160906|C
ELON|Echelon Corporation Common Stock|Q|20160906|C
ELOS|Syneron Medical Ltd. Ordinary Shares|Q|20160906|G1
ELSE|Electro-Sensors, Inc. Common Stock|Q|20160906|C
EMCF|Emclaire Financial Corp Common Stock|Q|20160906|C
EMCI|EMC Insurance Group Inc. Common Stock|Q|20160906|C
EMKR|EMCORE Corporation Common Stock|Q|20160906|G2
EML|Eastern Company (The) Common Stock|Q|20160906|G1
ENFC|Entegra Financial Corp. Common Stock|Q|20160906|G3
ENOC|EnerNOC, Inc. Common Stock|Q|20160906|G3
ENSG|The Ensign Group, Inc. Common Stock|Q|20160906|C
ENT|Global Eagle Entertainment Inc.. Common Stock|Q|20160906|C
ENTA|Enanta Pharmaceuticals, Inc. Common Stock|Q|20160906|C
ENTG|Entegris, Inc. Common Stock|Q|20160906|G3
ENTL|Entellus Medical, Inc. Common Stock|Q|20160906|C
ENZY|Enzymotec Ltd. Ordinary Shares|Q|20160906|G3
EPAY|Bottomline Technologies, Inc. Common Stock|Q|20160906|C
EPZM|Epizyme, Inc. Common Stock|Q|20160906|G1
EQBK|Equity Bancshares, Inc. Class A Common Stock|Q|20160906|C
EQFN|Equitable Financial Corp. Common Stock|Q|20160906|G2
ERI|Eldorado Resorts, Inc. Common Stock|Q|20160906|G1
ERII|Energy Recovery, Inc. Common Stock|Q|20160906|C
ERS|Empire Resources, Inc. Common Stock|Q|20160906|C
ESBK|Elmira Savings Bank Elmira NY Common Stock|Q|20160906|G1
ESCA|Escalade, Incorporated Common Stock|Q|20160906|G2
ESES|Eco-Stim Energy Solutions Inc. Common Stock|Q|20160906|C
ESGR|Enstar Group Limited Ordinary Shares|Q|20160906|G2
ESIO|Electro Scientific Industries, Inc. Common Stock|Q|20160906|C
ESND|Essendant Inc. Common Stock|Q|20160906|C
ESPR|Esperion Therapeutics, Inc. Common Stock|Q|20160906|C
ESSA|ESSA Bancorp, Inc. Common Stock|Q|20160906|C
ESXB|Community Bankers Trust Corporation Common Stock (VA)|Q|20160906|G3
EVBS|Eastern Virginia Bankshares, Inc. Common Stock|Q|20160906|C
EVEP|EV Energy Partners, L.P. Common Units Representing Limited Partnership Interest|Q|20160906|C
EVK|Ever-Glory International Group, Inc. Common Stock|Q|20160906|G2
EVOL|Evolving Systems, Inc. Common Stock|Q|20160906|G3
EXA|Exa Corporation Common Stock|Q|20160906|C
EXAC|Exactech, Inc. Common Stock|Q|20160906|G3
EXFO|EXFO Inc|Q|20160906|G3
EXLS|ExlService Holdings, Inc. Common Stock|Q|20160906|C
EXPO|Exponent, Inc. Common Stock|Q|20160906|G3
EXTR|Extreme Networks, Inc. Common Stock|Q|20160906|C
EYES|Second Sight Medical Products, Inc. Common Stock|Q|20160906|C
EZPW|EZCORP, Inc. Class A Non Voting Common Stock|Q|20160906|G3
FARM|Farmer Brothers Company Common Stock|Q|20160906|G3
FARO|FARO Technologies, Inc. Common Stock|Q|20160906|G1
FATE|Fate Therapeutics, Inc. Common Stock|Q|20160906|C
FBIO|Fortress Biotech, Inc. Common Stock|Q|20160906|C
FBIZ|First Business Financial Services, Inc. Common Stock|Q|20160906|C
FBMS|First Bancshares, Inc.|Q|20160906|G2
FBNC|First Bancorp Common Stock|Q|20160906|C
FBNK|First Connecticut Bancorp, Inc. Common Stock|Q|20160906|G2
FBRC|FBR & Co. Common Stock|Q|20160906|G2
FBSS|Fauquier Bankshares, Inc. Common Stock|Q|20160906|C
FCAP|First Capital, Inc. Common Stock|Q|20160906|C
FCBC|First Community Bancshares, Inc. Common Stock|Q|20160906|C
FCCO|First Community Corporation Common Stock|Q|20160906|G2
FCCY|1st Constitution Bancorp (NJ) Common Stock|Q|20160906|G2
FCEL|FuelCell Energy, Inc. Common Stock|Q|20160906|G2
FCFP|First Community Financial Partners, Inc. Common Stock|Q|20160906|G2
FDEF|First Defiance Financial Corp. Common Stock|Q|20160906|C
FDML|Federal-Mogul Holdings Corporation Common Stock|Q|20160906|C
FEIM|Frequency Electronics, Inc. Common Stock|Q|20160906|C
FELE|Franklin Electric Co., Inc. Common Stock|Q|20160906|G2
FENX|Fenix Parts, Inc. Common Stock|Q|20160906|C
FFBC|First Financial Bancorp. Common Stock|Q|20160906|G2
FFIC|Flushing Financial Corporation Common Stock|Q|20160906|C
FFIN|First Financial Bankshares, Inc. Common Stock|Q|20160906|G3
FFKT|Farmers Capital Bank Corporation Common Stock|Q|20160906|G2
FFNW|First Financial Northwest, Inc. Common Stock|Q|20160906|C
FFWM|First Foundation Inc. Common Stock|Q|20160906|C
FGBI|First Guaranty Bancshares, Inc. Common Stock|Q|20160906|C
FGEN|FibroGen, Inc Common Stock|Q|20160906|G1
FIBK|First Interstate BancSystem, Inc. Class A Common Stock|Q|20160906|G1
FISI|Financial Institutions, Inc. Common Stock|Q|20160906|G3
FIVE|Five Below, Inc. Common Stock|Q|20160906|C
FIVN|Five9, Inc. Common Stock|Q|20160906|C
FIZZ|National Beverage Corp. Common Stock|Q|20160906|C
FLDM|Fluidigm Corporation Common Stock|Q|20160906|C
FLIC|First of Long Island Corporation (The) Common Stock|Q|20160906|G1
FLKS|Flex Pharma, Inc. Common Stock|Q|20160906|C
FLWS|1-800 FLOWERS.COM, Inc. Common Stock|Q|20160906|G3
FLXN|Flexion Therapeutics, Inc. Common Stock|Q|20160906|C
FLXS|Flexsteel Industries, Inc. Common Stock|Q|20160906|C
FMBH|First Mid-Illinois Bancshares, Inc. Common Stock|Q|20160906|C
FMBI|First Midwest Bancorp, Inc. Common Stock|Q|20160906|C
FMI|Foundation Medicine, Inc. Common Stock|Q|20160906|G2
FMNB|Farmers National Banc Corp. Common Stock|Q|20160906|G3
FNBC|First NBC Bank Holding Company Common Stock|Q|20160906|G1
FNGN|Financial Engines, Inc. Common Stock|Q|20160906|G3
FNHC|Federated National Holding Company Common Stock|Q|20160906|C
FNLC|First Bancorp, Inc  (ME) Common Stock|Q|20160906|C
FNWB|First Northwest Bancorp Common Stock|Q|20160906|C
FOGO|Fogo de Chao, Inc. Common Stock|Q|20160906|G1
FOMX|Foamix Pharmaceuticals Ltd. Ordinary Shares|Q|20160906|C
FONR|Fonar Corporation Common Stock|Q|20160906|G3
FORK|Fuling Global Inc. Ordinary Shares|Q|20160906|G2
FORM|FormFactor, Inc. FormFactor, Inc. Common Stock|Q|20160906|G3
FORR|Forrester Research, Inc. Common Stock|Q|20160906|G1
FOXF|Fox Factory Holding Corp. Common Stock|Q|20160906|G2
FPRX|Five Prime Therapeutics, Inc. Common Stock|Q|20160906|C
FRAN|Francesca's Holdings Corporation Common Stock|Q|20160906|C
FRBA|First Bank Common Stock|Q|20160906|G2
FRBK|Republic First Bancorp, Inc. Common Stock|Q|20160906|G1
FRED|Fred's, Inc. Common Stock|Q|20160906|C
FRGI|Fiesta Restaurant Group, Inc. Common Stock|Q|20160906|G2
FRME|First Merchants Corporation Common Stock|Q|20160906|C
FRP|FairPoint Communications, Inc. Common Stock|Q|20160906|G3
FRPH|FRP Holdings, Inc. Common Stock|Q|20160906|G1
FRPT|Freshpet, Inc. Common Stock|Q|20160906|G2
FRSH|Papa Murphy's Holdings, Inc. Common Stock|Q|20160906|C
FSAM|Fifth Street Asset Management Inc. Class A Common Stock|Q|20160906|G2
FSBK|First South Bancorp Inc Common Stock|Q|20160906|C
FSBW|FS Bancorp, Inc. Common Stock|Q|20160906|C
FSFG|First Savings Financial Group, Inc. Common Stock|Q|20160906|C
FSTR|L.B. Foster Company Common Stock|Q|20160906|G1
FSV|FirstService Corporation Subordinate Voting Shares|Q|20160906|C
FTD|FTD Companies, Inc. Common Stock|Q|20160906|C
FUEL|Rocket Fuel Inc. Common Stock|Q|20160906|C
FULT|Fulton Financial Corporation Common Stock|Q|20160906|G1
FUNC|First United Corporation Common Stock|Q|20160906|G3
FUSB|First US Bancshares, Inc. Common Stock|Q|20161011|C
FVE|Five Star Quality Care, Inc. Common Stock|Q|20160906|G3
FWRD|Forward Air Corporation Common Stock|Q|20160906|C
GABC|German American Bancorp, Inc. Common Stock|Q|20160906|C
GAIA|Gaia, Inc. Class A Common Stock|Q|20160906|G1
GASS|StealthGas, Inc. Common Stock|Q|20160906|C
GBCI|Glacier Bancorp, Inc. Common Stock|Q|20160906|C
GBLI|Global Indemnity plc Common Stock (Ireland)|Q|20160906|C
GBNK|Guaranty Bancorp|Q|20160906|G3
GBT|Global Blood Therapeutics, Inc. Common Stock|Q|20160906|G2
GCBC|Greene County Bancorp, Inc. Common Stock|Q|20160906|G2
GDEN|Golden Entertainment, Inc. Common Stock|Q|20160906|C
GEC|Great Elm Capital Group, Inc. Common Stock|Q|20160906|G1
GENC|Gencor Industries, Inc. Common Stock|Q|20160906|G3
GEOS|Geospace Technologies Corporation Common Stock (Texas)|Q|20160906|C
GFED|Guaranty Federal Bancshares, Inc. Common Stock|Q|20160906|C
GFN|General Finance Corporation General Finance Corporation Common Stock|Q|20160906|G2
GHDX|Genomic Health, Inc. Common Stock|Q|20160906|C
GIFI|Gulf Island Fabrication, Inc. Common Stock|Q|20160906|G3
GIGM|GigaMedia Limited Ordinary Shares|Q|20160906|C
GIII|G-III Apparel Group, LTD. Common Stock|Q|20160906|C
GILT|Gilat Satellite Networks Ltd. Ordinary Shares|Q|20160906|C
GK|G&K Services, Inc. Class A Common Stock|Q|20160906|C
GLBL|TerraForm Global, Inc. Class A Common Stock|Q|20160906|G1
GLBZ|Glen Burnie Bancorp Common Stock|Q|20160906|C
GLDC|Golden Enterprises, Inc. Common Stock|Q|20160906|C
GLDD|Great Lakes Dredge & Dock Corporation Common Stock|Q|20160906|G3
GLMD|Galmed Pharmaceuticals Ltd. Ordinary Shares|Q|20160906|C
GLRE|Greenlight Capital Re, Ltd. Class A Ordinary Shares|Q|20160906|G3
GLYC|GlycoMimetics, Inc. Common Stock|Q|20160906|C
GMLP|Golar LNG Partners LP Common Units Representing Limited Partnership|Q|20160906|C
GNBC|Green Bancorp, Inc. Common Stock|Q|20160906|G3
GNCA|Genocea Biosciences, Inc. Common Stock|Q|20160906|C
GNCMA|General Communication, Inc. Class A Common Stock|Q|20160906|C
GNMK|GenMark Diagnostics, Inc. Common Stock|Q|20160906|C
GOOD|Gladstone Commercial Corporation Real Estate Investment Trust|Q|20160906|C
GPAC|Global Partner Acquisition Corp. Common Stock|Q|20160906|C
GPIC|Gaming Partners International Corporation Common Stock|Q|20160906|C
GPP|Green Plains Partners LP Common Units|Q|20160906|G3
GPRE|Green Plains Inc. Common Stock|Q|20160906|G2
GRBK|Green Brick Partners, Inc. Common Stock|Q|20160906|G1
GRIF|Griffin Industrial Realty, Inc. Common Stock|Q|20160906|C
GRSH|Gores Holdings, Inc. Class A Common Stock|Q|20160906|C
GSBC|Great Southern Bancorp, Inc. Common Stock|Q|20160906|G1
GSIT|GSI Technology Common Stock|Q|20160906|C
GSOL|Global Sources Ltd. Common Stock|Q|20160906|G2
GTIM|Good Times Restaurants Inc. Common Stock|Q|20160906|G1
GTLS|Chart Industries, Inc. Common Stock|Q|20160906|C
GTWN|Georgetown Bancorp, Inc. Common Stock|Q|20160906|G1
GUID|Guidance Software, Inc. Common Stock|Q|20160906|C
GWGH|GWG Holdings, Inc Common Stock|Q|20160906|C
GYRO|Gyrodyne, LLC Common Stock|Q|20160906|C
HA|Hawaiian Holdings, Inc. Common Stock|Q|20160906|G3
HABT|The Habit Restaurants, Inc. Class A Common Stock|Q|20160906|G2
HAFC|Hanmi Financial Corporation Common Stock|Q|20160906|G3
HALL|Hallmark Financial Services, Inc. Common Stock|Q|20160906|C
HAWK|Blackhawk Network Holdings, Inc. Common Stock|Q|20160906|G1
HAYN|Haynes International, Inc. Common Stock|Q|20160906|C
HBCP|Home Bancorp, Inc. Common Stock|Q|20160906|C
HBHC|Hancock Holding Company Common Stock|Q|20160906|G3
HBIO|Harvard Bioscience, Inc. Common Stock|Q|20160906|G2
HBK|Hamilton Bancorp, Inc. Common Stock|Q|20160906|G3
HBMD|Howard Bancorp, Inc. Common Stock|Q|20160906|G2
HBNC|Horizon Bancorp|Q|20160906|C
HBP|Huttig Building Products, Inc. Common Stock|Q|20160906|C
HCAC|Hennessy Capital Acquisition Corp. II Common Stock|Q|20160906|C
HCAP|Harvest Capital Credit Corporation Common Stock|Q|20160906|C
HCCI|Heritage-Crystal Clean, Inc. Common Stock|Q|20160906|G2
HCKT|Hackett Group Inc (The). Common Stock|Q|20160906|C
HCOM|Hawaiian Telcom Holdco, Inc. Common Stock|Q|20160906|C
HCSG|Healthcare Services Group, Inc. Common Stock|Q|20160906|C
HDNG|Hardinge Inc. Common Stock|Q|20160906|C
HDP|Hortonworks, Inc. Common Stock|Q|20160906|C
HDRA|Hydra Industries Acquisition Corp. Common Stock|Q|20160906|G2
HDSN|Hudson Technologies, Inc. Common Stock|Q|20160906|C
HEES|H&E Equipment Services, Inc. Common Stock|Q|20160906|C
HELE|Helen of Troy Limited Common Stock|Q|20160906|G2
HEOP|Heritage Oaks Bancorp|Q|20160906|C
HFBC|HopFed Bancorp, Inc. Common Stock|Q|20160906|C
HFBL|Home Federal Bancorp, Inc. of Louisiana Common StocK|Q|20160906|C
HFWA|Heritage Financial Corporation Common Stock|Q|20160906|G3
HGSH|China HGS Real Estate, Inc. Common Stock|Q|20160906|C
HIBB|Hibbett Sports, Inc. Common Stock|Q|20160906|G2
HIFS|Hingham Institution for Savings Common Stock|Q|20160906|C
HIHO|Highway Holdings Limited Common Stock|Q|20160906|G1
HIIQ|Health Insurance Innovations, Inc. Class A Common Stock|Q|20160906|G2
HLIT|Harmonic Inc. Common Stock|Q|20160906|G1
HMHC|Houghton Mifflin Harcourt Company Common Stock|Q|20160906|G1
HMNF|HMN Financial, Inc. Common Stock|Q|20160906|G2
