symbol,group,listing_exchange,yahoo_symbol,pre_spread_usd,weight_order_shares,source_rows,source_dates,spread_stratum
FCFP,G2,Q,FCFP,0.0629095831741,5156997,885,21,narrow
FCFS,G3,N,FCFS,0.0719238373742,17742940,2595,21,narrow
FCN,C,N,FCN,0.0506749741008,6172977,1918,21,narrow
FDEF,C,Q,FDEF,0.305330852903,14572214,1410,21,wide
FDML,C,Q,FDML,0.0321412260708,7812697,1986,21,narrow
FDP,C,N,FDP,0.0595508439803,9922388,2209,21,narrow
FEIM,C,Q,FEIM,0.478103814126,3062746,792,21,wide
FELE,G2,Q,FELE,0.112594744311,3570531,1689,21,middle_excluded
FENX,C,Q,FENX,0.0653309822533,14077927,2156,21,narrow
FET,G1,N,FET,0.0187617020331,12415411,2671,21,narrow
FF,C,N,FF,0.0290432043606,3409429,1666,21,narrow
FFBC,G2,Q,FFBC,0.0390051623145,4199163,1467,21,narrow
FFG,G3,N,FFG,0.384493214719,1685855,1015,21,wide
FFIC,C,Q,FFIC,0.0807763074235,2197490,1115,21,narrow
FFIN,G3,Q,FFIN,0.0768199089915,5354008,1774,21,narrow
FFKT,G2,Q,FFKT,0.546010256379,4280156,923,21,wide
FFNW,C,Q,FFNW,0.122461088445,1148556,769,21,middle_excluded
FFWM,C,Q,FFWM,0.168518000056,12477178,1113,21,wide
FGBI,C,Q,FGBI,0.3335269512,421369,323,21,wide
FGEN,G1,Q,FGEN,0.049831920493,14106336,2743,21,narrow
FGL,G2,N,FGL,0.0589381458078,9659937,1964,21,narrow
FGP,C,N,FGP,0.0482491626866,49370941,5237,21,narrow
FI,C,N,FI,0.0156305625692,23047457,2711,21,narrow
FIBK,G1,Q,FIBK,0.0711224036862,12265428,1739,21,narrow
FIG,C,N,FIG,0.0183961399,10960571,2758,21,narrow
FISI,G3,Q,FISI,0.141435754685,7287045,1207,21,middle_excluded
FIVE,C,Q,FIVE,0.0435766152358,40233243,4502,21,narrow
FIVN,C,Q,FIVN,0.0270575591331,10439365,2773,21,narrow
FIX,G3,N,FIX,0.0400461099855,15109905,2837,21,narrow
FIZZ,C,Q,FIZZ,0.0849496296616,47672209,3759,21,narrow
FLDM,C,Q,FLDM,0.034052727834,6592190,1733,21,narrow
FLIC,G1,Q,FLIC,0.183266777016,8255613,1384,21,wide
FLKS,C,Q,FLKS,0.109825079291,24558960,1694,21,middle_excluded
FLOW,C,N,FLOW,0.0463204363654,48889623,2866,21,narrow
FLTX,G2,N,FLTX,0.0212798135929,16738630,2974,21,narrow
FLWS,G3,Q,FLWS,0.0293556742111,3374381,1674,21,narrow
FLXN,C,Q,FLXN,0.0549231544498,18938377,2687,21,narrow
FLXS,C,Q,FLXS,0.334240285727,12790098,1565,21,wide
FMBH,C,Q,FMBH,0.133982557918,4827457,1341,21,middle_excluded
FMBI,C,Q,FMBI,0.0176123929914,4044770,1506,21,narrow
FMI,G2,Q,FMI,0.10908857183,14478154,2530,21,middle_excluded
FMNB,G3,Q,FMNB,0.0747845468842,6976716,1387,21,narrow
FN,C,N,FN,0.0545830050795,18368812,3756,21,narrow
FNBC,G1,Q,FNBC,0.028142490849,24062767,3033,21,narrow
FNFV,G2,N,FNFV,0.0219956105809,3072525,1535,21,narrow
FNGN,G3,Q,FNGN,0.0640661858724,10671161,2234,21,narrow
FNHC,C,Q,FNHC,0.0931837606664,13470485,1889,21,narrow
FNLC,C,Q,FNLC,0.185477189114,4238976,937,21,wide
FNWB,C,Q,FNWB,0.0865483398871,19850909,1323,21,narrow
FOE,C,N,FOE,0.0156547107989,7116829,2388,21,narrow
FOGO,G1,Q,FOGO,0.0537895286945,5436495,1748,21,narrow
FOMX,C,Q,FOMX,0.0345661314142,19643377,2847,21,narrow
FONR,G3,Q,FONR,0.169825960256,13111847,1776,21,wide
FOR,G3,N,FOR,0.019552079355,8269776,1831,21,narrow
FORK,G2,Q,FORK,0.118290913313,10244317,1006,21,middle_excluded
FORM,G3,Q,FORM,0.0254274148897,7272030,2237,21,narrow
FORR,G1,Q,FORR,0.356135215999,9494321,1345,21,wide
FOXF,G2,Q,FOXF,0.0365311290635,42659674,2509,21,narrow
FPRX,C,Q,FPRX,0.179060370045,38594071,3182,21,wide
FRAN,C,Q,FRAN,0.0219135357439,27690122,3467,21,narrow
FRBA,G2,Q,FRBA,0.373279511555,214804,261,21,wide
FRBK,G1,Q,FRBK,0.0402187362382,1709436,1045,21,narrow
FRD,C,A,FRD,0.0831189249836,203662,276,21,narrow
FRED,C,Q,FRED,0.0240551867699,13298720,2437,21,narrow
FRGI,G2,Q,FRGI,0.040579797034,15783529,2969,21,narrow
FRME,C,Q,FRME,0.0552799349534,6331767,1659,21,narrow
FRP,G3,Q,FRP,0.0574520568917,6173271,1509,21,narrow
FRPH,G1,Q,FRPH,0.915680341038,4838760,803,21,wide
FRPT,G2,Q,FRPT,0.0334206924985,31723390,2404,21,narrow
FRSH,C,Q,FRSH,0.0385398268747,2060011,1767,21,narrow
FSAM,G2,Q,FSAM,0.0519450761566,7371061,2480,21,narrow
FSB,G2,N,FSB,0.138722010333,9237693,1742,21,middle_excluded
FSBK,C,Q,FSBK,0.295440628142,164103,251,21,wide
FSBW,C,Q,FSBW,0.709829420587,814790,493,21,wide
FSFG,C,Q,FSFG,0.520935809391,543606,296,21,wide
FSIC,G3,N,FSIC,0.0140767504424,23904214,3709,21,narrow
FSS,C,N,FSS,0.015328080036,7754114,1862,21,narrow
FSTR,G1,Q,FSTR,0.0626131442788,2836854,1284,21,narrow
FSV,C,Q,FSV,0.250061202491,3973750,994,21,wide
FTAI,C,N,FTAI,0.0352149054498,13229698,2028,21,narrow
FTD,C,Q,FTD,0.0507976243339,8459438,2073,21,narrow
FTK,C,N,FTK,0.0282927672619,25514528,3880,21,narrow
FUEL,C,Q,FUEL,0.0199434437936,11090415,2860,21,narrow
FUL,C,N,FUL,0.0571004651748,8914284,2265,21,narrow
FULT,G1,Q,FULT,0.012925692356,10784951,2017,21,narrow
FUNC,G3,Q,FUNC,0.185317661373,879807,569,21,wide
FVE,G3,Q,FVE,0.0349087927576,4077549,1467,21,narrow
FWRD,C,Q,FWRD,0.0993526621084,8477585,1887,21,narrow
FXCM,G2,N,FXCM,0.0704293758023,12456310,1641,21,narrow
GABC,C,Q,GABC,0.232605173047,10471237,1258,21,wide
GAIA,G1,Q,GAIA,0.0433225435854,3617783,1484,21,narrow
GASS,C,Q,GASS,0.0468804543869,5647390,872,21,narrow
GATX,C,N,GATX,0.064123270491,44189218,3135,21,narrow
GBCI,C,Q,GBCI,0.0257850434038,8937575,2208,21,narrow
GBL,C,N,GBL,0.12021393676,4418143,1067,21,middle_excluded
GBLI,C,Q,GBLI,0.796112178615,7959879,976,21,wide
GBNK,G3,Q,GBNK,0.149788522581,7189064,1137,21,middle_excluded
GBT,G2,Q,GBT,0.0697869475247,24342218,3337,21,narrow
GBX,G2,N,GBX,0.0556081827016,30000642,3600,21,narrow
GCAP,C,N,GCAP,0.0214007182793,4908258,1559,21,narrow
GCBC,G2,Q,GCBC,0.350423343624,282137,357,21,wide
GCO,G2,N,GCO,0.113420169461,64894891,3586,21,middle_excluded
GCP,G3,N,GCP,0.0406812480831,10752922,2452,21,narrow
GDDY,C,N,GDDY,0.0280254381545,11308910,3193,21,narrow
GDEN,C,Q,GDEN,0.059938404983,7251697,1800,21,narrow
GDOT,C,N,GDOT,0.0265104639371,3134843,1555,21,narrow
GEC,G1,Q,GEC,0.0505611440415,1310844,685,21,narrow
GEF,C,N,GEF,0.0851415315057,20012802,3133,21,narrow
GEF B,G1,N,GEF B,0.739539982105,9592799,1319,21,wide
GENC,G3,Q,GENC,0.0758423885304,8855780,1272,21,narrow
GEOS,C,Q,GEOS,0.103137814422,19906265,1870,21,middle_excluded
GFED,C,Q,GFED,0.298208259822,115402,134,21,wide
GFF,G2,N,GFF,0.0294239954502,1731049,1353,21,narrow
GFN,G2,Q,GFN,0.141540685231,1313892,526,21,middle_excluded
GHC,G3,N,GHC,4.01546359104,38354120,1971,21,wide
GHDX,C,Q,GHDX,0.0706618474731,16549892,2138,21,narrow
GHL,G2,N,GHL,0.0286438594321,36835160,3601,21,narrow
GHM,C,N,GHM,0.142540259047,7421137,1099,21,middle_excluded
GI,G1,N,GI,0.021832155622,14613485,1967,21,narrow
GIFI,G3,Q,GIFI,0.0754212558455,6116915,1208,21,narrow
GIGM,C,Q,GIGM,0.0931325089894,547587,476,21,narrow
GIII,C,Q,GIII,0.0445298056346,28796025,3704,21,narrow
GILT,C,Q,GILT,0.0452037906722,3141369,790,21,narrow
GIMO,G3,N,GIMO,0.0803582457157,30111607,5106,21,narrow
GK,C,Q,GK,0.105853682512,9551442,2269,21,middle_excluded
GKOS,C,N,GKOS,0.0456661951079,45719078,3920,21,narrow
GLBL,G1,Q,GLBL,0.019107789594,18800736,3423,21,narrow
GLBZ,C,Q,GLBZ,0.267111578059,124425,176,20,wide
GLDC,C,Q,GLDC,0.0652539497847,10561677,611,21,narrow
GLDD,G3,Q,GLDD,0.0214279407457,5263954,1570,21,narrow
GLF,G1,N,GLF,0.0132493834502,23746664,2954,21,narrow
GLMD,C,Q,GLMD,0.0856698156533,23179372,2257,21,narrow
GLOB,C,N,GLOB,0.105927033715,36631240,2643,21,middle_excluded
GLOG,G1,N,GLOG,0.0155817828795,26050555,3127,21,narrow
GLOP,G2,N,GLOP,0.0693935534236,25908667,2906,21,narrow
GLP,G1,N,GLP,0.0562348936429,9320437,2320,21,narrow
GLRE,G3,Q,GLRE,0.0441841173213,4279360,1432,21,narrow
GLT,C,N,GLT,0.0458415470496,6188916,1902,21,narrow
GLYC,C,Q,GLYC,0.0846886456579,15616158,1686,21,narrow
GMED,C,N,GMED,0.0168488327514,18898073,3199,21,narrow
GMLP,C,Q,GMLP,0.0520642753505,26678042,3290,21,narrow
GNBC,G3,Q,GNBC,0.0446177997383,5622622,1201,21,narrow
GNCA,C,Q,GNCA,0.035990385186,22807347,3351,21,narrow
GNCMA,C,Q,GNCMA,0.0314235850326,6331312,1769,21,narrow
GNE,C,N,GNE,0.0462764566226,2010816,1378,21,narrow
GNMK,C,Q,GNMK,0.0222272246299,204743922,2796,21,narrow
GNRC,C,N,GNRC,0.0319845078385,14107005,2915,21,narrow
GNRT,C,N,GNRT,0.0188407810784,8348509,2439,21,narrow
GOOD,C,Q,GOOD,0.0346005772366,6676292,2661,21,narrow
GPAC,C,Q,GPAC,0.120054808687,29010,20,7,middle_excluded
GPI,C,N,GPI,0.110039346377,16211068,2528,21,middle_excluded
GPIC,C,Q,GPIC,0.749231066814,683221,424,21,wide
GPP,G3,Q,GPP,0.0985543111989,21832987,2389,21,narrow
GPRE,G2,Q,GPRE,0.0271663567311,38506288,2839,21,narrow
GPRK,C,N,GPRK,0.0429748409035,1249556,420,21,narrow
GPX,G1,N,GPX,0.0911403794889,1506500,1024,21,narrow
GRBK,G1,Q,GRBK,0.0342474811454,6892597,1654,21,narrow
GRC,C,A,GRC,0.199378543885,2719099,1099,21,wide
GRIF,C,Q,GRIF,1.46554748495,1046382,407,21,wide
GRSH,C,Q,GRSH,0.0198106130747,26266752,2113,21,narrow
GSB,C,A,GSB,0.0458989088546,1618941,1066,21,narrow
GSBC,G1,Q,GSBC,0.386704441239,8521294,1207,21,wide
GSIT,C,Q,GSIT,0.0494440457131,1764569,701,21,narrow
GSOL,G2,Q,GSOL,0.0983527686054,4899669,975,21,narrow
GTIM,G1,Q,GTIM,0.0526839940857,2752645,1096,21,narrow
GTLS,C,Q,GTLS,0.0550839854287,17604686,2685,21,narrow
GTN,G1,N,GTN,0.0153224724472,20066346,3503,21,narrow
GTN A,G1,N,GTN A,0.264727166746,69309,118,19,wide
GTS,C,N,GTS,0.0531666129598,12035080,1895,21,narrow
GTT,G1,N,GTT,0.0480720001965,5232101,1992,21,narrow
GTWN,G1,Q,GTWN,0.641175347642,208548,210,21,wide
GUID,C,Q,GUID,0.0510190619066,2193385,794,21,narrow
GV,G2,A,GV,0.0214281181186,10324944,2281,21,narrow
GVA,C,N,GVA,0.0740826375752,5098084,2146,21,narrow
GVP,G3,A,GVP,0.0378389296803,6272294,1149,21,narrow
GWB,C,N,GWB,0.0332581892621,29824592,2666,21,narrow
GWGH,C,Q,GWGH,0.502142337339,3416920,916,21,wide
GYRO,C,Q,GYRO,0.665214281592,1174701,648,19,wide
GZT,C,N,GZT,0.118776586763,405574,444,21,middle_excluded
HA,G3,Q,HA,0.0566852814551,16775218,3768,21,narrow
HABT,G2,Q,HABT,0.029181744476,8471151,2412,21,narrow
HAE,C,N,HAE,0.0460924224078,14246148,2522,21,narrow
HAFC,G3,Q,HAFC,0.057072912266,18712034,1910,21,narrow
HALL,C,Q,HALL,0.0957729526351,5045974,1016,21,narrow
HAWK,G1,Q,HAWK,0.0297230509333,23359501,3031,21,narrow
HAYN,C,Q,HAYN,0.200070033888,9706875,1436,21,wide
HBCP,C,Q,HBCP,0.596716024989,4726206,850,21,wide
HBHC,G3,Q,HBHC,0.0284992380307,16014687,2776,21,narrow
HBIO,G2,Q,HBIO,0.0380973903633,12255882,1007,21,narrow
HBK,G3,Q,HBK,0.302598033963,436716,245,21,wide
HBM,G2,N,HBM,0.0127911351341,10095900,1633,21,narrow
HBMD,G2,Q,HBMD,0.484448014751,515225,346,21,wide
HBNC,C,Q,HBNC,0.127364009681,6049613,1329,21,middle_excluded
HBP,C,Q,HBP,0.0346990298405,5776782,1990,21,narrow
HCAC,C,Q,HCAC,0.0714976505592,620105,218,20,narrow
HCAP,C,Q,HCAP,0.106362445082,4955604,1235,21,middle_excluded
HCCI,G2,Q,HCCI,0.0680502916762,6459560,1540,21,narrow
HCHC,C,A,HCHC,0.0261462094411,35896896,2280,21,narrow
HCI,C,N,HCI,0.104255424611,12621440,1800,21,middle_excluded
HCKT,C,Q,HCKT,0.0498459189701,2820244,1544,21,narrow
HCLP,G2,N,HCLP,0.0455982796747,25985144,4243,21,narrow
HCOM,C,Q,HCOM,0.280917962885,9269552,1057,21,wide
HCSG,C,Q,HCSG,0.0305865641225,26311709,3042,21,narrow
HDNG,C,Q,HDNG,0.0971587319034,9096894,1075,21,narrow
HDP,C,Q,HDP,0.0364095873177,14597889,3248,21,narrow
HDRA,G2,Q,HDRA,0.136470509744,69172,81,14,middle_excluded
HDSN,C,Q,HDSN,0.0294661057497,15516735,3162,21,narrow
HEES,C,Q,HEES,0.0416201101116,10467013,2247,21,narrow
HEI A,G3,N,HEI A,0.134869729603,13949873,2009,21,middle_excluded
HELE,G2,Q,HELE,0.138790137456,14620123,2275,21,middle_excluded
HEOP,C,Q,HEOP,0.0596232404238,2427701,790,21,narrow
HEP,C,N,HEP,0.199889778174,18665940,2524,21,wide
HF,C,N,HF,0.0536239125984,25481087,2405,21,narrow
HFBC,C,Q,HFBC,0.092427022072,473450,454,21,narrow
HFBL,C,Q,HFBL,0.572293420072,52341,105,20,wide
HFWA,G3,Q,HFWA,0.0468155115711,7915117,1291,21,narrow
HGSH,C,Q,HGSH,0.0748549089387,2312893,887,21,narrow
HGT,G3,N,HGT,0.0347247152379,3747514,1947,21,narrow
HI,G3,N,HI,0.0343489929966,7400074,2239,21,narrow
HIBB,G2,Q,HIBB,0.049593063303,20852893,2579,21,narrow
HIFS,C,Q,HIFS,3.6994082389,1054158,613,21,wide
HIHO,G1,Q,HIHO,0.0948770468692,1270428,832,21,narrow
HIIQ,G2,Q,HIIQ,0.0363946763154,10870892,2412,21,narrow
HIL,G1,N,HIL,0.0318820063476,1958524,1003,21,narrow
HIVE,C,N,HIVE,0.0265653727367,5606666,1804,21,narrow
HLI,C,N,HLI,0.103788316674,3327811,1336,21,middle_excluded
HLIT,G1,Q,HLIT,0.020010455199,21363295,3218,21,narrow
HLTH,G2,A,HLTH,0.0166878399144,12803479,2188,21,narrow
HMHC,G1,Q,HMHC,0.016227739055,14511702,2371,21,narrow
HMLP,G1,N,HMLP,0.215174477007,4143174,644,21,wide
HMN,G2,N,HMN,0.0431618049681,4465730,1987,21,narrow
HMNF,G2,Q,HMNF,0.249839693777,1159091,425,21,wide
HMST,G3,Q,HMST,0.0473029565556,7678665,2107,21,narrow
HMSY,C,Q,HMSY,0.0254979767982,9748805,2691,21,narrow
HMTV,G2,Q,HMTV,0.0798137023996,5077191,1139,21,narrow
HNH,G3,Q,HNH,0.897220265762,5348775,868,21,wide
HNI,C,N,HNI,0.0745992445423,16772083,2822,21,narrow
HNNA,C,Q,HNNA,0.503677268546,5912939,1183,21,wide
HNRG,C,Q,HNRG,0.0375064408788,14326725,2928,21,narrow
HOFT,G2,Q,HOFT,0.128471913153,16484143,1866,21,middle_excluded
HOLI,C,Q,HOLI,0.0348700073072,8263096,2445,21,narrow
HOPE,C,Q,HOPE,0.0203068923256,10339703,2056,21,narrow
HPJ,G2,Q,HPJ,0.0342522653204,22805405,2759,21,narrow
HQY,C,Q,HQY,0.0530477517263,11052013,3366,21,narrow
HRMN,C,Q,HRMN,0.0773566855231,187734,49,21,narrow
HRT,C,A,HRT,0.148152107564,625746,466,20,middle_excluded
HRTG,C,N,HRTG,0.0398939749516,3853662,1830,21,narrow
HRTX,G2,Q,HRTX,0.0505362972988,16701769,3271,21,narrow
HRZN,C,Q,HRZN,0.0423063462399,5531685,2000,21,narrow
HSC,G2,N,HSC,0.0164951999388,13894427,3227,21,narrow
HSGX,C,Q,HSGX,0.0930413392603,8849527,1399,21,narrow
HSII,G1,Q,HSII,0.103090268712,5637198,1401,21,middle_excluded
HSKA,C,Q,HSKA,0.355916601295,29227870,2386,21,wide
HSNI,G2,Q,HSNI,0.0563898041453,12919015,2500,21,narrow
HSTM,C,Q,HSTM,0.115276094182,10091012,1694,21,middle_excluded
HTBI,G3,Q,HTBI,0.120932952128,2273750,873,21,middle_excluded
HTBK,C,Q,HTBK,0.0406388351804,1713261,1067,21,narrow
HTGC,C,N,HTGC,0.0244096663353,10540013,3452,21,narrow
HTGM,C,Q,HTGM,0.098206922318,4761772,1031,21,narrow
HTH,C,N,HTH,0.0261052641843,5455812,1813,21,narrow
HTLD,C,Q,HTLD,0.0214160688976,6611723,1997,21,narrow
HTLF,G1,Q,HTLF,0.115247948635,5585306,1509,21,middle_excluded
HUBG,G2,Q,HUBG,0.0648317569434,10742287,2074,21,narrow
HUBS,G2,N,HUBS,0.104810310556,24830408,2922,21,middle_excluded
HURC,G1,Q,HURC,0.499629218205,4224332,951,21,wide
HURN,G1,Q,HURN,0.149521238792,30622047,1936,21,middle_excluded
HVT,G3,N,HVT,0.0550278228699,3217612,1346,21,narrow
HVT A,G3,N,HVT A,0.735198067633,3105,14,9,wide
HW,C,N,HW,0.0143652385386,8404592,2649,21,narrow
HWAY,G3,Q,HWAY,0.0370462257381,17343656,3224,21,narrow
HWBK,G1,Q,HWBK,0.482035620321,545419,297,21,wide
HWCC,G1,Q,HWCC,0.0756171217793,2674576,899,21,narrow
HWKN,G2,Q,HWKN,0.333977971994,11389560,1479,21,wide
HY,C,N,HY,0.272656866028,8225971,1941,21,wide
HYGS,G3,Q,HYGS,0.0646119678909,5869990,1864,21,narrow
HYH,C,N,HYH,0.0391911264739,12613137,2805,21,narrow
HZN,C,N,HZN,0.0441281638848,36645701,3314,21,narrow
HZO,G1,N,HZO,0.0415288555068,9511013,2229,21,narrow
I,C,N,I,0.0413050947339,7878331,2059,21,narrow
IBCP,G3,Q,IBCP,0.0395254362263,8618979,1369,21,narrow
IBKC,G1,Q,IBKC,0.0892999726873,26189329,2590,21,narrow
IBKR,C,Q,IBKR,0.0314903691909,10913081,3260,21,narrow
IBOC,G3,Q,IBOC,0.0578346974396,8655777,1648,21,narrow
IBP,G1,N,IBP,0.0474197133823,14985465,2545,21,narrow
IBTX,G1,Q,IBTX,0.238198262961,9149767,1396,21,wide
ICAD,C,Q,ICAD,0.0965957499575,9373224,1396,21,narrow
ICBK,C,Q,ICBK,0.239563524034,4477551,1223,21,wide
ICCC,C,Q,ICCC,0.258989239707,2386106,636,21,wide
ICD,C,N,ICD,0.0298967544016,5666536,1905,21,narrow
ICFI,G2,Q,ICFI,0.126286868313,7848786,1564,21,middle_excluded
ICUI,G3,Q,ICUI,0.367274989326,19075068,1945,21,wide
IDCC,G2,Q,IDCC,0.0705771611005,17218461,2983,21,narrow
IDSY,C,Q,IDSY,0.0526532556228,1815628,886,21,narrow
IDT,C,N,IDT,0.0481865115176,7385716,1926,21,narrow
IEC,C,A,IEC,0.0399841568198,2271116,832,21,narrow
IESC,G2,Q,IESC,0.0804951052122,8558042,2057,21,narrow
IGLD,C,Q,IGLD,0.535166293039,525479,388,21,wide
IHC,G1,N,IHC,0.177064374016,1644036,622,21,wide
III,C,Q,III,0.038127416221,1829158,929,21,narrow
IIIN,C,Q,IIIN,0.0838944553629,13123041,2083,21,narrow
IIN,G2,Q,IIN,0.183437360927,2141775,710,21,wide
IIVI,G1,Q,IIVI,0.0383471857352,8356623,2253,21,narrow
IKNX,C,Q,IKNX,0.915277397956,259742,221,16,wide
IL,C,N,IL,0.0265571629922,3836944,1652,21,narrow
IMAX,G3,N,IMAX,0.028988432749,17514049,3757,21,narrow
IMDZ,G2,Q,IMDZ,0.0618532003551,6022441,1891,21,narrow
IMKTA,G2,Q,IMKTA,0.158636926549,13140608,1796,21,wide
IMMR,C,Q,IMMR,0.0221441733393,8171327,2182,21,narrow
IMMY,C,Q,IMMY,0.0642872113896,6680069,1673,21,narrow
IMOS,G1,Q,IMOS,0.0508764160136,14935944,1910,21,narrow
IMPV,G1,N,IMPV,0.0646115470923,39292472,4160,21,narrow
INAP,C,Q,INAP,0.0155132380667,10498187,2381,21,narrow
INBK,G1,Q,INBK,0.238639027957,6976832,1263,21,wide
INCR,G2,Q,INCR,0.0568230164087,20540081,2814,21,narrow
INDB,G2,Q,INDB,0.164166181809,5900972,1414,21,wide
INFU,G1,A,INFU,0.0382654523117,2949824,788,21,narrow
INGN,C,Q,INGN,0.139293401066,11069955,2399,21,middle_excluded
ININ,G1,Q,ININ,0.0329170368109,20713636,2533,21,narrow
INOD,G1,Q,INOD,0.0552877977601,1165032,713,21,narrow
INOV,G1,Q,INOV,0.0241405471897,13723030,2592,21,narrow
INS,C,A,INS,0.152169537368,130514,256,21,wide
INSM,C,Q,INSM,0.0374796228413,6573414,1989,21,narrow
INST,G3,N,INST,0.0370813642516,92199764,2673,21,narrow
INSY,C,Q,INSY,0.0324164241652,34652233,4753,21,narrow
INTG,G1,Q,INTG,1.14831498422,64955,117,16,wide
INTL,C,Q,INTL,0.121483871586,12903284,1906,21,middle_excluded
INTT,G3,A,INTT,0.0625457055828,260012,284,21,narrow
INVA,C,Q,INVA,0.0181945805732,7285586,2078,21,narrow
INWK,C,Q,INWK,0.0213553164239,13627779,2009,21,narrow
INXN,C,N,INXN,0.0241891403341,25219459,2699,21,narrow
IO,G1,N,IO,0.0776048718577,6498363,1951,21,narrow
IOSP,G3,Q,IOSP,0.147378522397,20295896,1929,21,middle_excluded
IOT,C,A,IOT,0.42514894669,134291,133,21,wide
IOTS,G3,Q,IOTS,0.0699682114483,2036167,972,21,narrow
IPAR,G2,Q,IPAR,0.130552985331,12122491,1756,21,middle_excluded
IPCC,G1,Q,IPCC,0.533852521498,7271333,1232,21,wide
IPHI,C,N,IPHI,0.0552729496641,28117466,4478,21,narrow
IPHS,C,Q,IPHS,0.110750388997,10219737,1921,21,middle_excluded
IPWR,C,Q,IPWR,0.126014752894,1872114,866,21,middle_excluded
IPXL,G2,Q,IPXL,0.0310335142407,29676152,3641,21,narrow
IQNT,C,Q,IQNT,0.022658743019,13289843,2548,21,narrow
IRBT,C,Q,IRBT,0.0468877563954,9289511,3220,21,narrow
IRDM,G3,Q,IRDM,0.0141907588576,31339502,3253,21,narrow
IRIX,C,Q,IRIX,0.179429421814,6110055,1237,21,wide
IRMD,G3,Q,IRMD,0.121871633032,6103652,1505,21,middle_excluded
IROQ,C,Q,IROQ,0.489615776343,773595,257,21,wide
ISCA,G1,Q,ISCA,0.0627394149049,31119385,1981,21,narrow
ISDR,G2,A,ISDR,0.244914214203,14972742,932,21,wide
ISIG,C,Q,ISIG,0.0822988361824,1611249,568,21,narrow
ISLE,C,Q,ISLE,0.0316198140922,17388301,2773,21,narrow
ISNS,G1,Q,ISNS,0.0492590518513,23734040,3024,21,narrow
ISRL,G1,Q,ISRL,2.17385321502,670337,425,21,wide
ISSC,C,Q,ISSC,0.0455213542689,3030181,882,21,narrow
ISTR,G1,Q,ISTR,0.242459402764,1885419,483,21,wide
ITCI,C,Q,ITCI,0.062134029677,80887306,4056,21,narrow
ITEK,G1,Q,ITEK,0.0309018919227,10660689,2828,21,narrow
ITG,C,N,ITG,0.022597660998,6015899,1909,21,narrow
ITGR,G3,N,ITGR,0.0545052219272,8240674,2393,21,narrow
ITIC,C,Q,ITIC,3.27555135296,1584602,721,21,wide
ITRI,G3,Q,ITRI,0.0752707151172,25670282,2769,21,narrow
ITRN,G1,Q,ITRN,0.14865995813,4668216,1136,21,middle_excluded
ITUS,G2,Q,ITUS,0.12012592386,2983784,1075,21,middle_excluded
IVAC,G2,Q,IVAC,0.0555750678706,2651739,729,21,narrow
IVC,G1,N,IVC,0.0238117581501,12348371,2362,21,narrow
IVTY,G2,Q,IVTY,0.0959336130855,19687309,1843,21,narrow
IXYS,G3,Q,IXYS,0.0437565412978,2516175,1607,21,narrow
JAKK,G1,Q,JAKK,0.0258948766187,10256859,1635,21,narrow
JAX,G2,N,JAX,0.0726248895773,10542216,1435,21,narrow
JBSS,C,Q,JBSS,0.2146363225,19017017,2174,21,wide
JBT,G2,N,JBT,0.116282921696,11483734,2134,21,middle_excluded
JCS,C,Q,JCS,0.20045184007,3559538,1056,21,wide
JCTCF,G2,Q,JCTCF,0.408952581799,763363,458,21,wide
JE,C,N,JE,0.0141181315542,4494998,2021,21,narrow
JIVE,G3,Q,JIVE,0.0178719530511,3653417,1573,21,narrow
JJSF,C,Q,JJSF,0.604596372269,18812309,1853,21,wide
JMP,C,N,JMP,0.0935179413509,1701611,1034,21,narrow
JNP,G1,Q,JNP,0.0784764483916,2978994,910,21,narrow
JOB,C,A,JOB,0.165078682009,2365373,769,21,wide
JOE,G1,N,JOE,0.0287019295203,3481798,1791,21,narrow
JONE,G3,N,JONE,0.0126508933899,37956943,3911,21,narrow
JOUT,C,Q,JOUT,0.283388731975,11788960,1584,21,wide
JPEP,C,N,JPEP,0.0622067179435,8015831,2056,21,narrow
JRVR,C,Q,JRVR,0.162690141007,20080033,1520,21,wide
JTPY,G3,Q,JTPY,0.203800173486,2993318,862,21,wide
JVA,C,Q,JVA,0.0719532872711,7148148,1778,21,narrow
JW A,G3,N,JW A,0.0742774839274,9857474,2243,21,narrow
JW B,C,N,JW B,0.646839632637,101371,126,18,wide
JXSB,C,Q,JXSB,1.19289486186,245361,197,21,wide
JYNT,C,Q,JYNT,0.0607281198742,2544133,941,21,narrow
KAI,G3,N,KAI,0.242298910786,10567441,1647,21,wide
KALU,C,Q,KALU,0.311458703154,14018872,2183,21,wide
KAMN,C,N,KAMN,0.0788213138804,13943796,1884,21,narrow
KBAL,C,Q,KBAL,0.030910406903,4593134,1771,21,narrow
KE,G2,Q,KE,0.0452816196948,12012782,1770,21,narrow
KELYA,C,Q,KELYA,0.0565865660242,5567235,1612,21,narrow
KEM,C,N,KEM,0.127568508393,1872410,1528,21,middle_excluded
KEN,C,N,KEN,0.390796771039,203502,149,21,wide
KEQU,G3,Q,KEQU,0.536011717118,5792875,1269,21,wide
KEX,G3,N,KEX,0.0508249892601,106173968,4307,21,narrow
KEYW,C,Q,KEYW,0.0433075365988,4462026,1984,21,narrow
KFFB,G1,Q,KFFB,0.170577798464,93998,170,19,wide
