symbol,group,listing_exchange,yahoo_symbol,pre_spread_usd,weight_order_shares,source_rows,source_dates,spread_stratum
SPLP,G2,N,SPLP,0.11541496705,524432,423,21,middle_excluded
SPNC,G2,Q,SPNC,0.0386759143564,27537018,2525,21,narrow
SPNE,C,Q,SPNE,0.237589854147,22016277,1294,21,wide
SPNS,C,Q,SPNS,0.0775712582428,1834940,1178,21,narrow
SPOK,G3,Q,SPOK,0.0655767452007,4224199,1410,21,narrow
SPP,G3,A,SPP,0.172704465939,4690593,995,21,wide
SPPI,C,Q,SPPI,0.0140535248136,29564060,2969,21,narrow
SPSC,C,Q,SPSC,0.206121835808,44641435,2398,21,wide
SPTN,C,Q,SPTN,0.0486590726236,15736027,2126,21,narrow
SPWH,C,Q,SPWH,0.0198875374359,5436963,2015,21,narrow
SPXC,C,N,SPXC,0.0275436008061,13382248,2030,21,narrow
SQBG,C,Q,SQBG,0.0302759352126,5706483,1765,21,narrow
SR,G1,N,SR,0.0599345203468,27738803,2539,21,narrow
SRCE,C,Q,SRCE,0.18150726774,9309152,1358,21,wide
SRDX,G2,Q,SRDX,0.140131708476,25168166,1904,21,middle_excluded
SREV,C,Q,SREV,0.0225986623047,2774922,1212,21,narrow
SRI,C,N,SRI,0.0375570581517,9853472,2531,21,narrow
SRLP,G2,N,SRLP,0.209542673889,6792308,1469,21,wide
SRNE,G3,Q,SRNE,0.0298892879332,8154066,2441,21,narrow
SRSC,G1,Q,SRSC,0.040578863909,3531372,1076,21,narrow
SRT,C,N,SRT,0.0937075631595,431883,567,21,narrow
SSB,G3,Q,SSB,0.200336273135,12136781,1779,21,wide
SSBI,G3,Q,SSBI,0.121884385639,1442166,392,21,middle_excluded
SSD,C,N,SSD,0.0495450514406,5705802,2028,21,narrow
SSFN,G3,Q,SSFN,0.247653177444,1445045,646,21,wide
SSI,C,N,SSI,0.0187041554154,4986120,2310,21,narrow
SSNI,C,N,SSNI,0.0306170608521,4653859,2142,21,narrow
SSP,C,N,SSP,0.0201026182507,13082208,2852,21,narrow
SSTK,C,N,SSTK,0.127316471167,28316409,3327,21,middle_excluded
SSW,C,N,SSW,0.0190477656042,16759206,3923,21,narrow
STAA,G2,Q,STAA,0.0456504939876,5185758,1644,21,narrow
STB,C,Q,STB,0.0176642694245,8023887,2568,21,narrow
STBA,C,Q,STBA,0.101619717699,7364419,1401,21,middle_excluded
STBZ,C,Q,STBZ,0.0931885208034,4724355,1321,21,narrow
STC,C,N,STC,0.0788748543077,5755109,1834,21,narrow
STDY,G2,Q,STDY,0.165694683418,1855647,453,21,wide
STFC,C,Q,STFC,0.184297325014,11324882,1283,21,wide
STKL,G3,Q,STKL,0.0256601776412,20756553,2965,21,narrow
STKS,C,Q,STKS,0.148133761664,2299780,628,21,middle_excluded
STL,G2,N,STL,0.0114108450501,6591929,2080,21,narrow
STML,G3,Q,STML,0.0658980172948,13838719,2540,21,narrow
STMP,G3,Q,STMP,0.178511351365,43063103,3659,21,wide
STN,G3,N,STN,0.0530850193881,686247,662,21,narrow
STON,C,N,STON,0.0548857098658,5497898,2968,21,narrow
STRA,C,Q,STRA,0.183372740449,11076569,1641,21,wide
STRL,C,Q,STRL,0.0324039731364,9835907,2382,21,narrow
STRP,C,A,STRP,0.227296366404,15380464,2364,21,wide
STRS,G3,Q,STRS,0.210095922506,11133578,1170,21,wide
STRT,G3,Q,STRT,1.02162231558,6283519,1079,21,wide
STRZB,C,Q,STRZB,1.57153610462,561327,33,9,wide
STS,C,A,STS,0.0632327512589,154824861,4793,21,narrow
SUN,C,N,SUN,0.0422806295666,28360398,4281,21,narrow
SUNW,C,Q,SUNW,0.0469103736605,7481631,2360,21,narrow
SUP,G3,N,SUP,0.0495392757587,8853624,1980,21,narrow
SUPN,G3,Q,SUPN,0.0333715875697,45398876,3846,21,narrow
SVA,C,Q,SVA,0.0582315408609,3386198,1286,21,narrow
SVBI,G3,Q,SVBI,0.148925249947,224448,189,21,middle_excluded
SVT,C,A,SVT,0.176920689079,1172580,632,21,wide
SWIR,G1,Q,SWIR,0.0367420352024,4443735,2659,21,narrow
SWM,C,N,SWM,0.0685820359621,4237466,1918,21,narrow
SXC,C,N,SXC,0.0331847803752,8609910,2710,21,narrow
SXCP,G2,N,SXCP,0.0522403130107,19320425,3695,21,narrow
SXI,G1,N,SXI,0.32069938952,10572493,1658,21,wide
SYBT,G3,Q,SYBT,0.16394810918,4777741,1340,21,wide
SYKE,C,Q,SYKE,0.037902121664,11607493,1875,21,narrow
SYNA,C,Q,SYNA,0.0935618829667,36576813,3923,21,narrow
SYNC,G2,Q,SYNC,0.0382348422734,4559978,1921,21,narrow
SYNL,G1,Q,SYNL,0.165988335296,5487623,1311,21,wide
SYUT,G3,Q,SYUT,0.0434088356223,2485654,1070,21,narrow
SYX,C,N,SYX,0.0729940563172,12736043,863,21,narrow
TA,G1,Q,TA,0.0222351021075,7937814,2432,21,narrow
TAC,G3,N,TAC,0.0135659280671,7097035,1147,21,narrow
TACO,C,Q,TACO,0.0227256882291,8755769,2266,21,narrow
TACT,G2,Q,TACT,0.165281561324,2269203,674,21,wide
TANH,C,Q,TANH,0.0750273017781,32485071,2412,21,narrow
TASR,C,Q,TASR,0.033325938481,22988798,5188,21,narrow
TAST,G3,Q,TAST,0.0257644650377,8379235,2022,21,narrow
TATT,G1,Q,TATT,0.148332383502,4317680,665,21,middle_excluded
TAX,G2,Q,TAX,0.0582814313083,13711106,1740,21,narrow
TAYD,C,Q,TAYD,0.551144660524,1352127,704,21,wide
TBBK,C,Q,TBBK,0.0269032021293,6961805,1659,21,narrow
TBI,G2,N,TBI,0.0297751364426,13190160,2128,21,narrow
TBK,G3,Q,TBK,0.124564677994,10731896,1345,21,middle_excluded
TBNK,C,Q,TBNK,0.154444394199,5477094,1160,21,wide
TBPH,C,Q,TBPH,0.117683103774,15273239,2329,21,middle_excluded
TBRA,C,Q,TBRA,0.0975347791625,40983310,3195,21,narrow
TCBI,G2,Q,TCBI,0.0799533101829,13098370,2528,21,narrow
TCBK,C,Q,TCBK,0.0982963663672,5501409,1252,21,narrow
TCCO,G1,Q,TCCO,0.0881381151437,9391464,1274,21,narrow
TCFC,C,Q,TCFC,1.03607630385,402825,287,21,wide
TCI,C,N,TCI,0.376674161313,16812,76,19,wide
TCON,G1,Q,TCON,0.121380808042,11927282,1495,21,middle_excluded
TCS,C,N,TCS,0.0275920936489,6017542,2097,21,narrow
TCX,G3,Q,TCX,0.105391572263,6996967,2020,21,middle_excluded
TDOC,G2,N,TDOC,0.0371770194921,18404615,2977,21,narrow
TECD,C,Q,TECD,0.0852002309126,57177470,3755,21,narrow
TEGP,C,N,TEGP,0.0734004450831,22275616,2542,21,narrow
TENX,C,Q,TENX,0.0949206259719,2428991,975,21,narrow
TESO,G1,Q,TESO,0.0354796303073,6211807,1892,21,narrow
TESS,G1,Q,TESS,0.219944197237,678961,528,21,wide
TG,G1,N,TG,0.077321593537,1701134,1380,21,narrow
TGEN,C,Q,TGEN,0.154360013575,9797230,1077,21,wide
TGH,G1,N,TGH,0.0248037657726,11204580,2803,21,narrow
TGI,G2,N,TGI,0.0387080258653,18154354,3537,21,narrow
TGLS,C,Q,TGLS,0.145537692334,17677088,1188,21,middle_excluded
TGP,G2,N,TGP,0.0435528550362,28631406,3947,21,narrow
TGTX,G3,Q,TGTX,0.0285268770098,9965651,2876,21,narrow
THFF,G2,Q,THFF,0.246235877846,7077451,1257,21,wide
THR,C,N,THR,0.0489922010202,27552809,2077,21,narrow
THRM,G2,Q,THRM,0.0446934722051,24152015,2822,21,narrow
TIK,G1,A,TIK,0.0997742451756,522605,303,21,narrow
TIL,C,Q,TIL,0.174001175809,2428371,440,21,wide
TILE,G2,Q,TILE,0.0191177824514,11694490,2454,21,narrow
TIME,G2,N,TIME,0.0139721373154,7350085,2613,21,narrow
TIPT,G1,Q,TIPT,0.0970214962298,2305702,880,21,narrow
TIS,C,A,TIS,0.098921478163,14997791,1802,21,narrow
TISI,G2,N,TISI,0.0506544882024,8349345,2120,21,narrow
TITN,C,Q,TITN,0.0458130852302,11648599,1601,21,narrow
TIVO,G1,Q,TIVO,0.0181279363605,45349787,3270,19,narrow
TKR,G3,N,TKR,0.0176149877244,11302523,2633,21,narrow
TLF,G1,Q,TLF,0.192210992745,3314486,525,21,wide
TLGT,C,Q,TLGT,0.0288325499261,6289492,1898,21,narrow
TLP,C,N,TLP,0.420252311244,13995188,2170,21,wide
TLYS,C,N,TLYS,0.0303297598615,14389032,3239,21,narrow
TMH,G1,N,TMH,0.0392288348528,16859063,3081,21,narrow
TMHC,C,N,TMHC,0.027839070855,4097681,1771,21,narrow
TMP,C,A,TMP,0.795347302934,16132773,1458,21,wide
TMST,C,N,TMST,0.0331329777815,9311630,2885,21,narrow
TNAV,G1,Q,TNAV,0.042131776917,1750003,979,21,narrow
TNC,G3,N,TNC,0.33040856086,3507755,1363,21,wide
TNDM,G2,Q,TNDM,0.0434245384947,6357619,2076,21,narrow
TNET,C,N,TNET,0.0207479304958,3488710,1702,21,narrow
TNGO,C,Q,TNGO,0.0314872742581,9776208,1811,21,narrow
TNH,C,N,TNH,0.851953120042,8275257,2191,21,wide
TNP,C,N,TNP,0.0191087148324,13365432,3146,21,narrow
TNXP,C,Q,TNXP,0.00809686373066,101222365,5276,21,narrow
TOF,G2,A,TOF,0.0923130948419,2187640,722,21,narrow
TOO,C,N,TOO,0.0226449504488,21957694,4069,21,narrow
TORM,G2,Q,TORM,0.476449160798,927131,458,21,wide
TOWN,G2,Q,TOWN,0.0694720252865,2214146,1578,21,narrow
TOWR,G2,N,TOWR,0.0548537735654,15892013,2150,21,narrow
TPC,G1,N,TPC,0.0322885738463,11618888,2483,21,narrow
TPHS,C,A,TPHS,0.0588068084734,13109532,1284,21,narrow
TPL,C,N,TPL,2.95021839019,35151339,1945,21,wide
TPRE,G2,N,TPRE,0.0140458658324,2522636,1320,21,narrow
TR,G3,N,TR,0.0554813105915,8439304,1817,21,narrow
TRC,C,N,TRC,0.170594864106,3383033,1236,21,wide
TRCB,C,Q,TRCB,0.218786079041,3026336,560,21,wide
TREC,G3,N,TREC,0.0770903261799,2127691,963,21,narrow
TREE,G3,Q,TREE,0.271623451633,40097932,3612,21,wide
TREX,C,N,TREX,0.0987447315092,14109050,2576,21,narrow
TRIL,G1,Q,TRIL,0.156093495676,7905126,2079,21,wide
TRK,C,N,TRK,0.112575306017,5690046,1025,21,middle_excluded
TRMK,C,Q,TRMK,0.0269607731814,7941396,2379,21,narrow
TRNC,C,Q,TRNC,0.0560371769577,5730286,1505,21,narrow
TRNS,G1,Q,TRNS,0.490839738587,3583761,577,21,wide
TROV,G1,Q,TROV,0.0283635413101,8592097,2690,21,narrow
TRR,G1,N,TRR,0.050303774352,1559526,1208,21,narrow
TRS,G3,Q,TRS,0.0434747779619,7916434,1796,21,narrow
TRST,G2,Q,TRST,0.0250685493428,4419135,1755,21,narrow
TRT,C,A,TRT,0.107145301676,13890007,1150,21,middle_excluded
TRUE,C,Q,TRUE,0.0199668139814,9050691,2436,21,narrow
TRUP,C,Q,TRUP,0.0792398632181,6249656,1904,21,narrow
TRVN,C,Q,TRVN,0.0236129487388,4888144,2260,21,narrow
TSBK,C,Q,TSBK,0.162845636972,3631801,686,21,wide
TSC,G1,Q,TSC,0.117458991513,4849345,1123,21,middle_excluded
TSE,G2,N,TSE,0.0751673912185,36892875,4239,21,narrow
TSEM,C,Q,TSEM,0.0152505352815,16339159,2582,21,narrow
TSQ,C,N,TSQ,0.0572764285605,12478733,1297,21,narrow
TSRA,G2,Q,TSRA,0.0341223947801,12203567,2720,21,narrow
TSRI,G2,Q,TSRI,0.317748576789,48349523,2248,21,wide
TTEC,G2,Q,TTEC,0.166505501512,2678373,1267,21,wide
TTEK,G2,Q,TTEK,0.0387885537572,8202779,2357,21,narrow
TTGT,C,Q,TTGT,0.0341944050061,4352641,1609,21,narrow
TTMI,C,Q,TTMI,0.0131132252659,36465505,2972,21,narrow
TTNP,G3,Q,TTNP,0.0366721177343,9934910,2775,21,narrow
TTOO,C,Q,TTOO,0.0462986389459,23540946,2157,21,narrow
TTPH,C,Q,TTPH,0.0213616775582,6954048,2293,21,narrow
TTS,G2,Q,TTS,0.0229190580957,34230146,2653,21,narrow
TUBE,C,Q,TUBE,0.0266770906333,10272545,2705,21,narrow
TUES,G2,Q,TUES,0.0341463457437,5764333,1877,21,narrow
TVIA,G1,Q,TVIA,0.0199320531656,13006238,2949,21,narrow
TVPT,C,N,TVPT,0.0129140770719,11354080,2444,21,narrow
TWI,C,N,TWI,0.0183853224877,9629670,2387,21,narrow
TWIN,C,Q,TWIN,0.146626827034,14635837,1217,21,middle_excluded
TWMC,G3,Q,TWMC,0.0870301073386,29027501,1037,21,narrow
TWOU,C,Q,TWOU,0.0418157444633,12576745,2871,21,narrow
TYPE,G1,Q,TYPE,0.0403715667762,5730525,1925,21,narrow
TZOO,G1,Q,TZOO,0.0731884597972,3505363,1577,21,narrow
UAM,C,N,UAM,0.0174860309147,1845919,1263,21,narrow
UAN,C,N,UAN,0.0196399985964,9432916,3112,21,narrow
UBCP,G2,Q,UBCP,0.371003066867,2174010,800,21,wide
UBFO,G1,Q,UBFO,0.121207089125,697505,345,21,middle_excluded
UBNK,C,Q,UBNK,0.0387313015183,2568262,1173,21,narrow
UBOH,G1,Q,UBOH,0.909367184616,370049,370,21,wide
UBSH,C,Q,UBSH,0.0651873960696,5323276,1513,21,narrow
UBSI,G1,Q,UBSI,0.0319382570497,7277511,2141,21,narrow
UCBA,G2,Q,UCBA,0.479127790663,129781,150,21,wide
UCBI,C,Q,UCBI,0.022275212922,6151080,1638,21,narrow
UCFC,C,Q,UCFC,0.0333380662964,1944300,1039,21,narrow
UCP,G1,N,UCP,0.10052765368,4502916,958,21,middle_excluded
UCTT,C,Q,UCTT,0.0284975777661,3800500,1320,21,narrow
UEIC,G1,Q,UEIC,0.388728465943,20771618,2181,21,wide
UEPS,C,Q,UEPS,0.0277941920167,6952000,2018,21,narrow
UFAB,C,A,UFAB,0.14934299272,6571173,871,21,middle_excluded
UFCS,C,Q,UFCS,0.161900076722,10199170,1494,21,wide
UFI,C,N,UFI,0.121958891591,19452964,1964,21,middle_excluded
UFPI,C,Q,UFPI,0.263736864307,16186394,2335,21,wide
UFPT,G1,Q,UFPT,0.459505439234,13778925,1471,21,wide
UFS,C,N,UFS,0.0301113195224,17053352,3160,21,narrow
UG,G2,Q,UG,0.823016115753,1344312,745,21,wide
UIHC,C,Q,UIHC,0.0606913081294,8150432,1756,21,narrow
UIS,G1,N,UIS,0.0117446081076,6188319,2365,21,narrow
ULBI,G2,Q,ULBI,0.0701116443863,5918749,972,21,narrow
ULH,G3,Q,ULH,0.115807947193,4611779,706,21,middle_excluded
UNAM,G2,Q,UNAM,0.412235683546,171020,132,16,wide
UNB,G2,Q,UNB,1.04419862494,914431,511,21,wide
UNF,G1,N,UNF,0.407868878235,17147318,2187,21,wide
UNFI,C,Q,UNFI,0.059733664025,30479650,4006,21,narrow
UNT,C,N,UNT,0.0312956649948,16159127,3723,21,narrow
UNTY,G3,Q,UNTY,0.231868077313,2242612,725,21,wide
UNVR,C,N,UNVR,0.0189060099707,9045119,2220,21,narrow
UPLD,C,Q,UPLD,0.173856512147,6474877,1191,21,wide
USAC,C,N,USAC,0.137574694857,10304119,2132,21,middle_excluded
USAK,C,Q,USAK,0.0687205812332,16054864,1668,21,narrow
USAP,C,Q,USAP,0.255706402163,4827728,946,21,wide
USAT,G3,Q,USAT,0.0177701106289,14990021,2821,21,narrow
USCR,G3,Q,USCR,0.0929480076806,38589144,3783,21,narrow
USDP,G3,N,USDP,0.186490024143,7091792,1333,21,wide
USLM,C,Q,USLM,1.97556569602,1622602,600,21,wide
USNA,G1,N,USNA,0.476836127233,9978918,2082,21,wide
USPH,G3,N,USPH,0.161275213684,25508067,2334,21,wide
UTEK,C,Q,UTEK,0.0428934230933,7559496,1574,21,narrow
UTI,C,N,UTI,0.0290491144453,12290488,1940,21,narrow
UTL,C,N,UTL,0.0794948748335,4362668,1352,21,narrow
UTMD,G2,Q,UTMD,1.81937844809,6907957,912,21,wide
UUU,G1,A,UUU,0.130009228847,947594,426,21,middle_excluded
UUUU,C,A,UUUU,0.0134795492285,28840555,2762,21,narrow
UVE,G2,N,UVE,0.0409001137432,5920355,2811,21,narrow
UVSP,G2,Q,UVSP,0.0588225182671,6142724,1440,21,narrow
UVV,G2,N,UVV,0.0760209073775,6933366,1995,21,narrow
VA,G1,Q,VA,0.0409996800914,76646275,3967,21,narrow
VAC,C,N,VAC,0.126604328424,16124852,2439,21,middle_excluded
VALU,C,Q,VALU,0.72848369662,482722,484,21,wide
VASC,G3,Q,VASC,0.156562317177,13221098,2178,21,wide
VBFC,G2,Q,VBFC,1.2558228644,130303,186,16,wide
VBLT,G1,Q,VBLT,0.0280292586819,45445147,3748,21,narrow
VBTX,C,Q,VBTX,0.106502813875,6521470,1021,21,middle_excluded
VC,C,N,VC,0.0566556789572,9805744,2287,21,narrow
VCEL,G1,Q,VCEL,0.0352900160427,10270717,2455,21,narrow
VCRA,C,N,VCRA,0.0306853688919,12334739,2518,21,narrow
VCYT,C,Q,VCYT,0.0548709015989,5130818,1382,21,narrow
VDSI,G3,Q,VDSI,0.0344612259852,11462406,2554,21,narrow
VEC,C,N,VEC,0.0846465865087,37960138,2631,21,narrow
VECO,G2,Q,VECO,0.0305524060477,10034506,2174,21,narrow
VGR,C,N,VGR,0.0235452412717,9026088,3594,21,narrow
VHC,G1,A,VHC,0.0214355633703,69647246,4789,21,narrow
VIA,G1,Q,VIA,0.132300646694,6395448,2179,21,middle_excluded
VICR,G2,Q,VICR,0.0874117511989,5524798,1404,21,narrow
VIRC,G1,Q,VIRC,0.0940639185883,4873551,974,21,narrow
VIRT,G1,Q,VIRT,0.0293495826199,7989600,2677,21,narrow
VISI,G3,A,VISI,0.0593478393284,32981412,1866,21,narrow
VIVO,G1,Q,VIVO,0.0315113297071,6544291,2031,21,narrow
VLGEA,C,Q,VLGEA,0.2024371632,10357262,1380,21,wide
VLP,C,N,VLP,0.25115596259,24940538,2381,21,wide
VLTC,G2,Q,VLTC,0.0673640138313,4770933,1538,21,narrow
VMI,G1,N,VMI,0.540191585795,11839300,2219,21,wide
VNCE,G2,N,VNCE,0.0177245117256,10484831,2395,21,narrow
VNDA,G3,Q,VNDA,0.0337109568786,28641816,3784,21,narrow
VNOM,C,Q,VNOM,0.12075957474,14270691,1879,21,middle_excluded
VNRX,C,A,VNRX,0.0688106319551,26816761,2222,21,narrow
VOC,C,N,VOC,0.0419806968138,3226773,1303,21,narrow
VOXX,G2,Q,VOXX,0.0251647490351,9318613,1501,21,narrow
VPG,G3,N,VPG,0.0456743303373,3996079,1418,21,narrow
VRA,C,Q,VRA,0.0402366830505,10023493,1789,21,narrow
VRNS,G2,Q,VRNS,0.0676115190886,9616898,1806,21,narrow
VRNT,G1,Q,VRNT,0.0330716145516,36256010,3330,21,narrow
VRTS,G1,Q,VRTS,0.564824504843,15142305,1893,21,wide
VRTU,C,Q,VRTU,0.0405107705773,19741226,2867,21,narrow
VRTV,G2,N,VRTV,0.334446838998,6818361,1810,21,wide
VSAR,G2,Q,VSAR,0.108971549018,25783911,2080,21,middle_excluded
VSEC,C,Q,VSEC,0.689035478912,5551540,973,21,wide
VSH,G1,N,VSH,0.0160638376542,9398085,2524,21,narrow
VSI,G1,N,VSI,0.0369532260984,45349717,2774,21,narrow
VSLR,G1,N,VSLR,0.0160429559545,15977154,3604,21,narrow
VSTO,C,N,VSTO,0.0371841554216,12615413,3133,21,narrow
VTL,G2,Q,VTL,0.0497574151981,14263159,1355,21,narrow
VTTI,G1,N,VTTI,0.178775322168,19831061,1909,21,wide
VTVT,C,Q,VTVT,0.0848751071614,12315538,1457,21,narrow
VUZI,G2,Q,VUZI,0.0400409874248,27736473,3953,21,narrow
VVI,G2,N,VVI,0.0795132392263,4723486,1475,21,narrow
VYGR,C,Q,VYGR,0.297587803578,30218256,2002,21,wide
WABC,C,Q,WABC,0.136488087313,7149655,1501,21,middle_excluded
WAC,G2,N,WAC,0.0159629020548,5364971,2208,21,narrow
WAFD,G3,Q,WAFD,0.0252365278879,6219563,2035,21,narrow
WAGE,G1,N,WAGE,0.109889267023,12181625,2372,21,middle_excluded
WAIR,G3,N,WAIR,0.0173961920818,5015260,1991,21,narrow
WASH,G1,Q,WASH,0.212543998903,5583837,1562,21,wide
WATT,C,Q,WATT,0.0487138720361,71224303,6252,21,narrow
WAYN,C,Q,WAYN,0.328152940525,162607,149,21,wide
WBB,C,Q,WBB,0.515316289611,1430648,396,21,wide
WBKC,C,Q,WBKC,0.615307711686,44063,108,21,wide
WBMD,C,Q,WBMD,0.0559252154211,26204722,3204,21,narrow
WCC,G1,N,WCC,0.0614379218714,22261760,2831,21,narrow
WCIC,G2,N,WCIC,0.0239750904135,26910804,3003,21,narrow
WD,C,N,WD,0.0652264174885,8583632,1747,21,narrow
WDFC,G3,Q,WDFC,0.380204953568,13491649,2127,21,wide
WEB,G2,Q,WEB,0.0278965850639,4300754,1808,21,narrow
WEBK,G2,Q,WEBK,1.20045444368,157302,204,21,wide
WERN,G1,Q,WERN,0.0215375724008,12006776,2630,21,narrow
WEYS,C,Q,WEYS,0.448521840809,6543668,1120,21,wide
WFBI,C,Q,WFBI,0.245558337051,3135647,742,21,wide
WGO,G3,N,WGO,0.0388946492731,13667003,2570,21,narrow
WHG,C,N,WHG,0.613091215814,6770553,1113,21,wide
WHLM,C,Q,WHLM,0.555614106564,404528,238,19,wide
WIFI,C,Q,WIFI,0.0260081643883,7134962,1920,21,narrow
WINA,G1,Q,WINA,2.57196972063,2440259,716,21,wide
WING,C,Q,WING,0.0432160051651,10142782,2271,21,narrow
WINS,C,Q,WINS,1.2057722529,662707,369,19,wide
WINT,C,Q,WINT,0.0552835293601,8785536,1661,21,narrow
WIRE,G2,Q,WIRE,0.0955890889706,22609489,1917,21,narrow
WIX,G2,Q,WIX,0.0792069475091,57120861,3564,21,narrow
WK,G1,N,WK,0.0471818402503,9597803,2416,21,narrow
WLB,C,Q,WLB,0.0464760112744,5497074,1866,21,narrow
WLDN,C,Q,WLDN,0.110213055705,11946088,2254,21,middle_excluded
WLFC,C,Q,WLFC,0.203831998604,11462150,1790,21,wide
WLH,C,N,WLH,0.0304324419417,12984192,2915,21,narrow
WLKP,G3,N,WLKP,0.169134275167,5210087,1473,21,wide
WMAR,C,Q,WMAR,0.0457393081429,1733595,939,21,narrow
WMIH,G1,Q,WMIH,0.0124145481984,22527731,2261,21,narrow
WMK,C,N,WMK,0.239516290309,2898177,1437,21,wide
WMLP,C,N,WMLP,0.121211158085,10397958,789,21,middle_excluded
WMS,G2,N,WMS,0.0324245451021,20245314,2384,21,narrow
WNRL,G3,N,WNRL,0.0482468171457,35490692,2911,21,narrow
WOR,C,N,WOR,0.057559283983,14120782,3078,21,narrow
WPT,C,N,WPT,0.0735166596217,13236393,1324,21,narrow
WRLD,C,Q,WRLD,0.281525627214,29172250,2260,21,wide
WSBC,C,Q,WSBC,0.113091965299,4994498,1632,21,middle_excluded
WSBF,G1,Q,WSBF,0.0377658403734,3058801,1374,21,narrow
WSCI,G3,Q,WSCI,0.132615002889,1661620,528,21,middle_excluded
WSFS,G3,Q,WSFS,0.0785030503274,5318970,1583,21,narrow
WSO B,C,N,WSO B,1.99241073568,4173,32,10,wide
WSTC,C,Q,WSTC,0.0375392572493,24266555,1984,21,narrow
WSTG,G2,Q,WSTG,0.565903433654,3779472,988,21,wide
WTBA,G1,Q,WTBA,0.179669752278,5711736,1019,21,wide
WTFC,C,Q,WTFC,0.075739641775,9794347,2180,21,narrow
WTS,G1,N,WTS,0.116303137187,5144099,2091,21,middle_excluded
WVE,G3,Q,WVE,0.368240514943,49636607,2253,21,wide
WVFC,C,Q,WVFC,0.679432171965,151775,206,21,wide
WVVI,C,Q,WVVI,0.24839812493,953191,705,21,wide
WWE,C,N,WWE,0.0253025613113,6757359,2803,21,narrow
XBIT,C,Q,XBIT,0.116772922272,5118716,1967,21,middle_excluded
XCRA,C,Q,XCRA,0.0183850547701,4032765,1413,21,narrow
XELB,G3,Q,XELB,0.210580037258,2194433,764,21,wide
XENE,G2,Q,XENE,0.10549232332,13784853,1420,21,middle_excluded
XENT,G1,Q,XENT,0.0468295954087,5923162,1954,21,narrow
XLRN,C,Q,XLRN,0.14439304887,26016534,2742,21,middle_excluded
XNCR,C,Q,XNCR,0.060737937282,19095514,2485,21,narrow
XONE,C,Q,XONE,0.0599854966731,6108757,2590,21,narrow
XOXO,C,N,XOXO,0.0487683609125,16318391,1712,21,narrow
XPLR,C,Q,XPLR,0.0615528347557,13485589,1234,21,narrow
XRM,C,N,XRM,0.0367138863306,5383366,1589,21,narrow
XTLY,G1,N,XTLY,0.0309117126964,15073045,2958,21,narrow
XXIA,G3,Q,XXIA,0.023960027629,5370442,1600,21,narrow
YDKN,C,N,YDKN,0.0309444819891,6067141,1856,21,narrow
YECO,C,Q,YECO,0.0906994950255,10300125,1279,21,narrow
YORW,G1,Q,YORW,0.178827094639,9311702,1655,21,wide
YUME,C,N,YUME,0.0342985438403,4052028,1596,21,narrow
ZAGG,G2,Q,ZAGG,0.0173988175697,10757759,2925,21,narrow
ZEUS,C,Q,ZEUS,0.0910275068961,21855014,2535,21,narrow
ZFC,G2,N,ZFC,0.0548062102973,5863890,1366,21,narrow
ZFGN,C,Q,ZFGN,0.0161652455508,12198372,2751,21,narrow
ZG,C,Q,ZG,0.0332280033257,13174878,2948,21,narrow
ZGNX,G1,Q,ZGNX,0.0371333356824,9918885,2249,21,narrow
ZIXI,C,Q,ZIXI,0.0190349957815,3936263,1880,21,narrow
ZLTQ,C,Q,ZLTQ,0.0527327331459,13198487,3151,21,narrow
ZUMZ,G1,Q,ZUMZ,0.0333172079687,11593559,2608,21,narrow
ZYNE,C,Q,ZYNE,0.0693996930949,15147352,3540,21,narrow
