start,end,ticker
2006-01-31,2006-04-29,2887.TW
2006-01-31,2006-04-29,2888.TW
2006-01-31,2006-04-29,2890.TW
2006-01-31,2006-04-29,2891.TW
2006-01-31,2006-04-29,2892.TW
2006-01-31,2006-04-29,3009.TW
2006-01-31,2006-04-29,3012.TW
2006-01-31,2006-04-29,3034.TW
2006-01-31,2006-04-29,3045.TW
2006-01-31,2006-04-29,3711.TW
2006-01-31,2006-04-29,4904.TW
2006-01-31,2006-04-29,5880.TW
2006-01-31,2006-04-29,6004.TW
2006-01-31,2006-04-29,6505.TW
2006-01-31,2006-04-29,9904.TW
2006-04-30,2006-07-30,1301.TW
2006-04-30,2006-07-30,1303.TW
2006-04-30,2006-07-30,1326.TW
2006-04-30,2006-07-30,1402.TW
2006-04-30,2006-07-30,2002.TW
2006-04-30,2006-07-30,2301.TW
2006-04-30,2006-07-30,2303.TW
2006-04-30,2006-07-30,2308.TW
2006-04-30,2006-07-30,2317.TW
2006-04-30,2006-07-30,2324.TW
2006-04-30,2006-07-30,2325.TW
2006-04-30,2006-07-30,2330.TW
2006-04-30,2006-07-30,2352.TW
2006-04-30,2006-07-30,2353.TW
2006-04-30,2006-07-30,2354.TW
2006-04-30,2006-07-30,2357.TW
2006-04-30,2006-07-30,2382.TW
2006-04-30,2006-07-30,2408.TW
2006-04-30,2006-07-30,2409.TW
2006-04-30,2006-07-30,2412.TW
2006-04-30,2006-07-30,2454.TW
2006-04-30,2006-07-30,2474.TW
2006-04-30,2006-07-30,2475.TW
2006-04-30,2006-07-30,2498.TW
2006-04-30,2006-07-30,2603.TW
2006-04-30,2006-07-30,2609.TW
2006-04-30,2006-07-30,2610.TW
2006-04-30,2006-07-30,2801.TW
2006-04-30,2006-07-30,2880.TW
2006-04-30,2006-07-30,2881.TW
2006-04-30,2006-07-30,2882.TW
2006-04-30,2006-07-30,2883.TW
2006-04-30,2006-07-30,2884.TW
2006-04-30,2006-07-30,2886.TW
2006-04-30,2006-07-30,2887.TW
2006-04-30,2006-07-30,2888.TW
2006-04-30,2006-07-30,2890.TW
2006-04-30,2006-07-30,2891.TW
2006-04-30,2006-07-30,2892.TW
2006-04-30,2006-07-30,3009.TW
2006-04-30,2006-07-30,3012.TW
2006-04-30,2006-07-30,3034.TW
2006-04-30,2006-07-30,3045.TW
2006-04-30,2006-07-30,3711.TW
2006-04-30,2006-07-30,4904.TW
2006-04-30,2006-07-30,5880.TW
2006-04-30,2006-07-30,6004.TW
2006-04-30,2006-07-30,6505.TW
2006-04-30,2006-07-30,8078.TW
2006-04-30,2006-07-30,9904.TW
2006-07-31,2007-01-30,1216.TW
2006-07-31,2007-01-30,1301.TW
2006-07-31,2007-01-30,1303.TW
2006-07-31,2007-01-30,1326.TW
2006-07-31,2007-01-30,1402.TW
2006-07-31,2007-01-30,2002.TW
2006-07-31,2007-01-30,2301.TW
2006-07-31,2007-01-30,2303.TW
2006-07-31,2007-01-30,2308.TW
2006-07-31,2007-01-30,2317.TW
2006-07-31,2007-01-30,2324.TW
2006-07-31,2007-01-30,2325.TW
2006-07-31,2007-01-30,2330.TW
2006-07-31,2007-01-30,2353.TW
2006-07-31,2007-01-30,2354.TW
2006-07-31,2007-01-30,2357.TW
2006-07-31,2007-01-30,2382.TW
2006-07-31,2007-01-30,2408.TW
2006-07-31,2007-01-30,2409.TW
2006-07-31,2007-01-30,2412.TW
2006-07-31,2007-01-30,2454.TW
2006-07-31,2007-01-30,2474.TW
2006-07-31,2007-01-30,2475.TW
2006-07-31,2007-01-30,2498.TW
2006-07-31,2007-01-30,2603.TW
2006-07-31,2007-01-30,2801.TW
2006-07-31,2007-01-30,2880.TW
2006-07-31,2007-01-30,2881.TW
2006-07-31,2007-01-30,2882.TW
2006-07-31,2007-01-30,2883.TW
2006-07-31,2007-01-30,2884.TW
2006-07-31,2007-01-30,2886.TW
2006-07-31,2007-01-30,2887.TW
2006-07-31,2007-01-30,2888.TW
2006-07-31,2007-01-30,2890.TW
2006-07-31,2007-01-30,2891.TW
2006-07-31,2007-01-30,2892.TW
2006-07-31,2007-01-30,3008.TW
2006-07-31,2007-01-30,3009.TW
2006-07-31,2007-01-30,3034.TW
2006-07-31,2007-01-30,3045.TW
2006-07-31,2007-01-30,3474.TW
2006-07-31,2007-01-30,3711.TW
2006-07-31,2007-01-30,4904.TW
2006-07-31,2007-01-30,5880.TW
2006-07-31,2007-01-30,6004.TW
2006-07-31,2007-01-30,6505.TW
2006-07-31,2007-01-30,8046.TW
2006-07-31,2007-01-30,8078.TW
2006-07-31,2007-01-30,9904.TW
2007-01-31,2007-04-29,1101.TW
2007-01-31,2007-04-29,1102.TW
2007-01-31,2007-04-29,1216.TW
2007-01-31,2007-04-29,1301.TW
2007-01-31,2007-04-29,1303.TW
2007-01-31,2007-04-29,1326.TW
2007-01-31,2007-04-29,1402.TW
2007-01-31,2007-04-29,2002.TW
2007-01-31,2007-04-29,2301.TW
2007-01-31,2007-04-29,2303.TW
2007-01-31,2007-04-29,2308.TW
2007-01-31,2007-04-29,2317.TW
2007-01-31,2007-04-29,2324.TW
2007-01-31,2007-04-29,2325.TW
2007-01-31,2007-04-29,2330.TW
2007-01-31,2007-04-29,2353.TW
2007-01-31,2007-04-29,2354.TW
2007-01-31,2007-04-29,2357.TW
2007-01-31,2007-04-29,2382.TW
2007-01-31,2007-04-29,2408.TW
2007-01-31,2007-04-29,2409.TW
2007-01-31,2007-04-29,2412.TW
2007-01-31,2007-04-29,2454.TW
2007-01-31,2007-04-29,2474.TW
2007-01-31,2007-04-29,2475.TW
2007-01-31,2007-04-29,2498.TW
2007-01-31,2007-04-29,2801.TW
2007-01-31,2007-04-29,2880.TW
2007-01-31,2007-04-29,2881.TW
2007-01-31,2007-04-29,2882.TW
2007-01-31,2007-04-29,2883.TW
2007-01-31,2007-04-29,2884.TW
2007-01-31,2007-04-29,2886.TW
2007-01-31,2007-04-29,2887.TW
2007-01-31,2007-04-29,2888.TW
2007-01-31,2007-04-29,2890.TW
2007-01-31,2007-04-29,2891.TW
2007-01-31,2007-04-29,2892.TW
2007-01-31,2007-04-29,3008.TW
2007-01-31,2007-04-29,3009.TW
2007-01-31,2007-04-29,3034.TW
2007-01-31,2007-04-29,3045.TW
2007-01-31,2007-04-29,3474.TW
2007-01-31,2007-04-29,3481.TW
2007-01-31,2007-04-29,3711.TW
2007-01-31,2007-04-29,4904.TW
2007-01-31,2007-04-29,5880.TW
2007-01-31,2007-04-29,6505.TW
2007-01-31,2007-04-29,8046.TW
2007-01-31,2007-04-29,9904.TW
2007-04-30,2007-07-30,1101.TW
2007-04-30,2007-07-30,1102.TW
2007-04-30,2007-07-30,1216.TW
2007-04-30,2007-07-30,1301.TW
2007-04-30,2007-07-30,1303.TW
2007-04-30,2007-07-30,1326.TW
2007-04-30,2007-07-30,1402.TW
2007-04-30,2007-07-30,2002.TW
2007-04-30,2007-07-30,2301.TW
2007-04-30,2007-07-30,2303.TW
2007-04-30,2007-07-30,2308.TW
2007-04-30,2007-07-30,2317.TW
2007-04-30,2007-07-30,2324.TW
2007-04-30,2007-07-30,2325.TW
2007-04-30,2007-07-30,2330.TW
2007-04-30,2007-07-30,2353.TW
2007-04-30,2007-07-30,2354.TW
2007-04-30,2007-07-30,2357.TW
2007-04-30,2007-07-30,2382.TW
2007-04-30,2007-07-30,2408.TW
2007-04-30,2007-07-30,2409.TW
2007-04-30,2007-07-30,2412.TW
2007-04-30,2007-07-30,2454.TW
2007-04-30,2007-07-30,2474.TW
2007-04-30,2007-07-30,2498.TW
2007-04-30,2007-07-30,2801.TW
2007-04-30,2007-07-30,2880.TW
2007-04-30,2007-07-30,2881.TW
2007-04-30,2007-07-30,2882.TW
2007-04-30,2007-07-30,2883.TW
2007-04-30,2007-07-30,2884.TW
2007-04-30,2007-07-30,2885.TW
2007-04-30,2007-07-30,2886.TW
2007-04-30,2007-07-30,2887.TW
2007-04-30,2007-07-30,2888.TW
2007-04-30,2007-07-30,2890.TW
2007-04-30,2007-07-30,2891.TW
2007-04-30,2007-07-30,2892.TW
2007-04-30,2007-07-30,3008.TW
2007-04-30,2007-07-30,3009.TW
2007-04-30,2007-07-30,3034.TW
2007-04-30,2007-07-30,3045.TW
2007-04-30,2007-07-30,3474.TW
2007-04-30,2007-07-30,3481.TW
2007-04-30,2007-07-30,3711.TW
2007-04-30,2007-07-30,4904.TW
2007-04-30,2007-07-30,5880.TW
2007-04-30,2007-07-30,6505.TW
2007-04-30,2007-07-30,8046.TW
2007-04-30,2007-07-30,9904.TW
2007-07-31,2007-10-30,1101.TW
2007-07-31,2007-10-30,1102.TW
2007-07-31,2007-10-30,1216.TW
2007-07-31,2007-10-30,1301.TW
2007-07-31,2007-10-30,1303.TW
2007-07-31,2007-10-30,1326.TW
2007-07-31,2007-10-30,1402.TW
2007-07-31,2007-10-30,2002.TW
2007-07-31,2007-10-30,2301.TW
2007-07-31,2007-10-30,2303.TW
2007-07-31,2007-10-30,2308.TW
2007-07-31,2007-10-30,2317.TW
2007-07-31,2007-10-30,2324.TW
2007-07-31,2007-10-30,2325.TW
2007-07-31,2007-10-30,2330.TW
2007-07-31,2007-10-30,2353.TW
2007-07-31,2007-10-30,2354.TW
2007-07-31,2007-10-30,2357.TW
2007-07-31,2007-10-30,2382.TW
2007-07-31,2007-10-30,2408.TW
2007-07-31,2007-10-30,2409.TW
2007-07-31,2007-10-30,2412.TW
2007-07-31,2007-10-30,2454.TW
2007-07-31,2007-10-30,2474.TW
2007-07-31,2007-10-30,2498.TW
2007-07-31,2007-10-30,2801.TW
2007-07-31,2007-10-30,2880.TW
2007-07-31,2007-10-30,2881.TW
2007-07-31,2007-10-30,2882.TW
2007-07-31,2007-10-30,2883.TW
2007-07-31,2007-10-30,2884.TW
2007-07-31,2007-10-30,2885.TW
2007-07-31,2007-10-30,2886.TW
2007-07-31,2007-10-30,2887.TW
2007-07-31,2007-10-30,2888.TW
2007-07-31,2007-10-30,2890.TW
2007-07-31,2007-10-30,2891.TW
2007-07-31,2007-10-30,2892.TW
2007-07-31,2007-10-30,2912.TW
2007-07-31,2007-10-30,3009.TW
2007-07-31,2007-10-30,3034.TW
2007-07-31,2007-10-30,3045.TW
2007-07-31,2007-10-30,3474.TW
2007-07-31,2007-10-30,3481.TW
2007-07-31,2007-10-30,3711.TW
2007-07-31,2007-10-30,4904.TW
2007-07-31,2007-10-30,5880.TW
2007-07-31,2007-10-30,6505.TW
2007-07-31,2007-10-30,8046.TW
2007-07-31,2007-10-30,9904.TW
2007-10-31,2008-04-29,1101.TW
2007-10-31,2008-04-29,1102.TW
2007-10-31,2008-04-29,1216.TW
2007-10-31,2008-04-29,1301.TW
2007-10-31,2008-04-29,1303.TW
2007-10-31,2008-04-29,1326.TW
2007-10-31,2008-04-29,1402.TW
2007-10-31,2008-04-29,2002.TW
2007-10-31,2008-04-29,2301.TW
2007-10-31,2008-04-29,2303.TW
2007-10-31,2008-04-29,2308.TW
2007-10-31,2008-04-29,2317.TW
2007-10-31,2008-04-29,2324.TW
2007-10-31,2008-04-29,2325.TW
2007-10-31,2008-04-29,2330.TW
2007-10-31,2008-04-29,2347.TW
2007-10-31,2008-04-29,2353.TW
2007-10-31,2008-04-29,2354.TW
2007-10-31,2008-04-29,2357.TW
2007-10-31,2008-04-29,2382.TW
2007-10-31,2008-04-29,2408.TW
2007-10-31,2008-04-29,2409.TW
2007-10-31,2008-04-29,2412.TW
2007-10-31,2008-04-29,2454.TW
2007-10-31,2008-04-29,2474.TW
2007-10-31,2008-04-29,2498.TW
2007-10-31,2008-04-29,2801.TW
2007-10-31,2008-04-29,2880.TW
2007-10-31,2008-04-29,2881.TW
2007-10-31,2008-04-29,2882.TW
2007-10-31,2008-04-29,2883.TW
2007-10-31,2008-04-29,2885.TW
2007-10-31,2008-04-29,2886.TW
2007-10-31,2008-04-29,2887.TW
2007-10-31,2008-04-29,2888.TW
2007-10-31,2008-04-29,2890.TW
2007-10-31,2008-04-29,2891.TW
2007-10-31,2008-04-29,2892.TW
2007-10-31,2008-04-29,2912.TW
2007-10-31,2008-04-29,3009.TW
2007-10-31,2008-04-29,3034.TW
2007-10-31,2008-04-29,3045.TW
2007-10-31,2008-04-29,3474.TW
2007-10-31,2008-04-29,3481.TW
2007-10-31,2008-04-29,3711.TW
2007-10-31,2008-04-29,4904.TW
2007-10-31,2008-04-29,5880.TW
2007-10-31,2008-04-29,6505.TW
2007-10-31,2008-04-29,8046.TW
2007-10-31,2008-04-29,9904.TW
2008-04-30,2008-10-30,1101.TW
2008-04-30,2008-10-30,1102.TW
2008-04-30,2008-10-30,1216.TW
2008-04-30,2008-10-30,1301.TW
2008-04-30,2008-10-30,1303.TW
2008-04-30,2008-10-30,1326.TW
2008-04-30,2008-10-30,1402.TW
2008-04-30,2008-10-30,1722.TW
2008-04-30,2008-10-30,2002.TW
2008-04-30,2008-10-30,2301.TW
2008-04-30,2008-10-30,2303.TW
2008-04-30,2008-10-30,2308.TW
2008-04-30,2008-10-30,2317.TW
2008-04-30,2008-10-30,2324.TW
2008-04-30,2008-10-30,2325.TW
2008-04-30,2008-10-30,2330.TW
2008-04-30,2008-10-30,2347.TW
2008-04-30,2008-10-30,2353.TW
2008-04-30,2008-10-30,2354.TW
2008-04-30,2008-10-30,2357.TW
2008-04-30,2008-10-30,2382.TW
2008-04-30,2008-10-30,2408.TW
2008-04-30,2008-10-30,2409.TW
2008-04-30,2008-10-30,2412.TW
2008-04-30,2008-10-30,2454.TW
2008-04-30,2008-10-30,2498.TW
2008-04-30,2008-10-30,2603.TW
2008-04-30,2008-10-30,2801.TW
2008-04-30,2008-10-30,2880.TW
2008-04-30,2008-10-30,2881.TW
2008-04-30,2008-10-30,2882.TW
2008-04-30,2008-10-30,2883.TW
2008-04-30,2008-10-30,2885.TW
2008-04-30,2008-10-30,2886.TW
2008-04-30,2008-10-30,2887.TW
2008-04-30,2008-10-30,2888.TW
2008-04-30,2008-10-30,2890.TW
2008-04-30,2008-10-30,2891.TW
2008-04-30,2008-10-30,2892.TW
2008-04-30,2008-10-30,2912.TW
2008-04-30,2008-10-30,3009.TW
2008-04-30,2008-10-30,3045.TW
2008-04-30,2008-10-30,3474.TW
2008-04-30,2008-10-30,3481.TW
2008-04-30,2008-10-30,3711.TW
2008-04-30,2008-10-30,4904.TW
2008-04-30,2008-10-30,5880.TW
2008-04-30,2008-10-30,6505.TW
2008-04-30,2008-10-30,8046.TW
2008-04-30,2008-10-30,9904.TW
2008-10-31,2009-01-30,1101.TW
2008-10-31,2009-01-30,1102.TW
2008-10-31,2009-01-30,1216.TW
2008-10-31,2009-01-30,1301.TW
2008-10-31,2009-01-30,1303.TW
2008-10-31,2009-01-30,1326.TW
2008-10-31,2009-01-30,1402.TW
2008-10-31,2009-01-30,1722.TW
2008-10-31,2009-01-30,2002.TW
2008-10-31,2009-01-30,2301.TW
2008-10-31,2009-01-30,2303.TW
2008-10-31,2009-01-30,2308.TW
2008-10-31,2009-01-30,2317.TW
2008-10-31,2009-01-30,2324.TW
2008-10-31,2009-01-30,2325.TW
2008-10-31,2009-01-30,2330.TW
2008-10-31,2009-01-30,2347.TW
2008-10-31,2009-01-30,2353.TW
2008-10-31,2009-01-30,2354.TW
2008-10-31,2009-01-30,2357.TW
2008-10-31,2009-01-30,2382.TW
2008-10-31,2009-01-30,2408.TW
2008-10-31,2009-01-30,2409.TW
2008-10-31,2009-01-30,2412.TW
2008-10-31,2009-01-30,2454.TW
2008-10-31,2009-01-30,2498.TW
2008-10-31,2009-01-30,2603.TW
2008-10-31,2009-01-30,2801.TW
2008-10-31,2009-01-30,2880.TW
2008-10-31,2009-01-30,2881.TW
2008-10-31,2009-01-30,2882.TW
2008-10-31,2009-01-30,2883.TW
2008-10-31,2009-01-30,2885.TW
2008-10-31,2009-01-30,2886.TW
2008-10-31,2009-01-30,2888.TW
2008-10-31,2009-01-30,2890.TW
2008-10-31,2009-01-30,2891.TW
2008-10-31,2009-01-30,2892.TW
2008-10-31,2009-01-30,2912.TW
2008-10-31,2009-01-30,3009.TW
2008-10-31,2009-01-30,3045.TW
2008-10-31,2009-01-30,3231.TW
2008-10-31,2009-01-30,3474.TW
2008-10-31,2009-01-30,3481.TW
2008-10-31,2009-01-30,3711.TW
2008-10-31,2009-01-30,4904.TW
2008-10-31,2009-01-30,5880.TW
2008-10-31,2009-01-30,6505.TW
2008-10-31,2009-01-30,8046.TW
2008-10-31,2009-01-30,9904.TW
2009-01-31,2009-04-29,1101.TW
2009-01-31,2009-04-29,1102.TW
2009-01-31,2009-04-29,1216.TW
2009-01-31,2009-04-29,1301.TW
2009-01-31,2009-04-29,1303.TW
2009-01-31,2009-04-29,1326.TW
2009-01-31,2009-04-29,1402.TW
2009-01-31,2009-04-29,1722.TW
2009-01-31,2009-04-29,2002.TW
2009-01-31,2009-04-29,2105.TW
2009-01-31,2009-04-29,2301.TW
2009-01-31,2009-04-29,2303.TW
2009-01-31,2009-04-29,2308.TW
2009-01-31,2009-04-29,2317.TW
2009-01-31,2009-04-29,2324.TW
2009-01-31,2009-04-29,2325.TW
2009-01-31,2009-04-29,2330.TW
2009-01-31,2009-04-29,2347.TW
2009-01-31,2009-04-29,2353.TW
2009-01-31,2009-04-29,2354.TW
2009-01-31,2009-04-29,2357.TW
2009-01-31,2009-04-29,2382.TW
2009-01-31,2009-04-29,2408.TW
2009-01-31,2009-04-29,2409.TW
2009-01-31,2009-04-29,2412.TW
2009-01-31,2009-04-29,2454.TW
2009-01-31,2009-04-29,2498.TW
2009-01-31,2009-04-29,2603.TW
2009-01-31,2009-04-29,2801.TW
2009-01-31,2009-04-29,2880.TW
2009-01-31,2009-04-29,2881.TW
2009-01-31,2009-04-29,2882.TW
2009-01-31,2009-04-29,2883.TW
2009-01-31,2009-04-29,2885.TW
2009-01-31,2009-04-29,2886.TW
2009-01-31,2009-04-29,2888.TW
2009-01-31,2009-04-29,2890.TW
2009-01-31,2009-04-29,2891.TW
2009-01-31,2009-04-29,2892.TW
2009-01-31,2009-04-29,2912.TW
2009-01-31,2009-04-29,3009.TW
2009-01-31,2009-04-29,3045.TW
2009-01-31,2009-04-29,3231.TW
2009-01-31,2009-04-29,3481.TW
2009-01-31,2009-04-29,3711.TW
2009-01-31,2009-04-29,4904.TW
2009-01-31,2009-04-29,5880.TW
2009-01-31,2009-04-29,6505.TW
2009-01-31,2009-04-29,8046.TW
2009-01-31,2009-04-29,9904.TW
2009-04-30,2010-01-30,1101.TW
2009-04-30,2010-01-30,1102.TW
2009-04-30,2010-01-30,1216.TW
2009-04-30,2010-01-30,1301.TW
2009-04-30,2010-01-30,1303.TW
2009-04-30,2010-01-30,1326.TW
2009-04-30,2010-01-30,1402.TW
2009-04-30,2010-01-30,1722.TW
2009-04-30,2010-01-30,2002.TW
2009-04-30,2010-01-30,2105.TW
2009-04-30,2010-01-30,2301.TW
2009-04-30,2010-01-30,2303.TW
2009-04-30,2010-01-30,2308.TW
2009-04-30,2010-01-30,2317.TW
2009-04-30,2010-01-30,2324.TW
2009-04-30,2010-01-30,2325.TW
2009-04-30,2010-01-30,2330.TW
2009-04-30,2010-01-30,2347.TW
2009-04-30,2010-01-30,2353.TW
2009-04-30,2010-01-30,2354.TW
2009-04-30,2010-01-30,2357.TW
2009-04-30,2010-01-30,2382.TW
2009-04-30,2010-01-30,2409.TW
2009-04-30,2010-01-30,2412.TW
2009-04-30,2010-01-30,2454.TW
2009-04-30,2010-01-30,2498.TW
2009-04-30,2010-01-30,2603.TW
2009-04-30,2010-01-30,2801.TW
2009-04-30,2010-01-30,2880.TW
2009-04-30,2010-01-30,2881.TW
2009-04-30,2010-01-30,2882.TW
2009-04-30,2010-01-30,2883.TW
2009-04-30,2010-01-30,2885.TW
2009-04-30,2010-01-30,2886.TW
2009-04-30,2010-01-30,2888.TW
2009-04-30,2010-01-30,2890.TW
2009-04-30,2010-01-30,2891.TW
2009-04-30,2010-01-30,2892.TW
2009-04-30,2010-01-30,2912.TW
2009-04-30,2010-01-30,3009.TW
2009-04-30,2010-01-30,3045.TW
2009-04-30,2010-01-30,3231.TW
2009-04-30,2010-01-30,3474.TW
2009-04-30,2010-01-30,3481.TW
2009-04-30,2010-01-30,3711.TW
2009-04-30,2010-01-30,4904.TW
2009-04-30,2010-01-30,5880.TW
2009-04-30,2010-01-30,6505.TW
2009-04-30,2010-01-30,8046.TW
2009-04-30,2010-01-30,9904.TW
2010-01-31,2010-04-29,1101.TW
2010-01-31,2010-04-29,1102.TW
2010-01-31,2010-04-29,1216.TW
2010-01-31,2010-04-29,1301.TW
2010-01-31,2010-04-29,1303.TW
2010-01-31,2010-04-29,1326.TW
2010-01-31,2010-04-29,1402.TW
2010-01-31,2010-04-29,1722.TW
2010-01-31,2010-04-29,2002.TW
2010-01-31,2010-04-29,2105.TW
2010-01-31,2010-04-29,2301.TW
2010-01-31,2010-04-29,2303.TW
2010-01-31,2010-04-29,2308.TW
2010-01-31,2010-04-29,2317.TW
2010-01-31,2010-04-29,2324.TW
2010-01-31,2010-04-29,2325.TW
2010-01-31,2010-04-29,2330.TW
2010-01-31,2010-04-29,2347.TW
2010-01-31,2010-04-29,2353.TW
2010-01-31,2010-04-29,2354.TW
2010-01-31,2010-04-29,2357.TW
2010-01-31,2010-04-29,2382.TW
2010-01-31,2010-04-29,2409.TW
2010-01-31,2010-04-29,2412.TW
2010-01-31,2010-04-29,2448.TW
2010-01-31,2010-04-29,2454.TW
2010-01-31,2010-04-29,2498.TW
2010-01-31,2010-04-29,2801.TW
2010-01-31,2010-04-29,2880.TW
2010-01-31,2010-04-29,2881.TW
2010-01-31,2010-04-29,2882.TW
2010-01-31,2010-04-29,2883.TW
2010-01-31,2010-04-29,2885.TW
2010-01-31,2010-04-29,2886.TW
2010-01-31,2010-04-29,2888.TW
2010-01-31,2010-04-29,2890.TW
2010-01-31,2010-04-29,2891.TW
2010-01-31,2010-04-29,2892.TW
2010-01-31,2010-04-29,2912.TW
2010-01-31,2010-04-29,3045.TW
2010-01-31,2010-04-29,3231.TW
2010-01-31,2010-04-29,3474.TW
2010-01-31,2010-04-29,3481.TW
2010-01-31,2010-04-29,3711.TW
2010-01-31,2010-04-29,4904.TW
2010-01-31,2010-04-29,5880.TW
2010-01-31,2010-04-29,6239.TW
2010-01-31,2010-04-29,6505.TW
2010-01-31,2010-04-29,8046.TW
2010-01-31,2010-04-29,9904.TW
2010-04-30,2011-01-30,1101.TW
2010-04-30,2011-01-30,1102.TW
2010-04-30,2011-01-30,1216.TW
2010-04-30,2011-01-30,1301.TW
2010-04-30,2011-01-30,1303.TW
2010-04-30,2011-01-30,1326.TW
2010-04-30,2011-01-30,1402.TW
2010-04-30,2011-01-30,1722.TW
2010-04-30,2011-01-30,2002.TW
2010-04-30,2011-01-30,2105.TW
2010-04-30,2011-01-30,2301.TW
2010-04-30,2011-01-30,2303.TW
2010-04-30,2011-01-30,2308.TW
2010-04-30,2011-01-30,2317.TW
2010-04-30,2011-01-30,2324.TW
2010-04-30,2011-01-30,2325.TW
2010-04-30,2011-01-30,2330.TW
2010-04-30,2011-01-30,2347.TW
2010-04-30,2011-01-30,2353.TW
2010-04-30,2011-01-30,2354.TW
2010-04-30,2011-01-30,2357.TW
2010-04-30,2011-01-30,2382.TW
2010-04-30,2011-01-30,2409.TW
2010-04-30,2011-01-30,2412.TW
2010-04-30,2011-01-30,2448.TW
2010-04-30,2011-01-30,2454.TW
2010-04-30,2011-01-30,2498.TW
2010-04-30,2011-01-30,2801.TW
2010-04-30,2011-01-30,2880.TW
2010-04-30,2011-01-30,2881.TW
2010-04-30,2011-01-30,2882.TW
2010-04-30,2011-01-30,2883.TW
2010-04-30,2011-01-30,2885.TW
2010-04-30,2011-01-30,2886.TW
2010-04-30,2011-01-30,2888.TW
2010-04-30,2011-01-30,2890.TW
2010-04-30,2011-01-30,2891.TW
2010-04-30,2011-01-30,2892.TW
2010-04-30,2011-01-30,2912.TW
2010-04-30,2011-01-30,3045.TW
2010-04-30,2011-01-30,3231.TW
2010-04-30,2011-01-30,3474.TW
2010-04-30,2011-01-30,3481.TW
2010-04-30,2011-01-30,3711.TW
2010-04-30,2011-01-30,4904.TW
2010-04-30,2011-01-30,4938.TW
2010-04-30,2011-01-30,5880.TW
2010-04-30,2011-01-30,6505.TW
2010-04-30,2011-01-30,8046.TW
2010-04-30,2011-01-30,9904.TW
2011-01-31,2011-06-29,1101.TW
2011-01-31,2011-06-29,1102.TW
2011-01-31,2011-06-29,1216.TW
2011-01-31,2011-06-29,1301.TW
2011-01-31,2011-06-29,1303.TW
2011-01-31,2011-06-29,1326.TW
2011-01-31,2011-06-29,1402.TW
2011-01-31,2011-06-29,1722.TW
2011-01-31,2011-06-29,2002.TW
2011-01-31,2011-06-29,2105.TW
2011-01-31,2011-06-29,2301.TW
2011-01-31,2011-06-29,2303.TW
2011-01-31,2011-06-29,2308.TW
2011-01-31,2011-06-29,2317.TW
2011-01-31,2011-06-29,2324.TW
2011-01-31,2011-06-29,2325.TW
2011-01-31,2011-06-29,2330.TW
2011-01-31,2011-06-29,2347.TW
2011-01-31,2011-06-29,2353.TW
2011-01-31,2011-06-29,2354.TW
2011-01-31,2011-06-29,2357.TW
2011-01-31,2011-06-29,2382.TW
2011-01-31,2011-06-29,2409.TW
2011-01-31,2011-06-29,2412.TW
2011-01-31,2011-06-29,2448.TW
2011-01-31,2011-06-29,2454.TW
2011-01-31,2011-06-29,2498.TW
2011-01-31,2011-06-29,2618.TW
2011-01-31,2011-06-29,2801.TW
2011-01-31,2011-06-29,2880.TW
2011-01-31,2011-06-29,2881.TW
2011-01-31,2011-06-29,2882.TW
2011-01-31,2011-06-29,2883.TW
2011-01-31,2011-06-29,2885.TW
2011-01-31,2011-06-29,2886.TW
2011-01-31,2011-06-29,2888.TW
2011-01-31,2011-06-29,2890.TW
2011-01-31,2011-06-29,2891.TW
2011-01-31,2011-06-29,2892.TW
2011-01-31,2011-06-29,2912.TW
2011-01-31,2011-06-29,3045.TW
2011-01-31,2011-06-29,3231.TW
2011-01-31,2011-06-29,3481.TW
2011-01-31,2011-06-29,3673.TW
2011-01-31,2011-06-29,3711.TW
2011-01-31,2011-06-29,4904.TW
2011-01-31,2011-06-29,4938.TW
2011-01-31,2011-06-29,5880.TW
2011-01-31,2011-06-29,6505.TW
2011-01-31,2011-06-29,9904.TW
2011-06-30,2011-09-29,1101.TW
2011-06-30,2011-09-29,1102.TW
2011-06-30,2011-09-29,1216.TW
2011-06-30,2011-09-29,1301.TW
2011-06-30,2011-09-29,1303.TW
2011-06-30,2011-09-29,1326.TW
2011-06-30,2011-09-29,1402.TW
2011-06-30,2011-09-29,1722.TW
2011-06-30,2011-09-29,2002.TW
2011-06-30,2011-09-29,2105.TW
2011-06-30,2011-09-29,2301.TW
2011-06-30,2011-09-29,2303.TW
2011-06-30,2011-09-29,2308.TW
2011-06-30,2011-09-29,2317.TW
2011-06-30,2011-09-29,2324.TW
2011-06-30,2011-09-29,2325.TW
2011-06-30,2011-09-29,2330.TW
2011-06-30,2011-09-29,2347.TW
2011-06-30,2011-09-29,2353.TW
2011-06-30,2011-09-29,2354.TW
2011-06-30,2011-09-29,2357.TW
2011-06-30,2011-09-29,2382.TW
2011-06-30,2011-09-29,2409.TW
2011-06-30,2011-09-29,2412.TW
2011-06-30,2011-09-29,2448.TW
2011-06-30,2011-09-29,2454.TW
2011-06-30,2011-09-29,2474.TW
2011-06-30,2011-09-29,2498.TW
2011-06-30,2011-09-29,2618.TW
2011-06-30,2011-09-29,2801.TW
2011-06-30,2011-09-29,2880.TW
2011-06-30,2011-09-29,2881.TW
2011-06-30,2011-09-29,2882.TW
2011-06-30,2011-09-29,2883.TW
